rowid,suburb_name,state,postcode,ssc,norm_key,ssc_match,confidence
30490,BOSTOCKS CREEK,NSW,,,BOSTOCKS CREEK|NSW,,83
30495,CARPENDEIT,NSW,,,CARPENDEIT|NSW,,79
30497,CHOCOLYN,NSW,,,CHOCOLYN|NSW,,78
30499,GNOTUK,NSW,,,GNOTUK|NSW,,74
30505,LESLIE MANOR,NSW,,,LESLIE MANOR|NSW,,81
30507,POMBORNEIT,NSW,,,POMBORNEIT|NSW,,80
30509,POMBORNEIT NORTH,NSW,,,POMBORNEIT NORTH|NSW,,80
30511,SKIBO,NSW,,,SKIBO|NSW,,75
30513,SOUTH PURRUMBETE,NSW,,,SOUTH PURRUMBETE|NSW,,80
30515,STONYFORD,NSW,,,STONYFORD|NSW,,78
30517,TANDAROOK,NSW,,,TANDAROOK|NSW,,83
30519,TESBURY,NSW,,,TESBURY|NSW,,78
30521,WEERITE,NSW,,,WEERITE|NSW,,80
30529,DIXIE,NSW,,,DIXIE|NSW,,74
30531,ECKLIN SOUTH,NSW,,,ECKLIN SOUTH|NSW,,79
30535,FRAMLINGHAM,NSW,,,FRAMLINGHAM|NSW,,80
30539,GARVOC,NSW,,,GARVOC|NSW,,84
30541,GLENORMISTON,NSW,,,GLENORMISTON|NSW,,81
30545,GLENORMISTON SOUTH,NSW,,,GLENORMISTON SOUTH|NSW,,82
30551,NOORAT,NSW,,,NOORAT|NSW,,84
30555,PANMURE,NSW,,,PANMURE|NSW,,82
30557,TAROON,NSW,,,TAROON|NSW,,84
30559,THE SISTERS,NSW,,,THE SISTERS|NSW,,76
30561,BULLAHARRE,NSW,,,BULLAHARRE|NSW,,81
30563,COBDEN,NSW,,,COBDEN|NSW,,80
30565,COBRICO,NSW,,,COBRICO|NSW,,82
30567,ELINGAMITE,NSW,,,ELINGAMITE|NSW,,80
30571,GLENFYNE,NSW,,,GLENFYNE|NSW,,80
30573,JANCOURT,NSW,,,JANCOURT|NSW,,75
30575,JANCOURT EAST,NSW,,,JANCOURT EAST|NSW,,82
30577,NAROGHID,NSW,,,NAROGHID|NSW,,75
30582,AYRFORD,NSW,,,AYRFORD|NSW,,82
30584,BRUCKNELL,NSW,,,BRUCKNELL|NSW,,80
30586,COORIEMUNGLE,NSW,,,COORIEMUNGLE|NSW,,81
30590,CURDIE VALE,NSW,,,CURDIE VALE|NSW,,79
30592,CURDIES RIVER,NSW,,,CURDIES RIVER|NSW,,81
30594,CURDIEVALE,NSW,,,CURDIEVALE|NSW,,79
30602,NIRRANDA EAST,NSW,,,NIRRANDA EAST|NSW,,82
30604,NIRRANDA SOUTH,NSW,,,NIRRANDA SOUTH|NSW,,79
30606,NULLAWARRE,NSW,,,NULLAWARRE|NSW,,76
30608,NULLAWARRE EAST,NSW,,,NULLAWARRE EAST|NSW,,79
30610,NULLAWARRE NORTH,NSW,,,NULLAWARRE NORTH|NSW,,80
30612,PAARATTE,NSW,,,PAARATTE|NSW,,80
30616,TIMBOON,NSW,,,TIMBOON|NSW,,82
30618,TIMBOON WEST,NSW,,,TIMBOON WEST|NSW,,75
30620,PORT CAMPBELL,NSW,,,PORT CAMPBELL|NSW,,76
30622,PRINCETOWN,NSW,,,PRINCETOWN|NSW,,83
30626,PETERBOROUGH,NSW,,,PETERBOROUGH|NSW,,79
30629,DUNDONNELL,NSW,,,DUNDONNELL|NSW,,80
30631,PURA PURA,NSW,,,PURA PURA|NSW,,76
30634,WOORNDOO,NSW,,,WOORNDOO|NSW,,80
30637,CARAMUT,NSW,,,CARAMUT|NSW,,82
30645,WOOLSTHORPE,NSW,,,WOOLSTHORPE|NSW,,80
30647,ALLANSFORD,NSW,,,ALLANSFORD|NSW,,81
30649,MEPUNGA,NSW,,,MEPUNGA|NSW,,82
30651,MEPUNGA EAST,NSW,,,MEPUNGA EAST|NSW,,81
30653,MEPUNGA WEST,NSW,,,MEPUNGA WEST|NSW,,81
30655,NARINGAL,NSW,,,NARINGAL|NSW,,83
30657,NARINGAL EAST,NSW,,,NARINGAL EAST|NSW,,82
30659,PURNIM,NSW,,,PURNIM|NSW,,80
30661,PURNIM WEST,NSW,,,PURNIM WEST|NSW,,73
30663,BALLANGEICH,NSW,,,BALLANGEICH|NSW,,80
30665,WANGOOM,NSW,,,WANGOOM|NSW,,82
30679,WINSLOW,NSW,,,WINSLOW|NSW,,82
30684,KOROIT,NSW,,,KOROIT|NSW,,84
30686,CROSSLEY,NSW,,,CROSSLEY|NSW,,81
30690,KIRKSTALL,NSW,,,KIRKSTALL|NSW,,78
30692,SOUTHERN CROSS,NSW,,,SOUTHERN CROSS|NSW,,83
30700,WILLATOOK,NSW,,,WILLATOOK|NSW,,80
30704,YARPTURK,NSW,,,YARPTURK|NSW,,76
30708,PORT FAIRY,NSW,,,PORT FAIRY|NSW,,76
30711,NARRAWONG,NSW,,,NARRAWONG|NSW,,83
30718,TYRENDARRA,NSW,,,TYRENDARRA|NSW,,80
30720,TYRENDARRA EAST,NSW,,,TYRENDARRA EAST|NSW,,79
30722,YAMBUK,NSW,,,YAMBUK|NSW,,84
30724,CONDAH SWAMP,NSW,,,CONDAH SWAMP|NSW,,75
30726,KNEBSWORTH,NSW,,,KNEBSWORTH|NSW,,80
30728,MACARTHUR,NSW,,,MACARTHUR|NSW,,83
30730,RIPPONHURST,NSW,,,RIPPONHURST|NSW,,79
30734,HAWKESDALE,NSW,,,HAWKESDALE|NSW,,81
30736,MINHAMITE,NSW,,,MINHAMITE|NSW,,82
30738,GAZETTE,NSW,,,GAZETTE|NSW,,73
30740,GERRIGERRUP,NSW,,,GERRIGERRUP|NSW,,80
30745,TABOR,NSW,,,TABOR|NSW,,82
30748,GLENTHOMPSON,NSW,,,GLENTHOMPSON|NSW,,81
30752,NARRAPUMELAP SOUTH,NSW,,,NARRAPUMELAP SOUTH|NSW,,82
30758,MIRRANATWA,NSW,,,MIRRANATWA|NSW,,80
30760,MOUTAJUP,NSW,,,MOUTAJUP|NSW,,75
30762,VICTORIA POINT,NSW,,,VICTORIA POINT|NSW,,78
30768,BYADUK NORTH,NSW,,,BYADUK NORTH|NSW,,81
30771,BOCHARA,NSW,,,BOCHARA|NSW,,84
30774,BUCKLEY SWAMP,NSW,,,BUCKLEY SWAMP|NSW,,81
30776,BYADUK,NSW,,,BYADUK|NSW,,76
30782,MORGIANA,NSW,,,MORGIANA|NSW,,80
30784,MOUNT NAPIER,NSW,,,MOUNT NAPIER|NSW,,81
30786,STRATHKELLAR,NSW,,,STRATHKELLAR|NSW,,84
30792,WANNON,NSW,,,WANNON|NSW,,80
30794,WARRAYURE,NSW,,,WARRAYURE|NSW,,80
30796,YATCHAW,NSW,,,YATCHAW|NSW,,78
30798,YULECART,NSW,,,YULECART|NSW,,75
30800,BRANXHOLME,NSW,,,BRANXHOLME|NSW,,81
30802,GRASSDALE,NSW,,,GRASSDALE|NSW,,80
30804,BREAKAWAY CREEK,NSW,,,BREAKAWAY CREEK|NSW,,84
30808,HOTSPUR,NSW,,,HOTSPUR|NSW,,75
30810,LAKE CONDAH,NSW,,,LAKE CONDAH|NSW,,84
30812,WALLACEDALE,NSW,,,WALLACEDALE|NSW,,81
30814,BESSIEBELLE,NSW,,,BESSIEBELLE|NSW,,80
30818,DRIK DRIK,NSW,,,DRIK DRIK|NSW,,77
30820,DRUMBORG,NSW,,,DRUMBORG|NSW,,78
30824,HEYWOOD,NSW,,,HEYWOOD|NSW,,82
30828,LYONS,NSW,,,LYONS|NSW,,82
30832,MUMBANNAR,NSW,,,MUMBANNAR|NSW,,82
30834,MYAMYN,NSW,,,MYAMYN|NSW,,76
30836,WINNAP,NSW,,,WINNAP|NSW,,80
30838,ALLESTREE,NSW,,,ALLESTREE|NSW,,78
30843,CASHMORE,NSW,,,CASHMORE|NSW,,83
30845,DUTTON WAY,NSW,,,DUTTON WAY|NSW,,79
30847,GORAE,NSW,,,GORAE|NSW,,84
30853,MOUNT RICHMOND,NSW,,,MOUNT RICHMOND|NSW,,83
30857,PORTLAND NORTH,NSW,,,PORTLAND NORTH|NSW,,83
30859,PORTLAND WEST,NSW,,,PORTLAND WEST|NSW,,83
30861,DIGBY,NSW,,,DIGBY|NSW,,78
30865,TAHARA WEST,NSW,,,TAHARA WEST|NSW,,83
30870,HEATH FIELD,NSW,,,HEATH FIELD|NSW,,80
30874,BAHGALLAH,NSW,,,BAHGALLAH|NSW,,80
30876,BRIMBOAL,NSW,,,BRIMBOAL|NSW,,83
30878,CARAPOOK,NSW,,,CARAPOOK|NSW,,82
30880,CHETWYND,NSW,,,CHETWYND|NSW,,76
30882,DERGHOLM,NSW,,,DERGHOLM|NSW,,76
30884,DORODONG,NSW,,,DORODONG|NSW,,83
30886,DUNROBIN,NSW,,,DUNROBIN|NSW,,82
30891,LAKE MUNDI,NSW,,,LAKE MUNDI|NSW,,79
30895,MUNTHAM,NSW,,,MUNTHAM|NSW,,82
30897,NANGEELA,NSW,,,NANGEELA|NSW,,83
30899,POOLAIJELO,NSW,,,POOLAIJELO|NSW,,74
30903,SANDFORD,NSW,,,SANDFORD|NSW,,82
30905,STRATHDOWNIE,NSW,,,STRATHDOWNIE|NSW,,80
30907,WANDO BRIDGE,NSW,,,WANDO BRIDGE|NSW,,81
30909,WANDO VALE,NSW,,,WANDO VALE|NSW,,81
30915,CAVENDISH,NSW,,,CAVENDISH|NSW,,78
30917,GLENISLA,NSW,,,GLENISLA|NSW,,80
30923,WOOHLPOOER,NSW,,,WOOHLPOOER|NSW,,79
30927,CLOVER FLAT,NSW,,,CLOVER FLAT|NSW,,81
30931,COOJAR,NSW,,,COOJAR|NSW,,84
30935,GRINGEGALGONA,NSW,,,GRINGEGALGONA|NSW,,82
30937,GRITJURK,NSW,,,GRITJURK|NSW,,75
30939,HILGAY,NSW,,,HILGAY|NSW,,82
30941,KONONGWOOTONG,NSW,,,KONONGWOOTONG|NSW,,82
30949,PASCHENDALE,NSW,,,PASCHENDALE|NSW,,76
30951,TAHARA BRIDGE,NSW,,,TAHARA BRIDGE|NSW,,76
30953,TARRAYOUKYAN,NSW,,,TARRAYOUKYAN|NSW,,75
30955,TARRENLEA,NSW,,,TARRENLEA|NSW,,82
30957,WOOTONG VALE,NSW,,,WOOTONG VALE|NSW,,75
30959,HARROW,NSW,,,HARROW|NSW,,80
30963,CONNEWIRRICOO,NSW,,,CONNEWIRRICOO|NSW,,82
30965,EDENHOPE,NSW,,,EDENHOPE|NSW,,80
30967,JALLAKIN,NSW,,,JALLAKIN|NSW,,82
30969,KADNOOK,NSW,,,KADNOOK|NSW,,83
30971,LANGKOOP,NSW,,,LANGKOOP|NSW,,78
30973,MEEREEK,NSW,,,MEEREEK|NSW,,82
30975,PATYAH,NSW,,,PATYAH|NSW,,78
30977,ULLSWATER,NSW,,,ULLSWATER|NSW,,77
30981,BENAYEO,NSW,,,BENAYEO|NSW,,82
30983,BRINGALBERT,NSW,,,BRINGALBERT|NSW,,80
30985,HESSE,NSW,,,HESSE|NSW,,75
30991,CRESSY,NSW,,,CRESSY|NSW,,80
30993,BERRYBANK,NSW,,,BERRYBANK|NSW,,82
30995,DUVERNEY,NSW,,,DUVERNEY|NSW,,75
30997,FOXHOW,NSW,,,FOXHOW|NSW,,70
31004,DERRINALLUM,NSW,,,DERRINALLUM|NSW,,80
31008,VITE VITE,NSW,,,VITE VITE|NSW,,77
31010,VITE VITE NORTH,NSW,,,VITE VITE NORTH|NSW,,84
31012,TEESDALE,NSW,,,TEESDALE|NSW,,83
31018,SHELFORD,NSW,,,SHELFORD|NSW,,77
31022,BANNOCKBURN,NSW,,,BANNOCKBURN|NSW,,80
31024,GHERINGHAP,NSW,,,GHERINGHAP|NSW,,79
31028,RUSSELLS BRIDGE,NSW,,,RUSSELLS BRIDGE|NSW,,79
31032,STEIGLITZ,NSW,,,STEIGLITZ|NSW,,77
31034,SUTHERLANDS CREEK,NSW,,,SUTHERLANDS CREEK|NSW,,82
31038,BAMGANIE,NSW,,,BAMGANIE|NSW,,80
31044,CARGERIE,NSW,,,CARGERIE|NSW,,82
31046,ELAINE,NSW,,,ELAINE|NSW,,82
31048,MORRISONS,NSW,,,MORRISONS|NSW,,80
31052,BONNIE BROOK,NSW,,,BONNIE BROOK|NSW,,81
31054,GRANGEFIELDS,NSW,,,GRANGEFIELDS|NSW,,83
31056,ROCKBANK,NSW,,,ROCKBANK|NSW,,83
31058,THORNHILL PARK,NSW,,,THORNHILL PARK|NSW,,83
31060,AINTREE,NSW,,,AINTREE|NSW,,82
31062,DEANSIDE,NSW,,,DEANSIDE|NSW,,83
31064,FRASER RISE,NSW,,,FRASER RISE|NSW,,73
31066,HARKNESS,NSW,,,HARKNESS|NSW,,77
31068,KURUNJANG,NSW,,,KURUNJANG|NSW,,83
31072,MELTON WEST,NSW,,,MELTON WEST|NSW,,80
31074,TOOLERN VALE,NSW,,,TOOLERN VALE|NSW,,80
31077,COBBLEBANK,NSW,,,COBBLEBANK|NSW,,79
31081,EYNESBURY,NSW,,,EYNESBURY|NSW,,77
31085,STRATHTULLOH,NSW,,,STRATHTULLOH|NSW,,75
31087,WEIR VIEWS,NSW,,,WEIR VIEWS|NSW,,79
31089,BACCHUS MARSH,NSW,,,BACCHUS MARSH|NSW,,82
31095,COIMADAI,NSW,,,COIMADAI|NSW,,82
31104,MADDINGLEY,NSW,,,MADDINGLEY|NSW,,79
31106,MERRIMU,NSW,,,MERRIMU|NSW,,83
31115,KOROBEIT,NSW,,,KOROBEIT|NSW,,76
31117,MYRNIONG,NSW,,,MYRNIONG|NSW,,78
31123,BEREMBOKE,NSW,,,BEREMBOKE|NSW,,83
31127,BUNDING,NSW,,,BUNDING|NSW,,82
31131,DURDIDWARRAH,NSW,,,DURDIDWARRAH|NSW,,81
31133,FISKVILLE,NSW,,,FISKVILLE|NSW,,81
31137,MOUNT WALLACE,NSW,,,MOUNT WALLACE|NSW,,82
31142,BAKERY HILL,NSW,,,BAKERY HILL|NSW,,83
31150,BALLARAT NORTH,NSW,,,BALLARAT NORTH|NSW,,83
31160,GOLDEN POINT,NSW,,,GOLDEN POINT|NSW,,84
31162,INVERMAY PARK,NSW,,,INVERMAY PARK|NSW,,80
31164,LAKE WENDOUREE,NSW,,,LAKE WENDOUREE|NSW,,83
31166,LUCAS,NSW,,,LUCAS|NSW,,78
31178,SOLDIERS HILL,NSW,,,SOLDIERS HILL|NSW,,82
31180,SOVEREIGN HILL,NSW,,,SOVEREIGN HILL|NSW,,79
31184,BO PEEP,NSW,,,BO PEEP|NSW,,74
31186,CAPE CLEAR,NSW,,,CAPE CLEAR|NSW,,79
31190,CHEPSTOWE,NSW,,,CHEPSTOWE|NSW,,79
31192,HADDON,NSW,,,HADDON|NSW,,80
31199,LAKE BOLAC,NSW,,,LAKE BOLAC|NSW,,80
31201,MININERA,NSW,,,MININERA|NSW,,78
31203,MORTCHUP,NSW,,,MORTCHUP|NSW,,78
31207,NERRIN NERRIN,NSW,,,NERRIN NERRIN|NSW,,82
31209,NINTINGBOOL,NSW,,,NINTINGBOOL|NSW,,80
31211,PIGGOREET,NSW,,,PIGGOREET|NSW,,77
31215,ROKEWOOD JUNCTION,NSW,,,ROKEWOOD JUNCTION|NSW,,81
31219,SCARSDALE,NSW,,,SCARSDALE|NSW,,80
31223,SMYTHESDALE,NSW,,,SMYTHESDALE|NSW,,74
31229,STAFFORDSHIRE REEF,NSW,,,STAFFORDSHIRE REEF|NSW,,82
31233,WALLINDUC,NSW,,,WALLINDUC|NSW,,80
31235,WESTMERE,NSW,,,WESTMERE|NSW,,83
31241,BARKSTEAD,NSW,,,BARKSTEAD|NSW,,80
31243,BLOWHARD,NSW,,,BLOWHARD|NSW,,78
31248,BREWSTER,NSW,,,BREWSTER|NSW,,83
31254,BUNKERS HILL,NSW,,,BUNKERS HILL|NSW,,81
31256,BURRUMBEET,NSW,,,BURRUMBEET|NSW,,79
31258,CAMBRIAN HILL,NSW,,,CAMBRIAN HILL|NSW,,82
31264,CHAPEL FLAT,NSW,,,CHAPEL FLAT|NSW,,80
31272,CORINDHAP,NSW,,,CORINDHAP|NSW,,83
31276,DEREEL,NSW,,,DEREEL|NSW,,82
31278,DUNNSTOWN,NSW,,,DUNNSTOWN|NSW,,80
31280,DURHAM LEAD,NSW,,,DURHAM LEAD|NSW,,80
31283,ERCILDOUNE,NSW,,,ERCILDOUNE|NSW,,79
31285,GARIBALDI,NSW,,,GARIBALDI|NSW,,77
31295,INVERMAY,NSW,,,INVERMAY|NSW,,83
31299,LAMPLOUGH,NSW,,,LAMPLOUGH|NSW,,77
31301,LANGI KAL KAL,NSW,,,LANGI KAL KAL|NSW,,82
31309,MAGPIE,NSW,,,MAGPIE|NSW,,80
31313,MINERS REST,NSW,,,MINERS REST|NSW,,77
31315,MITCHELL PARK,NSW,,,MITCHELL PARK|NSW,,83
31317,MOLLONGGHIP,NSW,,,MOLLONGGHIP|NSW,,80
31321,MOUNT EGERTON,NSW,,,MOUNT EGERTON|NSW,,82
31323,MOUNT MERCER,NSW,,,MOUNT MERCER|NSW,,83
31328,NAPOLEONS,NSW,,,NAPOLEONS|NSW,,80
31330,NAVIGATORS,NSW,,,NAVIGATORS|NSW,,79
31332,POOTILLA,NSW,,,POOTILLA|NSW,,78
31334,SCOTCHMANS LEAD,NSW,,,SCOTCHMANS LEAD|NSW,,81
31336,SCOTSBURN,NSW,,,SCOTSBURN|NSW,,75
31338,SPRINGBANK,NSW,,,SPRINGBANK|NSW,,83
31340,SULKY,NSW,,,SULKY|NSW,,78
31344,WARRENHEIP,NSW,,,WARRENHEIP|NSW,,83
31348,WAUBRA,NSW,,,WAUBRA|NSW,,84
31350,WEATHERBOARD,NSW,,,WEATHERBOARD|NSW,,81
31352,WERNETH,NSW,,,WERNETH|NSW,,76
31355,YENDON,NSW,,,YENDON|NSW,,84
31357,BALLARAT MC,NSW,,,BALLARAT MC|NSW,,80
31359,LAKE GARDENS,NSW,,,LAKE GARDENS|NSW,,81
31361,WENDOUREE,NSW,,,WENDOUREE|NSW,,80
31369,BUNINYONG,NSW,,,BUNINYONG|NSW,,80
31371,SCOTSMANS LEAD,NSW,,,SCOTSMANS LEAD|NSW,,79
31375,WINTER VALLEY,NSW,,,WINTER VALLEY|NSW,,80
31379,MANNIBADAR,NSW,,,MANNIBADAR|NSW,,79
31383,WILLOWVALE,NSW,,,WILLOWVALE|NSW,,80
31385,BRADVALE,NSW,,,BRADVALE|NSW,,83
31389,SKIPTON,NSW,,,SKIPTON|NSW,,78
31391,CRESWICK,NSW,,,CRESWICK|NSW,,83
31393,CRESWICK NORTH,NSW,,,CRESWICK NORTH|NSW,,83
31397,LANGDONS HILL,NSW,,,LANGDONS HILL|NSW,,82
31399,MOUNT BECKWORTH,NSW,,,MOUNT BECKWORTH|NSW,,84
31401,TOURELLO,NSW,,,TOURELLO|NSW,,83
31408,BLAMPIED,NSW,,,BLAMPIED|NSW,,78
31412,CABBAGE TREE,NSW,,,CABBAGE TREE|NSW,,82
31425,KOOROOCHEANG,NSW,,,KOOROOCHEANG|NSW,,81
31428,MOUNT PROSPECT,NSW,,,MOUNT PROSPECT|NSW,,80
31432,NEWLYN NORTH,NSW,,,NEWLYN NORTH|NSW,,84
31438,SMOKEY TOWN,NSW,,,SMOKEY TOWN|NSW,,74
31440,SMOKEYTOWN,NSW,,,SMOKEYTOWN|NSW,,77
31442,SPRINGMOUNT,NSW,,,SPRINGMOUNT|NSW,,77
31451,GLENGOWER,NSW,,,GLENGOWER|NSW,,83
31453,MOUNT CAMERON,NSW,,,MOUNT CAMERON|NSW,,82
31455,AMHERST,NSW,,,AMHERST|NSW,,78
31457,BURNBANK,NSW,,,BURNBANK|NSW,,82
31459,CARALULUP,NSW,,,CARALULUP|NSW,,77
31461,DUNACH,NSW,,,DUNACH|NSW,,82
31463,EVANSFORD,NSW,,,EVANSFORD|NSW,,83
31465,LILLICUR,NSW,,,LILLICUR|NSW,,75
31467,MOUNT GLASGOW,NSW,,,MOUNT GLASGOW|NSW,,82
31469,RED LION,NSW,,,RED LION|NSW,,80
31472,TALBOT,NSW,,,TALBOT|NSW,,84
31476,CHUTE,NSW,,,CHUTE|NSW,,80
31480,LAKE GOLDSMITH,NSW,,,LAKE GOLDSMITH|NSW,,83
31484,MAIN LEAD,NSW,,,MAIN LEAD|NSW,,81
31494,STOCKYARD HILL,NSW,,,STOCKYARD HILL|NSW,,80
31498,TRAWALLA,NSW,,,TRAWALLA|NSW,,82
31501,GREAT WESTERN,NSW,,,GREAT WESTERN|NSW,,82
31505,BAYINDEEN,NSW,,,BAYINDEEN|NSW,,80
31509,MIDDLE CREEK,NSW,,,MIDDLE CREEK|NSW,,84
31511,AMPHITHEATRE,NSW,,,AMPHITHEATRE|NSW,,81
31515,ARARAT EAST,NSW,,,ARARAT EAST|NSW,,80
31517,ARMSTRONG,NSW,,,ARMSTRONG|NSW,,80
31527,DENICULL CREEK,NSW,,,DENICULL CREEK|NSW,,83
31529,DOBIE,NSW,,,DOBIE|NSW,,80
31531,DUNNEWORTHY,NSW,,,DUNNEWORTHY|NSW,,80
31533,EVERSLEY,NSW,,,EVERSLEY|NSW,,83
31535,JALLUKUR,NSW,,,JALLUKUR|NSW,,75
31537,LANGI LOGAN,NSW,,,LANGI LOGAN|NSW,,80
31545,MOUNT LONARCH,NSW,,,MOUNT LONARCH|NSW,,82
31549,NORVAL,NSW,,,NORVAL|NSW,,84
31551,RHYMNEY,NSW,,,RHYMNEY|NSW,,76
31554,ROSSBRIDGE,NSW,,,ROSSBRIDGE|NSW,,79
31562,YALLA-Y-POORA,NSW,,,YALLA-Y-POORA|NSW,,76
31568,MAFEKING,NSW,,,MAFEKING|NSW,,78
31570,STAVELY,NSW,,,STAVELY|NSW,,82
31574,WICKLIFFE,NSW,,,WICKLIFFE|NSW,,79
31578,WILLAURA NORTH,NSW,,,WILLAURA NORTH|NSW,,83
31580,BELLELLEN,NSW,,,BELLELLEN|NSW,,80
31582,BRIDGE INN,NSW,,,BRIDGE INN|NSW,,84
31584,MOKEPILLY,NSW,,,MOKEPILLY|NSW,,77
31588,STAWELL WEST,NSW,,,STAWELL WEST|NSW,,80
31590,WINJALLOK,NSW,,,WINJALLOK|NSW,,80
31592,BARKLY,NSW,,,BARKLY|NSW,,84
31597,CALLAWADDA,NSW,,,CALLAWADDA|NSW,,80
31601,CONCONGELLA,NSW,,,CONCONGELLA|NSW,,80
31603,DEEP LEAD,NSW,,,DEEP LEAD|NSW,,77
31607,GERMANIA,NSW,,,GERMANIA|NSW,,82
31615,JOEL JOEL,NSW,,,JOEL JOEL|NSW,,77
31617,JOEL SOUTH,NSW,,,JOEL SOUTH|NSW,,83
31619,KANYA,NSW,,,KANYA|NSW,,84
31621,LAKE FYANS,NSW,,,LAKE FYANS|NSW,,79
31623,LAKE LONSDALE,NSW,,,LAKE LONSDALE|NSW,,83
31625,LUBECK,NSW,,,LUBECK|NSW,,82
31627,MORRL MORRL,NSW,,,MORRL MORRL|NSW,,80
31634,ROSTRON,NSW,,,ROSTRON|NSW,,84
31640,WALLALOO EAST,NSW,,,WALLALOO EAST|NSW,,82
31644,LANDSBOROUGH,NSW,,,LANDSBOROUGH|NSW,,81
31648,NAVARRE,NSW,,,NAVARRE|NSW,,78
31650,TULKARA,NSW,,,TULKARA|NSW,,84
31652,WATTLE CREEK,NSW,,,WATTLE CREEK|NSW,,84
31658,LEDCOURT,NSW,,,LEDCOURT|NSW,,77
31660,RIACHELLA,NSW,,,RIACHELLA|NSW,,80
31666,MARNOO WEST,NSW,,,MARNOO WEST|NSW,,80
31668,BANYENA,NSW,,,BANYENA|NSW,,82
31670,RUPANYUP,NSW,,,RUPANYUP|NSW,,70
31674,MURTOA,NSW,,,MURTOA|NSW,,84
31676,BRIM,NSW,,,BRIM|NSW,,84
31678,BOOLITE,NSW,,,BOOLITE|NSW,,82
31680,MINYIP,NSW,,,MINYIP|NSW,,84
31684,AILSA,NSW,,,AILSA|NSW,,82
31686,ANGIP,NSW,,,ANGIP|NSW,,84
31688,AUBREY,NSW,,,AUBREY|NSW,,80
31692,CANNUM,NSW,,,CANNUM|NSW,,80
31696,KELLALAC,NSW,,,KELLALAC|NSW,,78
31698,LAH,NSW,,,LAH|NSW,,82
31700,WARRACKNABEAL,NSW,,,WARRACKNABEAL|NSW,,82
31702,WILKUR,NSW,,,WILKUR|NSW,,82
31704,WILLENABRINA,NSW,,,WILLENABRINA|NSW,,81
31706,BEULAH,NSW,,,BEULAH|NSW,,84
31710,REEDY DAM,NSW,,,REEDY DAM|NSW,,72
31715,HOPEVALE,NSW,,,HOPEVALE|NSW,,77
31717,YARTO,NSW,,,YARTO|NSW,,84
31719,JUNG,NSW,,,JUNG|NSW,,84
31721,LONGERENONG,NSW,,,LONGERENONG|NSW,,80
42865,MELBOURNE,NSW,,,MELBOURNE|NSW,,82
42867,EAST MELBOURNE,NSW,,,EAST MELBOURNE|NSW,,83
42869,WEST MELBOURNE,NSW,,,WEST MELBOURNE|NSW,,83
42871,ST KILDA ROAD CENTRAL,NSW,,,ST KILDA ROAD CENTRAL|NSW,,84
42875,WORLD TRADE CENTRE,NSW,,,WORLD TRADE CENTRE|NSW,,82
42877,SOUTH WHARF,NSW,,,SOUTH WHARF|NSW,,80
42879,SOUTHBANK,NSW,,,SOUTHBANK|NSW,,79
42881,DOCKLANDS,NSW,,,DOCKLANDS|NSW,,81
42885,FOOTSCRAY,NSW,,,FOOTSCRAY|NSW,,77
42887,SEDDON,NSW,,,SEDDON|NSW,,84
42889,SEDDON WEST,NSW,,,SEDDON WEST|NSW,,75
42894,KINGSVILLE WEST,NSW,,,KINGSVILLE WEST|NSW,,84
42900,WEST FOOTSCRAY,NSW,,,WEST FOOTSCRAY|NSW,,83
42904,YARRAVILLE WEST,NSW,,,YARRAVILLE WEST|NSW,,84
42907,SOUTH KINGSVILLE,NSW,,,SOUTH KINGSVILLE|NSW,,82
42909,SPOTSWOOD,NSW,,,SPOTSWOOD|NSW,,80
42917,SEAHOLME,NSW,,,SEAHOLME|NSW,,83
42921,BRAYBROOK NORTH,NSW,,,BRAYBROOK NORTH|NSW,,84
42923,ROBINSON,NSW,,,ROBINSON|NSW,,80
42927,GLENGALA,NSW,,,GLENGALA|NSW,,83
42930,SUNSHINE NORTH,NSW,,,SUNSHINE NORTH|NSW,,80
42932,SUNSHINE WEST,NSW,,,SUNSHINE WEST|NSW,,83
42941,ARDEER,NSW,,,ARDEER|NSW,,82
42943,DEER PARK EAST,NSW,,,DEER PARK EAST|NSW,,78
42949,CAIRNLEA,NSW,,,CAIRNLEA|NSW,,82
42951,CAROLINE SPRINGS,NSW,,,CAROLINE SPRINGS|NSW,,80
42955,DEER PARK NORTH,NSW,,,DEER PARK NORTH|NSW,,80
42957,RAVENHALL,NSW,,,RAVENHALL|NSW,,81
42959,FIELDSTONE,NSW,,,FIELDSTONE|NSW,,81
42961,MAMBOURIN,NSW,,,MAMBOURIN|NSW,,78
42963,MANOR LAKES,NSW,,,MANOR LAKES|NSW,,81
42965,MOUNT COTTRELL,NSW,,,MOUNT COTTRELL|NSW,,83
42967,WYNDHAM VALE,NSW,,,WYNDHAM VALE|NSW,,81
42969,ALTONA EAST,NSW,,,ALTONA EAST|NSW,,84
42971,ALTONA GATE,NSW,,,ALTONA GATE|NSW,,80
42975,DERRIMUT,NSW,,,DERRIMUT|NSW,,78
42979,LAVERTON RAAF,NSW,,,LAVERTON RAAF|NSW,,79
42985,ALTONA MEADOWS,NSW,,,ALTONA MEADOWS|NSW,,83
42993,TARNEIT,NSW,,,TARNEIT|NSW,,80
42995,TRUGANINA,NSW,,,TRUGANINA|NSW,,78
42999,COCOROC,NSW,,,COCOROC|NSW,,82
