rowid,suburb_name,state,postcode,candidate_ssc,score,norm_key,matched_canonical_key
44137,ELLIMINYT,NSW,,21026,77,ELLIMINYT|NSW,ELLIMINYT|VIC
44137,ELLIMINYT,NSW,,13321,76,ELLIMINYT|NSW,MOUNT ELLIOT|NSW
44137,ELLIMINYT,NSW,,10341,75,ELLIMINYT|NSW,BELMONT|NSW
44139,BEEAC,NSW,,10691,84,BEEAC|NSW,BREEZA|NSW
44139,BEEAC,NSW,,10317,82,BEEAC|NSW,BEGA|NSW
44139,BEEAC,NSW,,10359,80,BEEAC|NSW,BENARCA|NSW
44141,CUNDARE,NSW,,10833,82,CUNDARE|NSW,BUNDURE|NSW
44141,CUNDARE,NSW,,12171,82,CUNDARE|NSW,GUNDARY|NSW
44141,CUNDARE,NSW,,11124,80,CUNDARE|NSW,CLARE|NSW
44143,CUNDARE NORTH,NSW,,13605,83,CUNDARE NORTH|NSW,NORTH MACQUARIE|NSW
44143,CUNDARE NORTH,NSW,,20827,82,CUNDARE NORTH|NSW,CUNDARE NORTH|VIC
44143,CUNDARE NORTH,NSW,,13585,80,CUNDARE NORTH|NSW,NORTH ARM|NSW
44145,EURACK,NSW,,12786,84,EURACK|NSW,LEURA|NSW
44145,EURACK,NSW,,11759,80,EURACK|NSW,EUREKA|NSW
44145,EURACK,NSW,,11764,80,EURACK|NSW,EUROKA|NSW
44147,WEERING,NSW,,15229,82,WEERING|NSW,WEELONG|NSW
44147,WEERING,NSW,,15248,80,WEERING|NSW,WERAI|NSW
44147,WEERING,NSW,,15254,80,WEERING|NSW,WERRINGTON|NSW
44149,COROROOKE,NSW,,10615,83,COROROOKE|NSW,BOOROOK|NSW
44149,COROROOKE,NSW,,11277,81,COROROOKE|NSW,COOPERNOOK|NSW
44149,COROROOKE,NSW,,11025,79,COROROOKE|NSW,CARROWBROOK|NSW
44151,BOOKAAR,NSW,,10738,83,BOOKAAR|NSW,BROOKLANA|NSW
44151,BOOKAAR,NSW,,10592,82,BOOKAAR|NSW,BOOKHAM|NSW
44151,BOOKAAR,NSW,,10594,82,BOOKAAR|NSW,BOOKRAM|NSW
44153,BOSTOCKS CREEK,NSW,,20372,83,BOSTOCKS CREEK|NSW,BOSTOCKS CREEK|VIC
44153,BOSTOCKS CREEK,NSW,,10165,81,BOSTOCKS CREEK|NSW,BACK CREEK|NSW
44153,BOSTOCKS CREEK,NSW,,10530,81,BOSTOCKS CREEK|NSW,BOBS CREEK|NSW
44158,CARPENDEIT,NSW,,20600,79,CARPENDEIT|NSW,CARPENDEIT|VIC
44158,CARPENDEIT,NSW,,11126,77,CARPENDEIT|NSW,CLARENCE|NSW
44158,CARPENDEIT,NSW,,10983,75,CARPENDEIT|NSW,CAPEEN|NSW
44160,CHOCOLYN,NSW,,11204,78,CHOCOLYN|NSW,COLYTON|NSW
44160,CHOCOLYN,NSW,,10186,75,CHOCOLYN|NSW,BALCOLYN|NSW
44160,CHOCOLYN,NSW,,10741,75,CHOCOLYN|NSW,BROOKLYN|NSW
44162,GNOTUK,NSW,,12023,74,GNOTUK|NSW,GOCUP|NSW
44162,GNOTUK,NSW,,12007,73,GNOTUK|NSW,GLENROCK|NSW
44162,GNOTUK,NSW,,12066,73,GNOTUK|NSW,GOSTWYCK|NSW
44168,LESLIE MANOR,NSW,,21789,81,LESLIE MANOR|NSW,LESLIE MANOR|VIC
44168,LESLIE MANOR,NSW,,10203,69,LESLIE MANOR|NSW,BALLIMORE|NSW
44168,LESLIE MANOR,NSW,,10412,69,LESLIE MANOR|NSW,BEXLEY NORTH|NSW
44170,POMBORNEIT,NSW,,13737,80,POMBORNEIT|NSW,OSBORNE|NSW
44170,POMBORNEIT,NSW,,15351,77,POMBORNEIT|NSW,WIMBORNE|NSW
44170,POMBORNEIT,NSW,,13697,75,POMBORNEIT|NSW,OBERNE|NSW
44172,POMBORNEIT NORTH,NSW,,22507,80,POMBORNEIT NORTH|NSW,POMBORNEIT NORTH|VIC
44172,POMBORNEIT NORTH,NSW,,15416,76,POMBORNEIT NORTH|NSW,WONBOYN NORTH|NSW
44172,POMBORNEIT NORTH,NSW,,13618,74,POMBORNEIT NORTH|NSW,NORTH SHORE|NSW
44174,SKIBO,NSW,,14972,75,SKIBO|NSW,UKI|NSW
44174,SKIBO,NSW,,14444,74,SKIBO|NSW,STUBBO|NSW
44174,SKIBO,NSW,,15389,71,SKIBO|NSW,WOKO|NSW
44176,SOUTH PURRUMBETE,NSW,,22790,80,SOUTH PURRUMBETE|NSW,SOUTH PURRUMBETE|VIC
44176,SOUTH PURRUMBETE,NSW,,13845,70,SOUTH PURRUMBETE|NSW,PENRITH SOUTH|NSW
44176,SOUTH PURRUMBETE,NSW,,14325,70,SOUTH PURRUMBETE|NSW,SOUTH PAMBULA|NSW
44178,STONYFORD,NSW,,13741,78,STONYFORD|NSW,OTFORD|NSW
44178,STONYFORD,NSW,,14150,77,STONYFORD|NSW,RUNNYFORD|NSW
44178,STONYFORD,NSW,,14421,77,STONYFORD|NSW,STRATFORD|NSW
44180,TANDAROOK,NSW,,15131,83,TANDAROOK|NSW,WANDOOK|NSW
44180,TANDAROOK,NSW,,14476,77,TANDAROOK|NSW,SWANBROOK|NSW
44180,TANDAROOK,NSW,,15142,77,TANDAROOK|NSW,WARABROOK|NSW
44182,TESBURY,NSW,,14121,78,TESBURY|NSW,ROTHBURY|NSW
44182,TESBURY,NSW,,15280,76,TESBURY|NSW,WESTBY|NSW
44182,TESBURY,NSW,,14173,75,TESBURY|NSW,SALISBURY|NSW
44184,WEERITE,NSW,,15248,80,WEERITE|NSW,WERAI|NSW
44184,WEERITE,NSW,,15587,76,WEERITE|NSW,YOWRIE|NSW
44184,WEERITE,NSW,,15200,75,WEERITE|NSW,WATERVIEW|NSW
44192,DIXIE,NSW,,10453,74,DIXIE|NSW,BINGIE|NSW
44192,DIXIE,NSW,,13158,74,DIXIE|NSW,MILLIE|NSW
44192,DIXIE,NSW,,11506,71,DIXIE|NSW,DEUA|NSW
44194,ECKLIN SOUTH,NSW,,10343,79,ECKLIN SOUTH|NSW,BELMONT SOUTH|NSW
44194,ECKLIN SOUTH,NSW,,14303,79,ECKLIN SOUTH|NSW,SOUTH BALLINA|NSW
44194,ECKLIN SOUTH,NSW,,12537,76,ECKLIN SOUTH|NSW,KENTUCKY SOUTH|NSW
44198,FRAMLINGHAM,NSW,,21122,80,FRAMLINGHAM|NSW,FRAMLINGHAM|VIC
44198,FRAMLINGHAM,NSW,,11795,77,FRAMLINGHAM|NSW,FARNHAM|NSW
44198,FRAMLINGHAM,NSW,,13085,77,FRAMLINGHAM|NSW,MELINGA|NSW
44202,GARVOC,NSW,,10148,84,GARVOC|NSW,AVOCA|NSW
44202,GARVOC,NSW,,11908,84,GARVOC|NSW,GAROO|NSW
44202,GARVOC,NSW,,10150,78,GARVOC|NSW,AVON|NSW
44204,GLENORMISTON,NSW,,21236,81,GLENORMISTON|NSW,GLENORMISTON|VIC
44204,GLENORMISTON,NSW,,11992,79,GLENORMISTON|NSW,GLENERIN|NSW
44204,GLENORMISTON,NSW,,12002,79,GLENORMISTON|NSW,GLENORIE|NSW
44208,GLENORMISTON SOUTH,NSW,,21238,82,GLENORMISTON SOUTH|NSW,GLENORMISTON SOUTH|VIC
44208,GLENORMISTON SOUTH,NSW,,14311,77,GLENORMISTON SOUTH|NSW,SOUTH GRAFTON|NSW
44208,GLENORMISTON SOUTH,NSW,,21237,77,GLENORMISTON SOUTH|NSW,GLENORMISTON NORTH|VIC
44214,NOORAT,NSW,,13575,84,NOORAT|NSW,NOONA|NSW
44214,NOORAT,NSW,,13649,84,NOORAT|NSW,NOWRA|NSW
44214,NOORAT,NSW,,10611,80,NOORAT|NSW,BOORAL|NSW
44218,PANMURE,NSW,,13790,82,PANMURE|NSW,PANUARA|NSW
44218,PANMURE,NSW,,14394,78,PANMURE|NSW,STANMORE|NSW
44218,PANMURE,NSW,,13789,76,PANMURE|NSW,PANGEE|NSW
44220,TAROON,NSW,,14702,84,TAROON|NSW,TARLO|NSW
44220,TAROON,NSW,,14707,84,TAROON|NSW,TARRO|NSW
44220,TAROON,NSW,,14690,80,TAROON|NSW,TARAGO|NSW
44222,THE SISTERS,NSW,,14788,76,THE SISTERS|NSW,THE SHADES|NSW
44222,THE SISTERS,NSW,,14789,76,THE SISTERS|NSW,THE SLOPES|NSW
44222,THE SISTERS,NSW,,14782,74,THE SISTERS|NSW,THE RISK|NSW
44224,BULLAHARRE,NSW,,10807,81,BULLAHARRE|NSW,BULLATALE|NSW
44224,BULLAHARRE,NSW,,10803,79,BULLAHARRE|NSW,BULLABURRA|NSW
44224,BULLAHARRE,NSW,,10805,79,BULLAHARRE|NSW,BULLAGREEN|NSW
44226,COBDEN,NSW,,10783,80,COBDEN|NSW,BUDDEN|NSW
44226,COBDEN,NSW,,10948,80,COBDEN|NSW,CAMDEN|NSW
44226,COBDEN,NSW,,11304,80,COBDEN|NSW,COREEN|NSW
44228,COBRICO,NSW,,10391,82,COBRICO|NSW,BERRICO|NSW
44228,COBRICO,NSW,,11162,82,COBRICO|NSW,COBARGO|NSW
44228,COBRICO,NSW,,11160,80,COBRICO|NSW,COBAR|NSW
44230,ELINGAMITE,NSW,,13085,80,ELINGAMITE|NSW,MELINGA|NSW
44230,ELINGAMITE,NSW,,21021,79,ELINGAMITE|NSW,ELINGAMITE|VIC
44230,ELINGAMITE,NSW,,11492,77,ELINGAMITE|NSW,DELEGATE|NSW
44234,GLENFYNE,NSW,,11993,80,GLENFYNE|NSW,GLENFIELD|NSW
44234,GLENFYNE,NSW,,11997,80,GLENFYNE|NSW,GLENIFFER|NSW
44234,GLENFYNE,NSW,,11983,78,GLENFYNE|NSW,GLENCOE|NSW
44236,JANCOURT,NSW,,10071,75,JANCOURT|NSW,ANGOURIE|NSW
44236,JANCOURT,NSW,,21508,75,JANCOURT|NSW,JANCOURT|VIC
44236,JANCOURT,NSW,,10222,73,JANCOURT|NSW,BANGOR|NSW
44238,JANCOURT EAST,NSW,,21509,82,JANCOURT EAST|NSW,JANCOURT EAST|VIC
44238,JANCOURT EAST,NSW,,13651,77,JANCOURT EAST|NSW,NOWRA EAST|NSW
44238,JANCOURT EAST,NSW,,12983,71,JANCOURT EAST|NSW,MANLY EAST|NSW
44240,NAROGHID,NSW,,22273,75,NAROGHID|NSW,NAROGHID|VIC
44240,NAROGHID,NSW,,11011,73,NAROGHID|NSW,CARODA|NSW
44240,NAROGHID,NSW,,11952,73,NAROGHID|NSW,GINGHI|NSW
44245,AYRFORD,NSW,,10120,82,AYRFORD|NSW,ASHFORD|NSW
44245,AYRFORD,NSW,,12227,82,AYRFORD|NSW,HARBORD|NSW
44245,AYRFORD,NSW,,10147,78,AYRFORD|NSW,AVISFORD|NSW
44247,BRUCKNELL,NSW,,10827,80,BRUCKNELL|NSW,BUNDELLA|NSW
44247,BRUCKNELL,NSW,,10098,78,BRUCKNELL|NSW,ARKELL|NSW
44247,BRUCKNELL,NSW,,10710,77,BRUCKNELL|NSW,BRINGELLY|NSW
44249,COORIEMUNGLE,NSW,,20756,81,COORIEMUNGLE|NSW,COORIEMUNGLE|VIC
44249,COORIEMUNGLE,NSW,,13417,77,COORIEMUNGLE|NSW,MUNGLE|NSW
44249,COORIEMUNGLE,NSW,,12647,76,COORIEMUNGLE|NSW,KOORINGAL|NSW
44253,CURDIE VALE,NSW,,10517,79,CURDIE VALE|NSW,BLUE VALE|NSW
44253,CURDIE VALE,NSW,,11491,79,CURDIE VALE|NSW,DEER VALE|NSW
44253,CURDIE VALE,NSW,,11723,79,CURDIE VALE|NSW,ERIN VALE|NSW
44255,CURDIES RIVER,NSW,,11068,81,CURDIES RIVER|NSW,CELLS RIVER|NSW
44255,CURDIES RIVER,NSW,,11563,79,CURDIES RIVER|NSW,DOYLES RIVER|NSW
44255,CURDIES RIVER,NSW,,11843,79,CURDIES RIVER|NSW,FORBES RIVER|NSW
44257,CURDIEVALE,NSW,,20830,79,CURDIEVALE|NSW,CURDIEVALE|VIC
44257,CURDIEVALE,NSW,,11386,78,CURDIEVALE|NSW,CUDAL|NSW
44257,CURDIEVALE,NSW,,11309,77,CURDIEVALE|NSW,CORNDALE|NSW
44265,NIRRANDA EAST,NSW,,22342,82,NIRRANDA EAST|NSW,NIRRANDA EAST|VIC
44265,NIRRANDA EAST,NSW,,13651,77,NIRRANDA EAST|NSW,NOWRA EAST|NSW
44265,NIRRANDA EAST,NSW,,11646,76,NIRRANDA EAST|NSW,EAST MAITLAND|NSW
44267,NIRRANDA SOUTH,NSW,,14324,79,NIRRANDA SOUTH|NSW,SOUTH NOWRA|NSW
44267,NIRRANDA SOUTH,NSW,,14321,78,NIRRANDA SOUTH|NSW,SOUTH MAITLAND|NSW
44267,NIRRANDA SOUTH,NSW,,22343,78,NIRRANDA SOUTH|NSW,NIRRANDA SOUTH|VIC
44269,NULLAWARRE,NSW,,15329,76,NULLAWARRE|NSW,WILLAWARRIN|NSW
44269,NULLAWARRE,NSW,,15175,75,NULLAWARRE|NSW,WARREN|NSW
44269,NULLAWARRE,NSW,,14923,74,NULLAWARRE|NSW,TULLAMORE|NSW
44271,NULLAWARRE EAST,NSW,,22381,79,NULLAWARRE EAST|NSW,NULLAWARRE EAST|VIC
44271,NULLAWARRE EAST,NSW,,11651,74,NULLAWARRE EAST|NSW,EAST WARDELL|NSW
44271,NULLAWARRE EAST,NSW,,11647,69,NULLAWARRE EAST|NSW,EAST RYDE|NSW
44273,NULLAWARRE NORTH,NSW,,22382,80,NULLAWARRE NORTH|NSW,NULLAWARRE NORTH|VIC
44273,NULLAWARRE NORTH,NSW,,13616,71,NULLAWARRE NORTH|NSW,NORTH RYDE|NSW
44273,NULLAWARRE NORTH,NSW,,13621,71,NULLAWARRE NORTH|NSW,NORTH STAR|NSW
44275,PAARATTE,NSW,,13792,80,PAARATTE|NSW,PARA|NSW
44275,PAARATTE,NSW,,13790,78,PAARATTE|NSW,PANUARA|NSW
44275,PAARATTE,NSW,,13808,77,PAARATTE|NSW,PARRAMATTA|NSW
44279,TIMBOON,NSW,,14849,82,TIMBOON|NSW,TOMBONG|NSW
44279,TIMBOON,NSW,,14827,80,TIMBOON|NSW,TIMOR|NSW
44279,TIMBOON,NSW,,14836,80,TIMBOON|NSW,TIONA|NSW
44281,TIMBOON WEST,NSW,,23044,75,TIMBOON WEST|NSW,TIMBOON WEST|VIC
44281,TIMBOON WEST,NSW,,15274,73,TIMBOON WEST|NSW,WEST TAMWORTH|NSW
44281,TIMBOON WEST,NSW,,15271,71,TIMBOON WEST|NSW,WEST PYMBLE|NSW
44283,PORT CAMPBELL,NSW,,22519,76,PORT CAMPBELL|NSW,PORT CAMPBELL|VIC
44283,PORT CAMPBELL,NSW,,13915,75,PORT CAMPBELL|NSW,PORT KEMBLA|NSW
44283,PORT CAMPBELL,NSW,,10960,73,PORT CAMPBELL|NSW,CAMPBELLTOWN|NSW
44285,PRINCETOWN,NSW,,13865,83,PRINCETOWN|NSW,PICTON|NSW
44285,PRINCETOWN,NSW,,13932,77,PRINCETOWN|NSW,PRESTONS|NSW
44285,PRINCETOWN,NSW,,14037,77,PRINCETOWN|NSW,REIDTOWN|NSW
44289,PETERBOROUGH,NSW,,13798,79,PETERBOROUGH|NSW,PARKESBOROUGH|NSW
44289,PETERBOROUGH,NSW,,14211,77,PETERBOROUGH|NSW,SCARBOROUGH|NSW
44289,PETERBOROUGH,NSW,,14389,77,PETERBOROUGH|NSW,STANBOROUGH|NSW
44292,DUNDONNELL,NSW,,11604,80,DUNDONNELL|NSW,DUNOLLY|NSW
44292,DUNDONNELL,NSW,,20966,79,DUNDONNELL|NSW,DUNDONNELL|VIC
44292,DUNDONNELL,NSW,,10827,77,DUNDONNELL|NSW,BUNDELLA|NSW
44294,PURA PURA,NSW,,13792,76,PURA PURA|NSW,PARA|NSW
44294,PURA PURA,NSW,,13790,75,PURA PURA|NSW,PANUARA|NSW
44294,PURA PURA,NSW,,15043,75,PURA PURA|NSW,URIARRA|NSW
44297,WOORNDOO,NSW,,15448,80,WOORNDOO|NSW,WOOLBROOK|NSW
44297,WOORNDOO,NSW,,15131,78,WOORNDOO|NSW,WANDOOK|NSW
44297,WOORNDOO,NSW,,15465,78,WOORNDOO|NSW,WOONONA|NSW
44300,CARAMUT,NSW,,11009,82,CARAMUT|NSW,CARNHAM|NSW
44300,CARAMUT,NSW,,10911,80,CARAMUT|NSW,CABRAMATTA|NSW
44300,CARAMUT,NSW,,10913,80,CARAMUT|NSW,CABRAMURRA|NSW
44308,WOOLSTHORPE,NSW,,23435,80,WOOLSTHORPE|NSW,WOOLSTHORPE|VIC
44308,WOOLSTHORPE,NSW,,15459,76,WOOLSTHORPE|NSW,WOOLOOWARE|NSW
44308,WOOLSTHORPE,NSW,,14392,74,WOOLSTHORPE|NSW,STANHOPE|NSW
44310,ALLANSFORD,NSW,,10497,81,ALLANSFORD|NSW,BLANDFORD|NSW
44310,ALLANSFORD,NSW,,10120,80,ALLANSFORD|NSW,ASHFORD|NSW
44310,ALLANSFORD,NSW,,20030,79,ALLANSFORD|NSW,ALLANSFORD|VIC
44312,MEPUNGA,NSW,,13085,82,MEPUNGA|NSW,MELINGA|NSW
44312,MEPUNGA,NSW,,10834,80,MEPUNGA|NSW,BUNGA|NSW
44312,MEPUNGA,NSW,,13083,80,MEPUNGA|NSW,MEGAN|NSW
44314,MEPUNGA EAST,NSW,,21981,81,MEPUNGA EAST|NSW,MEPUNGA EAST|VIC
44314,MEPUNGA EAST,NSW,,10127,74,MEPUNGA EAST|NSW,ATTUNGA|NSW
44314,MEPUNGA EAST,NSW,,12983,73,MEPUNGA EAST|NSW,MANLY EAST|NSW
44316,MEPUNGA WEST,NSW,,21982,81,MEPUNGA WEST|NSW,MEPUNGA WEST|VIC
44316,MEPUNGA WEST,NSW,,11745,76,MEPUNGA WEST|NSW,EUABALONG WEST|NSW
44316,MEPUNGA WEST,NSW,,12325,73,MEPUNGA WEST|NSW,HOMEBUSH WEST|NSW
44318,NARINGAL,NSW,,10244,83,NARINGAL|NSW,BARBIGAL|NSW
44318,NARINGAL,NSW,,13522,83,NARINGAL|NSW,NERINGLA|NSW
44318,NARINGAL,NSW,,13564,83,NARINGAL|NSW,NIANGALA|NSW
44320,NARINGAL EAST,NSW,,22272,82,NARINGAL EAST|NSW,NARINGAL EAST|VIC
44320,NARINGAL EAST,NSW,,11639,80,NARINGAL EAST|NSW,EAST KANGALOON|NSW
44320,NARINGAL EAST,NSW,,12983,77,NARINGAL EAST|NSW,MANLY EAST|NSW
44322,PURNIM,NSW,,13744,80,PURNIM|NSW,OURNIE|NSW
44322,PURNIM,NSW,,13796,76,PURNIM|NSW,PARINGI|NSW
44322,PURNIM,NSW,,13937,76,PURNIM|NSW,PRIMBEE|NSW
44324,PURNIM WEST,NSW,,15271,73,PURNIM WEST|NSW,WEST PYMBLE|NSW
44324,PURNIM WEST,NSW,,22552,73,PURNIM WEST|NSW,PURNIM WEST|VIC
44324,PURNIM WEST,NSW,,13744,72,PURNIM WEST|NSW,OURNIE|NSW
44326,BALLANGEICH,NSW,,20126,80,BALLANGEICH|NSW,BALLANGEICH|VIC
44326,BALLANGEICH,NSW,,10185,74,BALLANGEICH|NSW,BALARANG|NSW
44326,BALLANGEICH,NSW,,10201,74,BALLANGEICH|NSW,BALLDALE|NSW
44328,WANGOOM,NSW,,15131,82,WANGOOM|NSW,WANDOOK|NSW
44328,WANGOOM,NSW,,15140,82,WANGOOM|NSW,WAPENGO|NSW
44328,WANGOOM,NSW,,15139,78,WANGOOM|NSW,WANTIOOL|NSW
44342,WINSLOW,NSW,,15309,82,WINSLOW|NSW,WHITLOW|NSW
44342,WINSLOW,NSW,,15363,82,WINSLOW|NSW,WINDSOR|NSW
44342,WINSLOW,NSW,,15361,78,WINSLOW|NSW,WINDOWIE|NSW
44347,KOROIT,NSW,,12626,84,KOROIT|NSW,KLORI|NSW
44347,KOROIT,NSW,,12648,82,KOROIT|NSW,KOOROOWI|NSW
44347,KOROIT,NSW,,12652,80,KOROIT|NSW,KORORA|NSW
44349,CROSSLEY,NSW,,11371,81,CROSSLEY|NSW,CROSSMAGLEN|NSW
44349,CROSSLEY,NSW,,11363,78,CROSSLEY|NSW,CROOBLE|NSW
44349,CROSSLEY,NSW,,11765,78,CROSSLEY|NSW,EUROLEY|NSW
44353,KIRKSTALL,NSW,,12552,78,KIRKSTALL|NSW,KIALLA|NSW
44353,KIRKSTALL,NSW,,21641,77,KIRKSTALL|NSW,KIRKSTALL|VIC
44353,KIRKSTALL,NSW,,12620,75,KIRKSTALL|NSW,KIRKHAM|NSW
44355,SOUTHERN CROSS,NSW,,33214,83,SOUTHERN CROSS|NSW,SOUTHERN CROSS|QLD
44355,SOUTHERN CROSS,NSW,,51598,80,SOUTHERN CROSS|NSW,SOUTHERN CROSS|WA
44355,SOUTHERN CROSS,NSW,,22794,78,SOUTHERN CROSS|NSW,SOUTHERN CROSS|VIC
44363,WILLATOOK,NSW,,15109,80,WILLATOOK|NSW,WALLAROO|NSW
44363,WILLATOOK,NSW,,15332,79,WILLATOOK|NSW,WILLIAMTOWN|NSW
44363,WILLATOOK,NSW,,15349,78,WILLATOOK|NSW,WILTON|NSW
44367,YARPTURK,NSW,,14203,76,YARPTURK|NSW,SATUR|NSW
44367,YARPTURK,NSW,,15525,76,YARPTURK|NSW,YAOUK|NSW
44367,YARPTURK,NSW,,15527,76,YARPTURK|NSW,YARRA|NSW
44371,PORT FAIRY,NSW,,13913,76,PORT FAIRY|NSW,PORT BOTANY|NSW
44371,PORT FAIRY,NSW,,10239,74,PORT FAIRY|NSW,BAR POINT|NSW
44371,PORT FAIRY,NSW,,13914,73,PORT FAIRY|NSW,PORT HACKING|NSW
44374,NARRAWONG,NSW,,13501,83,NARRAWONG|NSW,NARRAWA|NSW
44374,NARRAWONG,NSW,,13503,81,NARRAWONG|NSW,NARRAWEENA|NSW
44374,NARRAWONG,NSW,,10092,80,NARRAWONG|NSW,ARGALONG|NSW
44381,TYRENDARRA,NSW,,14898,80,TYRENDARRA|NSW,TRENAYR|NSW
44381,TYRENDARRA,NSW,,15527,78,TYRENDARRA|NSW,YARRA|NSW
44381,TYRENDARRA,NSW,,15568,78,TYRENDARRA|NSW,YENDA|NSW
44383,TYRENDARRA EAST,NSW,,23139,79,TYRENDARRA EAST|NSW,TYRENDARRA EAST|VIC
44383,TYRENDARRA EAST,NSW,,11648,71,TYRENDARRA EAST|NSW,EAST SEAHAM|NSW
44383,TYRENDARRA EAST,NSW,,14013,70,TYRENDARRA EAST|NSW,RAYMOND TERRACE EAST|NSW
44385,YAMBUK,NSW,,15516,84,YAMBUK|NSW,YAMBA|NSW
44385,YAMBUK,NSW,,15525,84,YAMBUK|NSW,YAOUK|NSW
44385,YAMBUK,NSW,,15517,82,YAMBUK|NSW,YAMBULLA|NSW
44387,CONDAH SWAMP,NSW,,20740,75,CONDAH SWAMP|NSW,CONDAH SWAMP|VIC
44387,CONDAH SWAMP,NSW,,10479,71,CONDAH SWAMP|NSW,BLACK SWAMP|NSW
44387,CONDAH SWAMP,NSW,,13205,71,CONDAH SWAMP|NSW,MOGGS SWAMP|NSW
44389,KNEBSWORTH,NSW,,13556,80,KNEBSWORTH|NSW,NEWPORT|NSW
44389,KNEBSWORTH,NSW,,21644,79,KNEBSWORTH|NSW,KNEBSWORTH|VIC
44389,KNEBSWORTH,NSW,,11532,74,KNEBSWORTH|NSW,DODSWORTH|NSW
44391,MACARTHUR,NSW,,70236,83,MACARTHUR|NSW,MCARTHUR|NT
44391,MACARTHUR,NSW,,13039,80,MACARTHUR|NSW,MATHOURA|NSW
44391,MACARTHUR,NSW,,12925,79,MACARTHUR|NSW,MACARTHUR SQUARE|NSW
44393,RIPPONHURST,NSW,,13847,79,RIPPONHURST|NSW,PENSHURST|NSW
44393,RIPPONHURST,NSW,,14091,79,RIPPONHURST|NSW,ROOKHURST|NSW
44393,RIPPONHURST,NSW,,13687,74,RIPPONHURST|NSW,OAKHURST|NSW
44397,HAWKESDALE,NSW,,12910,81,HAWKESDALE|NSW,LOWESDALE|NSW
44397,HAWKESDALE,NSW,,21370,79,HAWKESDALE|NSW,HAWKESDALE|VIC
44397,HAWKESDALE,NSW,,11481,77,HAWKESDALE|NSW,DAYSDALE|NSW
44399,MINHAMITE,NSW,,13181,82,MINHAMITE|NSW,MINMI|NSW
44399,MINHAMITE,NSW,,22033,77,MINHAMITE|NSW,MINHAMITE|VIC
44399,MINHAMITE,NSW,,13145,76,MINHAMITE|NSW,MIHI|NSW
44401,GAZETTE,NSW,,11742,73,GAZETTE|NSW,ETTREMA|NSW
44401,GAZETTE,NSW,,12089,73,GAZETTE|NSW,GRATTAI|NSW
44401,GAZETTE,NSW,,12314,73,GAZETTE|NSW,HOLGATE|NSW
44403,GERRIGERRUP,NSW,,21175,80,GERRIGERRUP|NSW,GERRIGERRUP|VIC
44403,GERRIGERRUP,NSW,,11926,74,GERRIGERRUP|NSW,GEROGERY|NSW
44403,GERRIGERRUP,NSW,,11930,72,GERRIGERRUP|NSW,GEURIE|NSW
44408,TABOR,NSW,,14688,82,TABOR|NSW,TARA|NSW
44408,TABOR,NSW,,14653,80,TABOR|NSW,TAHMOOR|NSW
44408,TABOR,NSW,,15505,80,TABOR|NSW,YADBORO|NSW
44411,GLENTHOMPSON,NSW,,21243,81,GLENTHOMPSON|NSW,GLENTHOMPSON|VIC
44411,GLENTHOMPSON,NSW,,12011,80,GLENTHOMPSON|NSW,GLENTHORNE|NSW
44411,GLENTHOMPSON,NSW,,11987,74,GLENTHOMPSON|NSW,GLENDON|NSW
44415,NARRAPUMELAP SOUTH,NSW,,22276,82,NARRAPUMELAP SOUTH|NSW,NARRAPUMELAP SOUTH|VIC
44415,NARRAPUMELAP SOUTH,NSW,,13029,77,NARRAPUMELAP SOUTH|NSW,MARULAN SOUTH|NSW
44415,NARRAPUMELAP SOUTH,NSW,,14302,74,NARRAPUMELAP SOUTH|NSW,SOUTH ARM|NSW
44421,MIRRANATWA,NSW,,13190,80,MIRRANATWA|NSW,MIRANDA|NSW
44421,MIRRANATWA,NSW,,22049,79,MIRRANATWA|NSW,MIRRANATWA|VIC
44421,MIRRANATWA,NSW,,13108,76,MIRRANATWA|NSW,MERRIANGAAH|NSW
44423,MOUTAJUP,NSW,,22193,75,MOUTAJUP|NSW,MOUTAJUP|VIC
44423,MOUTAJUP,NSW,,13274,73,MOUTAJUP|NSW,MOOTAI|NSW
44423,MOUTAJUP,NSW,,13295,73,MOUTAJUP|NSW,MORUYA|NSW
44425,VICTORIA POINT,NSW,,33629,78,VICTORIA POINT|NSW,VICTORIA POINT|QLD
44425,VICTORIA POINT,NSW,,23174,78,VICTORIA POINT|NSW,VICTORIA POINT|VIC
44425,VICTORIA POINT,NSW,,14716,74,VICTORIA POINT|NSW,TAYLORS POINT|NSW
44431,BYADUK NORTH,NSW,,13592,81,BYADUK NORTH|NSW,NORTH BOURKE|NSW
44431,BYADUK NORTH,NSW,,20520,81,BYADUK NORTH|NSW,BYADUK NORTH|VIC
44431,BYADUK NORTH,NSW,,13591,77,BYADUK NORTH|NSW,NORTH BONDI|NSW
44434,BOCHARA,NSW,,10240,84,BOCHARA|NSW,BARA|NSW
44434,BOCHARA,NSW,,10536,82,BOCHARA|NSW,BOCOBRA|NSW
44434,BOCHARA,NSW,,10555,78,BOCHARA|NSW,BOLWARRA|NSW
44437,BUCKLEY SWAMP,NSW,,10479,81,BUCKLEY SWAMP|NSW,BLACK SWAMP|NSW
44437,BUCKLEY SWAMP,NSW,,10182,79,BUCKLEY SWAMP|NSW,BAKERS SWAMP|NSW
