rowid,suburb_name,state,postcode,candidate_ssc,score,norm_key,matched_canonical_key
30535,FRAMLINGHAM,NSW,,21122,80,FRAMLINGHAM|NSW,FRAMLINGHAM|VIC
30535,FRAMLINGHAM,NSW,,11795,77,FRAMLINGHAM|NSW,FARNHAM|NSW
30535,FRAMLINGHAM,NSW,,13085,77,FRAMLINGHAM|NSW,MELINGA|NSW
30539,GARVOC,NSW,,10148,84,GARVOC|NSW,AVOCA|NSW
30539,GARVOC,NSW,,11908,84,GARVOC|NSW,GAROO|NSW
30539,GARVOC,NSW,,10150,78,GARVOC|NSW,AVON|NSW
30541,GLENORMISTON,NSW,,21236,81,GLENORMISTON|NSW,GLENORMISTON|VIC
30541,GLENORMISTON,NSW,,11992,79,GLENORMISTON|NSW,GLENERIN|NSW
30541,GLENORMISTON,NSW,,12002,79,GLENORMISTON|NSW,GLENORIE|NSW
30545,GLENORMISTON SOUTH,NSW,,21238,82,GLENORMISTON SOUTH|NSW,GLENORMISTON SOUTH|VIC
30545,GLENORMISTON SOUTH,NSW,,14311,77,GLENORMISTON SOUTH|NSW,SOUTH GRAFTON|NSW
30545,GLENORMISTON SOUTH,NSW,,21237,77,GLENORMISTON SOUTH|NSW,GLENORMISTON NORTH|VIC
30551,NOORAT,NSW,,13575,84,NOORAT|NSW,NOONA|NSW
30551,NOORAT,NSW,,13649,84,NOORAT|NSW,NOWRA|NSW
30551,NOORAT,NSW,,10611,80,NOORAT|NSW,BOORAL|NSW
30555,PANMURE,NSW,,13790,82,PANMURE|NSW,PANUARA|NSW
30555,PANMURE,NSW,,14394,78,PANMURE|NSW,STANMORE|NSW
30555,PANMURE,NSW,,13789,76,PANMURE|NSW,PANGEE|NSW
30557,TAROON,NSW,,14702,84,TAROON|NSW,TARLO|NSW
30557,TAROON,NSW,,14707,84,TAROON|NSW,TARRO|NSW
30557,TAROON,NSW,,14690,80,TAROON|NSW,TARAGO|NSW
30559,THE SISTERS,NSW,,14788,76,THE SISTERS|NSW,THE SHADES|NSW
30559,THE SISTERS,NSW,,14789,76,THE SISTERS|NSW,THE SLOPES|NSW
30559,THE SISTERS,NSW,,14782,74,THE SISTERS|NSW,THE RISK|NSW
30561,BULLAHARRE,NSW,,10807,81,BULLAHARRE|NSW,BULLATALE|NSW
30561,BULLAHARRE,NSW,,10803,79,BULLAHARRE|NSW,BULLABURRA|NSW
30561,BULLAHARRE,NSW,,10805,79,BULLAHARRE|NSW,BULLAGREEN|NSW
30563,COBDEN,NSW,,10783,80,COBDEN|NSW,BUDDEN|NSW
30563,COBDEN,NSW,,10948,80,COBDEN|NSW,CAMDEN|NSW
30563,COBDEN,NSW,,11304,80,COBDEN|NSW,COREEN|NSW
30565,COBRICO,NSW,,10391,82,COBRICO|NSW,BERRICO|NSW
30565,COBRICO,NSW,,11162,82,COBRICO|NSW,COBARGO|NSW
30565,COBRICO,NSW,,11160,80,COBRICO|NSW,COBAR|NSW
30567,ELINGAMITE,NSW,,13085,80,ELINGAMITE|NSW,MELINGA|NSW
30567,ELINGAMITE,NSW,,21021,79,ELINGAMITE|NSW,ELINGAMITE|VIC
30567,ELINGAMITE,NSW,,11492,77,ELINGAMITE|NSW,DELEGATE|NSW
30571,GLENFYNE,NSW,,11993,80,GLENFYNE|NSW,GLENFIELD|NSW
30571,GLENFYNE,NSW,,11997,80,GLENFYNE|NSW,GLENIFFER|NSW
30571,GLENFYNE,NSW,,11983,78,GLENFYNE|NSW,GLENCOE|NSW
30573,JANCOURT,NSW,,10071,75,JANCOURT|NSW,ANGOURIE|NSW
30573,JANCOURT,NSW,,21508,75,JANCOURT|NSW,JANCOURT|VIC
30573,JANCOURT,NSW,,10222,73,JANCOURT|NSW,BANGOR|NSW
30575,JANCOURT EAST,NSW,,21509,82,JANCOURT EAST|NSW,JANCOURT EAST|VIC
30575,JANCOURT EAST,NSW,,13651,77,JANCOURT EAST|NSW,NOWRA EAST|NSW
30575,JANCOURT EAST,NSW,,12983,71,JANCOURT EAST|NSW,MANLY EAST|NSW
30577,NAROGHID,NSW,,22273,75,NAROGHID|NSW,NAROGHID|VIC
30577,NAROGHID,NSW,,11011,73,NAROGHID|NSW,CARODA|NSW
30577,NAROGHID,NSW,,11952,73,NAROGHID|NSW,GINGHI|NSW
30582,AYRFORD,NSW,,10120,82,AYRFORD|NSW,ASHFORD|NSW
30582,AYRFORD,NSW,,12227,82,AYRFORD|NSW,HARBORD|NSW
30582,AYRFORD,NSW,,10147,78,AYRFORD|NSW,AVISFORD|NSW
30584,BRUCKNELL,NSW,,10827,80,BRUCKNELL|NSW,BUNDELLA|NSW
30584,BRUCKNELL,NSW,,10098,78,BRUCKNELL|NSW,ARKELL|NSW
30584,BRUCKNELL,NSW,,10710,77,BRUCKNELL|NSW,BRINGELLY|NSW
30586,COORIEMUNGLE,NSW,,20756,81,COORIEMUNGLE|NSW,COORIEMUNGLE|VIC
30586,COORIEMUNGLE,NSW,,13417,77,COORIEMUNGLE|NSW,MUNGLE|NSW
30586,COORIEMUNGLE,NSW,,12647,76,COORIEMUNGLE|NSW,KOORINGAL|NSW
30590,CURDIE VALE,NSW,,10517,79,CURDIE VALE|NSW,BLUE VALE|NSW
30590,CURDIE VALE,NSW,,11491,79,CURDIE VALE|NSW,DEER VALE|NSW
30590,CURDIE VALE,NSW,,11723,79,CURDIE VALE|NSW,ERIN VALE|NSW
30592,CURDIES RIVER,NSW,,11068,81,CURDIES RIVER|NSW,CELLS RIVER|NSW
30592,CURDIES RIVER,NSW,,11563,79,CURDIES RIVER|NSW,DOYLES RIVER|NSW
30592,CURDIES RIVER,NSW,,11843,79,CURDIES RIVER|NSW,FORBES RIVER|NSW
30594,CURDIEVALE,NSW,,20830,79,CURDIEVALE|NSW,CURDIEVALE|VIC
30594,CURDIEVALE,NSW,,11386,78,CURDIEVALE|NSW,CUDAL|NSW
30594,CURDIEVALE,NSW,,11309,77,CURDIEVALE|NSW,CORNDALE|NSW
30602,NIRRANDA EAST,NSW,,22342,82,NIRRANDA EAST|NSW,NIRRANDA EAST|VIC
30602,NIRRANDA EAST,NSW,,13651,77,NIRRANDA EAST|NSW,NOWRA EAST|NSW
30602,NIRRANDA EAST,NSW,,11646,76,NIRRANDA EAST|NSW,EAST MAITLAND|NSW
30604,NIRRANDA SOUTH,NSW,,14324,79,NIRRANDA SOUTH|NSW,SOUTH NOWRA|NSW
30604,NIRRANDA SOUTH,NSW,,14321,78,NIRRANDA SOUTH|NSW,SOUTH MAITLAND|NSW
30604,NIRRANDA SOUTH,NSW,,22343,78,NIRRANDA SOUTH|NSW,NIRRANDA SOUTH|VIC
30606,NULLAWARRE,NSW,,15329,76,NULLAWARRE|NSW,WILLAWARRIN|NSW
30606,NULLAWARRE,NSW,,15175,75,NULLAWARRE|NSW,WARREN|NSW
30606,NULLAWARRE,NSW,,14923,74,NULLAWARRE|NSW,TULLAMORE|NSW
30608,NULLAWARRE EAST,NSW,,22381,79,NULLAWARRE EAST|NSW,NULLAWARRE EAST|VIC
30608,NULLAWARRE EAST,NSW,,11651,74,NULLAWARRE EAST|NSW,EAST WARDELL|NSW
30608,NULLAWARRE EAST,NSW,,11647,69,NULLAWARRE EAST|NSW,EAST RYDE|NSW
30610,NULLAWARRE NORTH,NSW,,22382,80,NULLAWARRE NORTH|NSW,NULLAWARRE NORTH|VIC
30610,NULLAWARRE NORTH,NSW,,13616,71,NULLAWARRE NORTH|NSW,NORTH RYDE|NSW
30610,NULLAWARRE NORTH,NSW,,13621,71,NULLAWARRE NORTH|NSW,NORTH STAR|NSW
30612,PAARATTE,NSW,,13792,80,PAARATTE|NSW,PARA|NSW
30612,PAARATTE,NSW,,13790,78,PAARATTE|NSW,PANUARA|NSW
30612,PAARATTE,NSW,,13808,77,PAARATTE|NSW,PARRAMATTA|NSW
30616,TIMBOON,NSW,,14849,82,TIMBOON|NSW,TOMBONG|NSW
30616,TIMBOON,NSW,,14827,80,TIMBOON|NSW,TIMOR|NSW
30616,TIMBOON,NSW,,14836,80,TIMBOON|NSW,TIONA|NSW
30618,TIMBOON WEST,NSW,,23044,75,TIMBOON WEST|NSW,TIMBOON WEST|VIC
30618,TIMBOON WEST,NSW,,15274,73,TIMBOON WEST|NSW,WEST TAMWORTH|NSW
30618,TIMBOON WEST,NSW,,15271,71,TIMBOON WEST|NSW,WEST PYMBLE|NSW
30620,PORT CAMPBELL,NSW,,22519,76,PORT CAMPBELL|NSW,PORT CAMPBELL|VIC
30620,PORT CAMPBELL,NSW,,13915,75,PORT CAMPBELL|NSW,PORT KEMBLA|NSW
30620,PORT CAMPBELL,NSW,,10960,73,PORT CAMPBELL|NSW,CAMPBELLTOWN|NSW
30622,PRINCETOWN,NSW,,13865,83,PRINCETOWN|NSW,PICTON|NSW
30622,PRINCETOWN,NSW,,13932,77,PRINCETOWN|NSW,PRESTONS|NSW
30622,PRINCETOWN,NSW,,14037,77,PRINCETOWN|NSW,REIDTOWN|NSW
30626,PETERBOROUGH,NSW,,13798,79,PETERBOROUGH|NSW,PARKESBOROUGH|NSW
30626,PETERBOROUGH,NSW,,14211,77,PETERBOROUGH|NSW,SCARBOROUGH|NSW
30626,PETERBOROUGH,NSW,,14389,77,PETERBOROUGH|NSW,STANBOROUGH|NSW
30629,DUNDONNELL,NSW,,11604,80,DUNDONNELL|NSW,DUNOLLY|NSW
30629,DUNDONNELL,NSW,,20966,79,DUNDONNELL|NSW,DUNDONNELL|VIC
30629,DUNDONNELL,NSW,,10827,77,DUNDONNELL|NSW,BUNDELLA|NSW
30631,PURA PURA,NSW,,13792,76,PURA PURA|NSW,PARA|NSW
30631,PURA PURA,NSW,,13790,75,PURA PURA|NSW,PANUARA|NSW
30631,PURA PURA,NSW,,15043,75,PURA PURA|NSW,URIARRA|NSW
30634,WOORNDOO,NSW,,15448,80,WOORNDOO|NSW,WOOLBROOK|NSW
30634,WOORNDOO,NSW,,15131,78,WOORNDOO|NSW,WANDOOK|NSW
30634,WOORNDOO,NSW,,15465,78,WOORNDOO|NSW,WOONONA|NSW
30637,CARAMUT,NSW,,11009,82,CARAMUT|NSW,CARNHAM|NSW
30637,CARAMUT,NSW,,10911,80,CARAMUT|NSW,CABRAMATTA|NSW
30637,CARAMUT,NSW,,10913,80,CARAMUT|NSW,CABRAMURRA|NSW
30645,WOOLSTHORPE,NSW,,23435,80,WOOLSTHORPE|NSW,WOOLSTHORPE|VIC
30645,WOOLSTHORPE,NSW,,15459,76,WOOLSTHORPE|NSW,WOOLOOWARE|NSW
30645,WOOLSTHORPE,NSW,,14392,74,WOOLSTHORPE|NSW,STANHOPE|NSW
30647,ALLANSFORD,NSW,,10497,81,ALLANSFORD|NSW,BLANDFORD|NSW
30647,ALLANSFORD,NSW,,10120,80,ALLANSFORD|NSW,ASHFORD|NSW
30647,ALLANSFORD,NSW,,20030,79,ALLANSFORD|NSW,ALLANSFORD|VIC
30649,MEPUNGA,NSW,,13085,82,MEPUNGA|NSW,MELINGA|NSW
30649,MEPUNGA,NSW,,10834,80,MEPUNGA|NSW,BUNGA|NSW
30649,MEPUNGA,NSW,,13083,80,MEPUNGA|NSW,MEGAN|NSW
30651,MEPUNGA EAST,NSW,,21981,81,MEPUNGA EAST|NSW,MEPUNGA EAST|VIC
30651,MEPUNGA EAST,NSW,,10127,74,MEPUNGA EAST|NSW,ATTUNGA|NSW
30651,MEPUNGA EAST,NSW,,12983,73,MEPUNGA EAST|NSW,MANLY EAST|NSW
30653,MEPUNGA WEST,NSW,,21982,81,MEPUNGA WEST|NSW,MEPUNGA WEST|VIC
30653,MEPUNGA WEST,NSW,,11745,76,MEPUNGA WEST|NSW,EUABALONG WEST|NSW
30653,MEPUNGA WEST,NSW,,12325,73,MEPUNGA WEST|NSW,HOMEBUSH WEST|NSW
30655,NARINGAL,NSW,,10244,83,NARINGAL|NSW,BARBIGAL|NSW
30655,NARINGAL,NSW,,13522,83,NARINGAL|NSW,NERINGLA|NSW
30655,NARINGAL,NSW,,13564,83,NARINGAL|NSW,NIANGALA|NSW
30657,NARINGAL EAST,NSW,,22272,82,NARINGAL EAST|NSW,NARINGAL EAST|VIC
30657,NARINGAL EAST,NSW,,11639,80,NARINGAL EAST|NSW,EAST KANGALOON|NSW
30657,NARINGAL EAST,NSW,,12983,77,NARINGAL EAST|NSW,MANLY EAST|NSW
30659,PURNIM,NSW,,13744,80,PURNIM|NSW,OURNIE|NSW
30659,PURNIM,NSW,,13796,76,PURNIM|NSW,PARINGI|NSW
30659,PURNIM,NSW,,13937,76,PURNIM|NSW,PRIMBEE|NSW
30661,PURNIM WEST,NSW,,15271,73,PURNIM WEST|NSW,WEST PYMBLE|NSW
30661,PURNIM WEST,NSW,,22552,73,PURNIM WEST|NSW,PURNIM WEST|VIC
30661,PURNIM WEST,NSW,,13744,72,PURNIM WEST|NSW,OURNIE|NSW
30663,BALLANGEICH,NSW,,20126,80,BALLANGEICH|NSW,BALLANGEICH|VIC
30663,BALLANGEICH,NSW,,10185,74,BALLANGEICH|NSW,BALARANG|NSW
30663,BALLANGEICH,NSW,,10201,74,BALLANGEICH|NSW,BALLDALE|NSW
30665,WANGOOM,NSW,,15131,82,WANGOOM|NSW,WANDOOK|NSW
30665,WANGOOM,NSW,,15140,82,WANGOOM|NSW,WAPENGO|NSW
30665,WANGOOM,NSW,,15139,78,WANGOOM|NSW,WANTIOOL|NSW
30679,WINSLOW,NSW,,15309,82,WINSLOW|NSW,WHITLOW|NSW
30679,WINSLOW,NSW,,15363,82,WINSLOW|NSW,WINDSOR|NSW
30679,WINSLOW,NSW,,15361,78,WINSLOW|NSW,WINDOWIE|NSW
30684,KOROIT,NSW,,12626,84,KOROIT|NSW,KLORI|NSW
30684,KOROIT,NSW,,12648,82,KOROIT|NSW,KOOROOWI|NSW
30684,KOROIT,NSW,,12652,80,KOROIT|NSW,KORORA|NSW
30686,CROSSLEY,NSW,,11371,81,CROSSLEY|NSW,CROSSMAGLEN|NSW
30686,CROSSLEY,NSW,,11363,78,CROSSLEY|NSW,CROOBLE|NSW
30686,CROSSLEY,NSW,,11765,78,CROSSLEY|NSW,EUROLEY|NSW
30690,KIRKSTALL,NSW,,12552,78,KIRKSTALL|NSW,KIALLA|NSW
30690,KIRKSTALL,NSW,,21641,77,KIRKSTALL|NSW,KIRKSTALL|VIC
30690,KIRKSTALL,NSW,,12620,75,KIRKSTALL|NSW,KIRKHAM|NSW
30692,SOUTHERN CROSS,NSW,,33214,83,SOUTHERN CROSS|NSW,SOUTHERN CROSS|QLD
30692,SOUTHERN CROSS,NSW,,51598,80,SOUTHERN CROSS|NSW,SOUTHERN CROSS|WA
30692,SOUTHERN CROSS,NSW,,22794,78,SOUTHERN CROSS|NSW,SOUTHERN CROSS|VIC
30700,WILLATOOK,NSW,,15109,80,WILLATOOK|NSW,WALLAROO|NSW
30700,WILLATOOK,NSW,,15332,79,WILLATOOK|NSW,WILLIAMTOWN|NSW
30700,WILLATOOK,NSW,,15349,78,WILLATOOK|NSW,WILTON|NSW
30704,YARPTURK,NSW,,14203,76,YARPTURK|NSW,SATUR|NSW
30704,YARPTURK,NSW,,15525,76,YARPTURK|NSW,YAOUK|NSW
30704,YARPTURK,NSW,,15527,76,YARPTURK|NSW,YARRA|NSW
30708,PORT FAIRY,NSW,,13913,76,PORT FAIRY|NSW,PORT BOTANY|NSW
30708,PORT FAIRY,NSW,,10239,74,PORT FAIRY|NSW,BAR POINT|NSW
30708,PORT FAIRY,NSW,,13914,73,PORT FAIRY|NSW,PORT HACKING|NSW
30711,NARRAWONG,NSW,,13501,83,NARRAWONG|NSW,NARRAWA|NSW
30711,NARRAWONG,NSW,,13503,81,NARRAWONG|NSW,NARRAWEENA|NSW
30711,NARRAWONG,NSW,,10092,80,NARRAWONG|NSW,ARGALONG|NSW
30718,TYRENDARRA,NSW,,14898,80,TYRENDARRA|NSW,TRENAYR|NSW
30718,TYRENDARRA,NSW,,15527,78,TYRENDARRA|NSW,YARRA|NSW
30718,TYRENDARRA,NSW,,15568,78,TYRENDARRA|NSW,YENDA|NSW
30720,TYRENDARRA EAST,NSW,,23139,79,TYRENDARRA EAST|NSW,TYRENDARRA EAST|VIC
30720,TYRENDARRA EAST,NSW,,11648,71,TYRENDARRA EAST|NSW,EAST SEAHAM|NSW
30720,TYRENDARRA EAST,NSW,,14013,70,TYRENDARRA EAST|NSW,RAYMOND TERRACE EAST|NSW
30722,YAMBUK,NSW,,15516,84,YAMBUK|NSW,YAMBA|NSW
30722,YAMBUK,NSW,,15525,84,YAMBUK|NSW,YAOUK|NSW
30722,YAMBUK,NSW,,15517,82,YAMBUK|NSW,YAMBULLA|NSW
30724,CONDAH SWAMP,NSW,,20740,75,CONDAH SWAMP|NSW,CONDAH SWAMP|VIC
30724,CONDAH SWAMP,NSW,,10479,71,CONDAH SWAMP|NSW,BLACK SWAMP|NSW
30724,CONDAH SWAMP,NSW,,13205,71,CONDAH SWAMP|NSW,MOGGS SWAMP|NSW
30726,KNEBSWORTH,NSW,,13556,80,KNEBSWORTH|NSW,NEWPORT|NSW
30726,KNEBSWORTH,NSW,,21644,79,KNEBSWORTH|NSW,KNEBSWORTH|VIC
30726,KNEBSWORTH,NSW,,11532,74,KNEBSWORTH|NSW,DODSWORTH|NSW
30728,MACARTHUR,NSW,,70236,83,MACARTHUR|NSW,MCARTHUR|NT
30728,MACARTHUR,NSW,,13039,80,MACARTHUR|NSW,MATHOURA|NSW
30728,MACARTHUR,NSW,,12925,79,MACARTHUR|NSW,MACARTHUR SQUARE|NSW
30730,RIPPONHURST,NSW,,13847,79,RIPPONHURST|NSW,PENSHURST|NSW
30730,RIPPONHURST,NSW,,14091,79,RIPPONHURST|NSW,ROOKHURST|NSW
30730,RIPPONHURST,NSW,,13687,74,RIPPONHURST|NSW,OAKHURST|NSW
30734,HAWKESDALE,NSW,,12910,81,HAWKESDALE|NSW,LOWESDALE|NSW
30734,HAWKESDALE,NSW,,21370,79,HAWKESDALE|NSW,HAWKESDALE|VIC
30734,HAWKESDALE,NSW,,11481,77,HAWKESDALE|NSW,DAYSDALE|NSW
30736,MINHAMITE,NSW,,13181,82,MINHAMITE|NSW,MINMI|NSW
30736,MINHAMITE,NSW,,22033,77,MINHAMITE|NSW,MINHAMITE|VIC
30736,MINHAMITE,NSW,,13145,76,MINHAMITE|NSW,MIHI|NSW
30738,GAZETTE,NSW,,11742,73,GAZETTE|NSW,ETTREMA|NSW
30738,GAZETTE,NSW,,12089,73,GAZETTE|NSW,GRATTAI|NSW
30738,GAZETTE,NSW,,12314,73,GAZETTE|NSW,HOLGATE|NSW
30740,GERRIGERRUP,NSW,,21175,80,GERRIGERRUP|NSW,GERRIGERRUP|VIC
30740,GERRIGERRUP,NSW,,11926,74,GERRIGERRUP|NSW,GEROGERY|NSW
30740,GERRIGERRUP,NSW,,11930,72,GERRIGERRUP|NSW,GEURIE|NSW
30745,TABOR,NSW,,14688,82,TABOR|NSW,TARA|NSW
30745,TABOR,NSW,,14653,80,TABOR|NSW,TAHMOOR|NSW
30745,TABOR,NSW,,15505,80,TABOR|NSW,YADBORO|NSW
30748,GLENTHOMPSON,NSW,,21243,81,GLENTHOMPSON|NSW,GLENTHOMPSON|VIC
30748,GLENTHOMPSON,NSW,,12011,80,GLENTHOMPSON|NSW,GLENTHORNE|NSW
30748,GLENTHOMPSON,NSW,,11987,74,GLENTHOMPSON|NSW,GLENDON|NSW
30752,NARRAPUMELAP SOUTH,NSW,,22276,82,NARRAPUMELAP SOUTH|NSW,NARRAPUMELAP SOUTH|VIC
30752,NARRAPUMELAP SOUTH,NSW,,13029,77,NARRAPUMELAP SOUTH|NSW,MARULAN SOUTH|NSW
30752,NARRAPUMELAP SOUTH,NSW,,14302,74,NARRAPUMELAP SOUTH|NSW,SOUTH ARM|NSW
30758,MIRRANATWA,NSW,,13190,80,MIRRANATWA|NSW,MIRANDA|NSW
30758,MIRRANATWA,NSW,,22049,79,MIRRANATWA|NSW,MIRRANATWA|VIC
30758,MIRRANATWA,NSW,,13108,76,MIRRANATWA|NSW,MERRIANGAAH|NSW
30760,MOUTAJUP,NSW,,22193,75,MOUTAJUP|NSW,MOUTAJUP|VIC
30760,MOUTAJUP,NSW,,13274,73,MOUTAJUP|NSW,MOOTAI|NSW
30760,MOUTAJUP,NSW,,13295,73,MOUTAJUP|NSW,MORUYA|NSW
30762,VICTORIA POINT,NSW,,33629,78,VICTORIA POINT|NSW,VICTORIA POINT|QLD
30762,VICTORIA POINT,NSW,,23174,78,VICTORIA POINT|NSW,VICTORIA POINT|VIC
30762,VICTORIA POINT,NSW,,14716,74,VICTORIA POINT|NSW,TAYLORS POINT|NSW
30768,BYADUK NORTH,NSW,,13592,81,BYADUK NORTH|NSW,NORTH BOURKE|NSW
30768,BYADUK NORTH,NSW,,20520,81,BYADUK NORTH|NSW,BYADUK NORTH|VIC
30768,BYADUK NORTH,NSW,,13591,77,BYADUK NORTH|NSW,NORTH BONDI|NSW
30771,BOCHARA,NSW,,10240,84,BOCHARA|NSW,BARA|NSW
30771,BOCHARA,NSW,,10536,82,BOCHARA|NSW,BOCOBRA|NSW
30771,BOCHARA,NSW,,10555,78,BOCHARA|NSW,BOLWARRA|NSW
30774,BUCKLEY SWAMP,NSW,,10479,81,BUCKLEY SWAMP|NSW,BLACK SWAMP|NSW
30774,BUCKLEY SWAMP,NSW,,10182,79,BUCKLEY SWAMP|NSW,BAKERS SWAMP|NSW
30774,BUCKLEY SWAMP,NSW,,20451,76,BUCKLEY SWAMP|NSW,BUCKLEY SWAMP|VIC
30776,BYADUK,NSW,,10898,76,BYADUK|NSW,BYANGUM|NSW
30776,BYADUK,NSW,,10171,74,BYADUK|NSW,BADJA|NSW
30776,BYADUK,NSW,,10459,74,BYADUK|NSW,BINYA|NSW
30782,MORGIANA,NSW,,10613,80,MORGIANA|NSW,BOORGANNA|NSW
30782,MORGIANA,NSW,,12999,78,MORGIANA|NSW,MARINNA|NSW
30782,MORGIANA,NSW,,13190,78,MORGIANA|NSW,MIRANDA|NSW
30784,MOUNT NAPIER,NSW,,22177,81,MOUNT NAPIER|NSW,MOUNT NAPIER|VIC
30784,MOUNT NAPIER,NSW,,13481,77,MOUNT NAPIER|NSW,NAPIER LANE|NSW
30784,MOUNT NAPIER,NSW,,13420,72,MOUNT NAPIER|NSW,MUNNI|NSW
30786,STRATHKELLAR,NSW,,14422,84,STRATHKELLAR|NSW,STRATHCEDAR|NSW
30786,STRATHKELLAR,NSW,,15557,79,STRATHKELLAR|NSW,YATHELLA|NSW
30786,STRATHKELLAR,NSW,,14425,77,STRATHKELLAR|NSW,STRATHFIELD|NSW
30792,WANNON,NSW,,14186,80,WANNON|NSW,SANDON|NSW
30792,WANNON,NSW,,15126,80,WANNON|NSW,WAMOON|NSW
30792,WANNON,NSW,,15212,80,WANNON|NSW,WATTON|NSW
30794,WARRAYURE,NSW,,15169,80,WARRAYURE|NSW,WARRAWEE|NSW
30794,WARRAYURE,NSW,,15378,79,WARRAYURE|NSW,WIRRADGURIE|NSW
30794,WARRAYURE,NSW,,15164,78,WARRAYURE|NSW,WARRAH|NSW
30796,YATCHAW,NSW,,15557,78,YATCHAW|NSW,YATHELLA|NSW
30796,YATCHAW,NSW,,14709,76,YATCHAW|NSW,TATHAM|NSW
30796,YATCHAW,NSW,,14710,76,YATCHAW|NSW,TATHRA|NSW
30798,YULECART,NSW,,23533,75,YULECART|NSW,YULECART|VIC
30798,YULECART,NSW,,15589,73,YULECART|NSW,YULUMA|NSW
30798,YULECART,NSW,,13659,70,YULECART|NSW,NULLICA|NSW
30800,BRANXHOLME,NSW,,60073,81,BRANXHOLME|NSW,BRANXHOLM|TAS
30800,BRANXHOLME,NSW,,20392,79,BRANXHOLME|NSW,BRANXHOLME|VIC
30800,BRANXHOLME,NSW,,10678,77,BRANXHOLME|NSW,BRANXTON|NSW
30802,GRASSDALE,NSW,,11481,80,GRASSDALE|NSW,DAYSDALE|NSW
30802,GRASSDALE,NSW,,12740,80,GRASSDALE|NSW,LANSDALE|NSW
30802,GRASSDALE,NSW,,13506,80,GRASSDALE|NSW,NASHDALE|NSW
30804,BREAKAWAY CREEK,NSW,,10686,84,BREAKAWAY CREEK|NSW,BREAKFAST CREEK|NSW
30804,BREAKAWAY CREEK,NSW,,20396,84,BREAKAWAY CREEK|NSW,BREAKAWAY CREEK|VIC
30804,BREAKAWAY CREEK,NSW,,10683,82,BREAKAWAY CREEK|NSW,BRAYS CREEK|NSW
30808,HOTSPUR,NSW,,11095,75,HOTSPUR|NSW,CHATSBURY|NSW
30808,HOTSPUR,NSW,,21450,73,HOTSPUR|NSW,HOTSPUR|VIC
30808,HOTSPUR,NSW,,10002,72,HOTSPUR|NSW,ABBOTSBURY|NSW
30810,LAKE CONDAH,NSW,,12707,84,LAKE CONDAH|NSW,LAKE CONJOLA|NSW
30810,LAKE CONDAH,NSW,,12708,83,LAKE CONDAH|NSW,LAKE COWAL|NSW
30810,LAKE CONDAH,NSW,,11309,81,LAKE CONDAH|NSW,CORNDALE|NSW
30812,WALLACEDALE,NSW,,15096,81,WALLACEDALE|NSW,WALLACIA|NSW
30812,WALLACEDALE,NSW,,23202,80,WALLACEDALE|NSW,WALLACEDALE|VIC
30812,WALLACEDALE,NSW,,15092,76,WALLACEDALE|NSW,WALLABADAH|NSW
30814,BESSIEBELLE,NSW,,20282,80,BESSIEBELLE|NSW,BESSIEBELLE|VIC
30814,BESSIEBELLE,NSW,,10372,79,BESSIEBELLE|NSW,BENSVILLE|NSW
30814,BESSIEBELLE,NSW,,10280,71,BESSIEBELLE|NSW,BASS HILL|NSW
30818,DRIK DRIK,NSW,,20944,77,DRIK DRIK|NSW,DRIK DRIK|VIC
30818,DRIK DRIK,NSW,,10705,69,DRIK DRIK|NSW,BRIL BRIL|NSW
30818,DRIK DRIK,NSW,,11570,69,DRIK DRIK|NSW,DRY CREEK|NSW
30820,DRUMBORG,NSW,,11603,78,DRUMBORG|NSW,DUNMORE|NSW
30820,DRUMBORG,NSW,,11406,76,DRUMBORG|NSW,CUMBO|NSW
30820,DRUMBORG,NSW,,11572,76,DRUMBORG|NSW,DUBBO|NSW
30824,HEYWOOD,NSW,,12225,82,HEYWOOD|NSW,HANWOOD|NSW
30824,HEYWOOD,NSW,,12242,82,HEYWOOD|NSW,HARWOOD|NSW
30824,HEYWOOD,NSW,,12923,82,HEYWOOD|NSW,LYNWOOD|NSW
30828,LYONS,NSW,,12880,82,LYONS|NSW,LORN|NSW
30828,LYONS,NSW,,70221,82,LYONS|NSW,LYONS|NT
30828,LYONS,NSW,,11204,80,LYONS|NSW,COLYTON|NSW
30832,MUMBANNAR,NSW,,12966,82,MUMBANNAR|NSW,MANAR|NSW
30832,MUMBANNAR,NSW,,12967,78,MUMBANNAR|NSW,MANARA|NSW
30832,MUMBANNAR,NSW,,11403,77,MUMBANNAR|NSW,CUMBANDRY|NSW
30834,MYAMYN,NSW,,12990,76,MYAMYN|NSW,MANYANA|NSW
30834,MYAMYN,NSW,,13056,76,MYAMYN|NSW,MAYRUNG|NSW
30834,MYAMYN,NSW,,13125,76,MYAMYN|NSW,MIAMLEY|NSW
30836,WINNAP,NSW,,15370,80,WINNAP|NSW,WINGEN|NSW
30836,WINNAP,NSW,,15375,80,WINNAP|NSW,WINTON|NSW
30836,WINNAP,NSW,,15324,78,WINNAP|NSW,WILCANNIA|NSW
30838,ALLESTREE,NSW,,12961,78,ALLESTREE|NSW,MALLEE|NSW
30838,ALLESTREE,NSW,,10340,77,ALLESTREE|NSW,BELLTREES|NSW
30838,ALLESTREE,NSW,,20032,77,ALLESTREE|NSW,ALLESTREE|VIC
30843,CASHMORE,NSW,,11131,83,CASHMORE|NSW,CLAYMORE|NSW
