ssc,suburb_name,state,postcodes
13767,PAGEWOOD,NSW,2035
13768,PALARANG,NSW,2632
13769,PALERANG,NSW,2622
13770,PALING YARDS,NSW,2580
13771,PALING YARDS,NSW,2795
13772,PALINYEWAH,NSW,2648
13773,PALLAL,NSW,2404
13774,PALLAMALLAWA,NSW,2399
13775,PALM BEACH,NSW,2108
13776,PALM GROVE,NSW,2258
13777,PALMDALE,NSW,2258
13778,PALMERS CHANNEL,NSW,2463
13779,PALMERS ISLAND,NSW,2463
13780,PALMERS OAKY,NSW,2795
13781,PALMVALE,NSW,2484
13782,PALMWOODS,NSW,2482
13783,PALONA,NSW,2232
13784,PAMBULA,NSW,2549
13785,PAMBULA BEACH,NSW,2549
13786,PAMPOOLAH,NSW,2430
13787,PAN BAN,NSW,2648
13788,PANANIA,NSW,2213
13789,PANGEE,NSW,2825
13790,RUPANYUP,NSW,2800
13791,PAPPINBARRA,NSW,2446
13792,PURA PURA,NSW,2648
13793,PARADISE,NSW,2360
13794,PARADISE BEACH,NSW,2107
13795,PARINGI,NSW,2738
13796,PARINGI,NSW,3500
13797,PARKES,NSW,2870
13798,ROXBURGH PARK,NSW,2870
13799,PARKESBOURNE,NSW,2580
13800,PARKLEA,NSW,2768
13801,PARKVILLE,NSW,2337
13802,PARLIAMENT HOUSE,NSW,2000
13803,PARMA,NSW,2540
13804,PARRAMATTA,NSW,1740
13805,PARRAMATTA,NSW,1741
13806,PARRAMATTA,NSW,2123
13807,PARRAMATTA,NSW,2124
13808,PARRAMATTA,NSW,2150
13809,PARRAMATTA WESTFIELD,NSW,2150
13810,PARRAWEENA,NSW,2339
13811,PATCHS BEACH,NSW,2478
13812,PATTERSON,NSW,2421
13813,PATONGA,NSW,2256
13814,PAUPONG,NSW,2628
13815,PAXTON,NSW,2325
13816,PAYNES CROSSING,NSW,2325
13817,PAYNTERS SIDING,NSW,2700
13818,PAYTENS BRIDGE,NSW,2871
13819,PEACOCK CREEK,NSW,2469
13820,PEAK HILL,NSW,2869
13821,PEAK VIEW,NSW,2630
13822,PEAKHURST,NSW,2210
13823,PEAKHURST DC,NSW,2210
13824,PEAKHURST HEIGHTS,NSW,2210
13825,PEARCES CREEK,NSW,2477
13826,PEARL BEACH,NSW,2256
13827,PEATS RIDGE,NSW,2250
13828,PEBBLY BEACH,NSW,2536
13829,PEEL,NSW,2795
13830,PEELWOOD,NSW,2583
13831,PEJAR,NSW,2583
13832,PELAW MAIN,NSW,2327
13833,PELICAN,NSW,2281
13834,PELTON,NSW,2325
13835,PEMBROOKE,NSW,2446
13836,PEMULWUY,NSW,2145
13837,PENARIE,NSW,2715
13838,PENDLE HILL,NSW,2145
13839,PENTLAND HILLS,NSW,1715
13840,PENNANT HILLS,NSW,1771
13841,PENNANT HILLS,NSW,2120
13842,PENRITH,NSW,2750
13843,PLENTY,NSW,2751
13844,PENRITH PLAZA,NSW,2750
13845,PENRITH SOUTH,NSW,2750
13846,PENROSE,NSW,2579
13847,RIPPONHURST,NSW,2222
13848,PEREKERTEN,NSW,2733
13849,PERICOE,NSW,2550
13850,PERISHER VALLEY,NSW,2624
13851,PERRYS CROSSING,NSW,2775
13852,PERTHVILLE,NSW,2795
13853,PETERSHAM,NSW,2049
13854,PETERSHAM NORTH,NSW,2049
13855,PHEASANT GROUND,NSW,2577
13856,PHEASANTS NEST,NSW,2574
13857,PHEGANS BAY,NSW,2256
13858,PHILLIP BAY,NSW,2036
13859,PHOENIX PARK,NSW,2321
13860,PIALLAMORE,NSW,2340
13861,PIALLAWAY,NSW,2342
13862,PIAMBONG,NSW,2850
13863,PICKETTS VALLEY,NSW,2251
13864,PICNIC POINT,NSW,2213
13865,PRINCETOWN,NSW,2571
13866,PIGEONBAH,NSW,2824
13867,PIGGOREET,NSW,2486
13868,PIKAPENE,NSW,2469
13869,PILLAR VALLEY,NSW,2462
13870,POOTILLA,NSW,2388
13871,PILOT WILDERNESS,NSW,2627
13872,PIMLICO,NSW,2478
13873,PIMLICO ISLAND,NSW,2478
13874,PINBEYAN,NSW,2720
13875,PINDAROI,NSW,2361
13876,PINDIMAR,NSW,2324
13877,PINE CAMP,NSW,2648
13878,PINE CLUMP,NSW,2824
13879,PINE CLUMP,NSW,2831
13880,PINE GROVE,NSW,2829
13881,PINE LODGE,NSW,2714
13882,PINE RIDGE,NSW,2343
13883,PINE VALLEY,NSW,2630
13884,PINEY RANGE,NSW,2810
13885,PINKETT,NSW,2370
13886,PINNACLE,NSW,2800
13887,PINNACLE,NSW,2810
13888,PINNACLE SWAMP,NSW,2849
13889,PINNY BEACH,NSW,2281
13890,PIORA,NSW,2470
13891,PIPECLAY,NSW,2446
13892,PIPERS FLAT,NSW,2847
13893,PITLOCHRY,NSW,2422
13894,PITNACREE,NSW,2323
13895,PITT TOWN,NSW,2756
13896,PITT TOWN BOTTOMS,NSW,2756
13897,PLEASANT HILLS,NSW,2658
13898,PLEASURE POINT,NSW,2172
13899,PLUMPTON,NSW,2761
13900,POINT CLARE,NSW,2250
13901,POINT FREDERICK,NSW,2250
13902,POINT PIPER,NSW,2027
13903,POINT WOLSTONCROFT,NSW,2259
13904,POINTER MOUNTAIN,NSW,2539
13905,POKOLBIN,NSW,2320
13906,POLA CREEK,NSW,2440
13907,POLO FLAT,NSW,2630
13908,POMEROY,NSW,2580
13909,POMONAL,NSW,2648
13910,PONTO,NSW,2818
13911,PONTO,NSW,2831
13912,POONCARIE,NSW,2648
13913,PORT FAIRY,NSW,2036
13914,PORT HACKING,NSW,2229
13915,PORT KEMBLA,NSW,2505
13916,PORT MACQUARIE,NSW,2444
13917,PORT MACQUARIE BC,NSW,2444
13918,POWERS CREEK,NSW,2538
13919,PORTERS RETREAT,NSW,2787
13920,PORTLAND WEST,NSW,2847
13921,POSSUM BRUSH,NSW,2430
13922,ROSS CREEK,NSW,2479
13923,POTATO POINT,NSW,2545
13924,POTTERY ESTATE,NSW,2790
13925,POTTS HILL,NSW,2143
13926,POTTS POINT,NSW,1335
13927,POTTS POINT,NSW,2011
13928,POTTSVILLE,NSW,2489
13929,POTTSVILLE BEACH,NSW,2489
13930,PRAIRIEWOOD,NSW,2176
13931,PREMER,NSW,2381
13932,PRESTONS,NSW,2170
13933,PRETTY BEACH,NSW,2257
13934,PRETTY BEACH,NSW,2539
13935,PRETTY GULLY,NSW,2469
13936,PRETTY PINE,NSW,2710
13937,PRIMBEE,NSW,2502
13938,PRIMROSE VALLEY,NSW,2621
13939,PROSPECT,NSW,2148
13940,PROVIDENCE PORTAL,NSW,2629
13941,PRUNEVALE,NSW,2587
13942,PUCAWAN,NSW,2666
13943,PUDDLEDOCK,NSW,2350
13944,PULGANBAR,NSW,2460
13945,PULLABOOKA,NSW,2810
13946,PULLAMING,NSW,2381
13947,PULLETOP,NSW,2650
13948,PUMPENBIL,NSW,2484
13949,PUNCHBOWL,NSW,2196
13950,PUNCHBOWL,NSW,2460
13951,PURFLEET,NSW,2430
13952,PURLEWAUGH,NSW,2357
13953,PUTNEY,NSW,2112
13954,PUTTA BUCCA,NSW,2850
13955,PUTTY,NSW,2330
13956,PYANGLE,NSW,2849
13957,PYES CREEK,NSW,2372
13958,PYMBLE,NSW,2073
13959,PYRAMUL,NSW,2850
13960,PYREE,NSW,2540
13961,SPRINGMOUNT,NSW,2009
13962,QUAAMA,NSW,2550
13963,QUAKERS HILL,NSW,2763
13964,QUAMBONE,NSW,2831
13965,QUANDA,NSW,2828
13966,QUANDARY,NSW,2665
13967,QUANDARY,NSW,2666
13968,QUANDIALLA,NSW,2721
13969,QUEANBEYAN,NSW,2620
13970,QUEANBEYAN DC,NSW,2620
13971,QUEANBEYAN EAST,NSW,2620
13972,QUEANBEYAN WEST,NSW,2620
13973,QUEEN VICTORIA BUILDING,NSW,1226
13974,QUEEN VICTORIA BUILDING,NSW,1227
13975,QUEEN VICTORIA BUILDING,NSW,1228
13976,QUEEN VICTORIA BUILDING,NSW,1229
13977,QUEEN VICTORIA BUILDING,NSW,1230
13978,QUEENS PARK,NSW,2022
13979,QUEENS PINCH,NSW,2850
13980,QUEENSCLIFF,NSW,2096
13981,QUIALIGO,NSW,2580
13982,QUIDONG,NSW,2632
13983,QUIERA,NSW,2622
13984,QUIPOLLY,NSW,2343
13985,QUIRINDI,NSW,2343
13986,QUORROBOLONG,NSW,2325
13987,RABY,NSW,2566
13988,RAGLAN,NSW,2795
13989,RAINBOW FLAT,NSW,2430
13990,RAINBOW REACH,NSW,2440
13991,RALEIGH,NSW,2454
13992,RAMORNIE,NSW,2460
13993,RAMSGATE,NSW,2217
13994,RAMSGATE BEACH,NSW,2217
13995,RAND,NSW,2642
13996,RANDWICK,NSW,2031
13997,RANDWICK DC,NSW,2031
13998,RANGARI,NSW,2380
13999,RANGERS VALLEY,NSW,2370
14000,RANKIN PARK,NSW,2287
14001,RANKINS SPRINGS,NSW,2669
14002,RANNOCK,NSW,2701
14003,RAPPVILLE,NSW,2469
14004,RATHMINES,NSW,2283
14005,RAVENSDALE,NSW,2259
14006,RAVENSWOOD,NSW,2824
14007,RAVENSWORTH,NSW,2330
14008,RAWDON ISLAND,NSW,2446
14009,RAWDON VALE,NSW,2422
14010,RAWORTH,NSW,2321
14011,RAWSONVILLE,NSW,2830
14012,RAYMOND TERRACE,NSW,2324
14013,RAYMOND TERRACE EAST,NSW,2324
14014,RAZORBACK,NSW,2571
14015,REEDY DAM,NSW,2430
14016,RED HILL,NSW,2347
14017,RED HILL,NSW,2720
14018,RED HILL,NSW,2824
14019,RED RANGE,NSW,2370
14020,RED ROCK,NSW,2456
14021,RED ROCKS,NSW,2577
14022,VIEWBANK,NSW,2446
14023,REDBOURNBERRY,NSW,2330
14024,REDDESTONE,NSW,2370
14025,REDFERN,NSW,2016
14026,REDHEAD,NSW,2290
14027,REDLANDS,NSW,2646
14028,REEDY CREEK,NSW,2330
14029,REEDY CREEK,NSW,2849
14030,REEDY SWAMP,NSW,2550
14031,REEFTON,NSW,2666
14032,REGENTS PARK,NSW,2143
14033,REGENTS PARK DC,NSW,2143
14034,REGENTVILLE,NSW,2745
14035,REIDS FLAT,NSW,2586
14036,REIDSDALE,NSW,2622
14037,REIDTOWN,NSW,2519
14038,RENNIE,NSW,2646
14039,RENO,NSW,2722
14040,RENWICK,NSW,2575
14041,REPENTANCE CREEK,NSW,2480
14042,REPTON,NSW,2454
14043,RESERVE CREEK,NSW,2484
14044,RETREAT,NSW,2355
14045,RETREAT,NSW,2713
14046,REVESBY,NSW,2212
14047,REVESBY HEIGHTS,NSW,2212
14048,REVESBY NORTH,NSW,2212
14049,RHINE FALLS,NSW,2630
14050,RHODES,NSW,2138
14051,RICHARDS,NSW,2765
14052,RICHLANDS,NSW,2580
14053,RICHMOND SOUTH,NSW,2753
14054,RICHMOND HILL,NSW,2480
14055,RICHMOND LOWLANDS,NSW,2753
14056,RICHMOND VALE,NSW,2323
14057,RIDGEWAY,NSW,2620
14058,RILEYS HILL,NSW,2472
14059,RINGWOOD NORTH,NSW,2646
14060,RIVERINA MC,NSW,2678
14061,RIVERINA MSC,NSW,2678
14062,RIVERLEA,NSW,2850
14063,RIVERSIDE,NSW,2444
14064,RIVERSTONE,NSW,2765
14065,RIVERTREE,NSW,2372
14066,RIVERVIEW,NSW,2066
14067,RIVERWOOD,NSW,2210
14068,RIXS CREEK,NSW,2330
14069,ROB ROY,NSW,2360
14070,ROBINSON,NSW,2577
14071,ROBIN HILL,NSW,2795
14072,ROCK FLAT,NSW,2630
14073,ROCK FOREST,NSW,2795
14074,ROCK VALLEY,NSW,2480
14075,ROCKDALE,NSW,2216
14076,ROCKDALE DC,NSW,2216
14077,YUROKE,NSW,2795
14078,ROCKLEY MOUNT,NSW,2795
14079,ROCKS CROSSING,NSW,2424
14080,ROCKTON,NSW,2632
14081,ROCKY CREEK,NSW,2371
14082,ROCKY CREEK,NSW,2390
14083,ROCKY GLEN,NSW,2357
14084,ROCKY HALL,NSW,2550
14085,ROCKY PLAIN,NSW,2628
14086,ROCKY POINT,NSW,2259
14087,ROCKY RIVER,NSW,2358
14088,ROCKY RIVER,NSW,2372
14089,RODD POINT,NSW,2046
14090,ROLLANDS PLAINS,NSW,2441
14091,ROOKHURST,NSW,2422
14092,ROOKWOOD,NSW,2141
14093,ROOTY HILL,NSW,2766
14094,ROPERS ROAD,NSW,2395
14095,ROPES CROSSING,NSW,2760
14096,ROSE BAY,NSW,2029
14097,ROSE BAY NORTH,NSW,2030
14098,ROSE VALLEY,NSW,2534
14099,ROSE VALLEY,NSW,2630
14100,ROSEBANK,NSW,2480
14101,ROSEBERG,NSW,2793
14102,ROSEBERRY,NSW,2474
14103,ROSEBERRY CREEK,NSW,2474
14104,ROSEBERY,NSW,1445
14105,ROSEBERY,NSW,2018
14106,SEABROOK,NSW,2320
14107,SMYTHESDALE,NSW,2536
14108,ROSEHILL,NSW,2142
14109,ROSELANDS,NSW,2196
14110,ROSEMEADOW,NSW,2560
14111,ROSEMEATH,NSW,2632
14112,SEVILLE,NSW,2069
14113,SEVILLE EAST,NSW,2069
14114,ROSEWOOD,NSW,2446
14115,SPOTSWOOD,NSW,2652
14116,ROWSLEY,NSW,2580
14117,ROSSGLEN,NSW,2439
14118,ROSSGOLE,NSW,2336
14119,ROSSI,NSW,2621
14120,ROSSMORE,NSW,2557
14121,THORNBURY,NSW,2320
14122,ROTO,NSW,2675
14123,ROUCHEL,NSW,2336
14124,ROUCHEL BROOK,NSW,2336
14125,ROUGHIT,NSW,2330
14126,ROUND CORNER,NSW,2158
14127,ROUND MOUNTAIN,NSW,2484
14128,ROUND SWAMP,NSW,2846
14129,ROUS,NSW,2477
14130,ROUS MILL,NSW,2477
14131,ROUSE HILL,NSW,2155
14132,ROWAN,NSW,2650
14133,ROWENA,NSW,2387
14134,SUTHERLANDS CREEK,NSW,2484
14135,ROYAL EXCHANGE,NSW,1221
14136,ROYAL EXCHANGE,NSW,1222
14137,ROYAL EXCHANGE,NSW,1223
14138,ROYAL EXCHANGE,NSW,1224
14139,ROYAL EXCHANGE,NSW,1225
14140,ROYAL NORTH SHORE HOSPITAL,NSW,2065
14141,ROYALLA,NSW,2620
14142,ROZELLE,NSW,2039
14143,RUBY CREEK,NSW,4380
14144,RUFUS,NSW,2648
14145,RUFUS RIVER,NSW,2648
14146,RUGBY,NSW,2583
14147,RUKENVALE,NSW,2474
14148,RUN-O-WATERS,NSW,2580
14149,RUNNING STREAM,NSW,2850
14150,RUNNYFORD,NSW,2536
14151,RUSE,NSW,2560
14152,RUSHCUTTERS BAY,NSW,2011
14153,RUSHES CREEK,NSW,2346
14154,RUSHFORTH,NSW,2460
14155,RUSSELL LEA,NSW,2046
14156,RUSSELL VALE,NSW,2517
14157,SHELFORD,NSW,2320
14158,RUTHVEN,NSW,2480
14159,RYAN,NSW,2658
14160,RYDAL,NSW,2790
14161,RYDALMERE,NSW,2116
14162,RYDE,NSW,1680
14163,RYDE,NSW,2112
14164,RYE PARK,NSW,2586
14165,RYHOPE,NSW,2283
14166,RYLSTONE,NSW,2849
14167,SACKVILLE,NSW,2756
14168,SACKVILLE NORTH,NSW,2756
14169,SADDLEBACK MOUNTAIN,NSW,2533
14170,SADLEIR,NSW,2168
14171,SAFETY BEACH,NSW,2456
14172,SALAMANDER BAY,NSW,2317
14173,SALISBURY,NSW,2420
14174,SALISBURY PLAINS,NSW,2358
14175,SHAYS FLAT,NSW,2850
14176,SWAN MARSH,NSW,2318
14177,ULLSWATER,NSW,2430
14178,SAN ISIDORE,NSW,2650
14179,SAN REMO,NSW,2262
14180,SANCROX,NSW,2446
14181,SANCTUARY POINT,NSW,2540
14182,SANDBAR,NSW,2428
14183,SANDGATE,NSW,2304
14184,SANDIGO,NSW,2700
14185,SANDILANDS,NSW,2469
14186,WANNON,NSW,2463
14187,SANDRINGHAM,NSW,2219
14188,SANDY BEACH,NSW,2456
14189,SANDY CREEK,NSW,2338
14190,SANDY CREEK,NSW,2835
14191,SANDY CROSSING,NSW,2460
14192,SANDY FLAT,NSW,2372
14193,SANDY GULLY,NSW,2729
14194,SANDY HILL,NSW,2372
14195,SANDY HOLLOW,NSW,2333
14196,SANDY POINT,NSW,2172
14197,YANGERY,NSW,2646
14198,SANS SOUCI,NSW,2219
14199,SAPPHIRE,NSW,2360
14200,SAPPHIRE BEACH,NSW,2450
14201,SARATOGA,NSW,2251
14202,SASSAFRAS,NSW,2622
14203,YARPTURK,NSW,2337
14204,SAUMAREZ,NSW,2350
14205,WAURN PONDS,NSW,2350
14206,SAVERNAKE,NSW,2646
14207,SAWPIT CREEK,NSW,2474
14208,SAWPIT CREEK,NSW,2627
14209,STAWELL,NSW,2452
14210,SAWYERS GULLY,NSW,2326
14211,SCARBOROUGH,NSW,2515
14212,SCHEYVILLE,NSW,2756
14213,SCHOFIELDS,NSW,2762
14214,SCONE,NSW,2337
14215,SCOTCHMANS LEAD,NSW,2454
14216,SCOTIA,NSW,2648
14217,SCOTLAND ISLAND,NSW,2105
14218,SCOTTS CREEK,NSW,2338
14219,SCOTTS FLAT,NSW,2330
14220,SCOTTS HEAD,NSW,2447
14221,SEAFORTH,NSW,2092
14222,STREATHAM,NSW,2324
14223,SEAHAMPTON,NSW,2286
14224,SEAL ROCKS,NSW,2423
14225,SEBASTOPOL,NSW,2666
14226,STUDFIELD,NSW,2330
14227,SEELANDS,NSW,2460
14228,SEFTON,NSW,2162
14229,SEGENHOE,NSW,2337
14230,SETTLEMENT CITY,NSW,2444
14231,SHEEP HILLS,NSW,1730
14232,SOVEREIGN HILL,NSW,2147
14233,SEVEN HILLS MC,NSW,1781
14234,SEVEN HILLS WEST,NSW,2147
14235,SEVEN OAKS,NSW,2440
14236,SEXTONVILLE,NSW,2470
14237,SHADFORTH,NSW,2800
14238,SHALLOW BAY,NSW,2428
14239,SHALLOW RUSH,NSW,2870
14240,STAVELY,NSW,2770
14241,SHANE PARK,NSW,2747
14242,SHANES PARK,NSW,2747
14243,SHANNON BROOK,NSW,2470
14244,SHANNON VALE,NSW,2370
14245,SHANNONDALE,NSW,2460
14246,SHANNONS FLAT,NSW,2630
14247,SHARK CREEK,NSW,2463
14248,SHARPS CREEK,NSW,2729
14249,SHEEDYS GULLY,NSW,2790
14250,SHELL COVE,NSW,2529
14251,SHELLHARBOUR,NSW,2529
14252,SHELLHARBOUR CITY CENTRE,NSW,2529
14253,SHELLHARBOUR SQUARE,NSW,2529
14254,SHELLY BEACH,NSW,2261
14255,SHERWOOD,NSW,2440
14256,SHERWOOD,NSW,2450
14257,SHERWOOD,NSW,2474
14258,SHIRLEY,NSW,2785
14259,SHOAL BAY,NSW,2315
14260,SHOALHAVEN HEADS,NSW,2535
14261,SOLDIERS HILL,NSW,2787
14262,SHORTLAND,NSW,2307
14263,SILENT GROVE,NSW,2372
14264,SILVERDALE,NSW,2752
14265,SILVERTON,NSW,2880
14266,SILVERWATER,NSW,1811
14267,SILVERWATER,NSW,2128
14268,SYLVESTER,NSW,2264
14269,SIMPKINS CREEK,NSW,2469
14270,SINGLETON,NSW,2330
14271,SINGLETON DC,NSW,2330
14272,SINGLETON HEIGHTS,NSW,2330
14273,SINGLETON MILITARY AREA,NSW,2331
14274,SINGLETON MILPO,NSW,2331
14275,SINGLETONS MILL,NSW,2775
14276,SIX MILE FLAT,NSW,2580
14277,SIX MILE SWAMP,NSW,2469
14278,SKENNARS HEAD,NSW,2478
14279,SKILLION FLAT,NSW,2440
14280,SKINNERS SHOOT,NSW,2481
14281,SLEEPY HOLLOW,NSW,2483
14282,SMEATON GRANGE,NSW,2567
14283,SMIGGIN HOLES,NSW,2624
14284,SMITHFIELD,NSW,2164
14285,SMITHFIELD WEST,NSW,2164
14286,SMYTHES CREEK,NSW,2460
14287,SMITHS CREEK,NSW,2474
14288,SMITHS CREEK,NSW,2484
14289,SMITHS LAKE,NSW,2428
14290,SMITHTOWN,NSW,2440
14291,SNAKES PLAIN,NSW,2824
14292,SNOWBALL,NSW,2622
14293,SNOWY PLAIN,NSW,2628
14294,SODWALLS,NSW,2790
14295,SOFALA,NSW,2795
14296,SOLDIERS POINT,NSW,2317
14297,SOMERSBY,NSW,2250
14298,SOMERTON,NSW,2340
14299,SOUDAN HEIGHTS,NSW,2350
14300,SOUTH ALBURY,NSW,2640
14301,SOUTH ARM,NSW,2449
14302,SOUTH ARM,NSW,2460
14303,SOUTH BALLINA,NSW,2478
14304,SOUTH BATHURST,NSW,2795
14305,SOUTH BOWENFELS,NSW,2790
14306,SOUTH BROKEN HILL,NSW,2880
14307,SOUTH COOGEE,NSW,2034
14308,SOUTH DURRAS,NSW,2536
14309,SOUTH EVANS HEAD,NSW,2473
14310,SOUTH GOLDEN BEACH,NSW,2483
14311,SOUTH GRAFTON,NSW,2460
14312,SOUTH KINGSVILLE,NSW,2142
14313,SOUTH GUNDAGAI,NSW,2722
14314,SOUTH GUNDURIMBA,NSW,2480
14315,SOUTH GUYRA,NSW,2365
14316,SOUTH HILL,NSW,2350
14317,SOUTH HURSTVILLE,NSW,2221
14318,SOUTH KEMPSEY,NSW,2440
14319,SOUTH LISMORE,NSW,2480
14320,SOUTH LITTLETON,NSW,2790
14321,SOUTH MAITLAND,NSW,2320
14322,SOUTH MAROOTA,NSW,2756
14323,SOUTH MURWILLUMBAH,NSW,2484
14324,SOUTH NOWRA,NSW,2541
14325,SOUTH PAMBULA,NSW,2549
14326,SOUTH PENRITH,NSW,2750
14327,SOUTH TACOMA,NSW,2259
14328,SOUTH TAMWORTH,NSW,2340
14329,SOUTH YARRA,NSW,2074
14330,SOUTH WENTWORTHVILLE,NSW,2145
14331,SOUTH WEST ROCKS,NSW,2431
14332,SOUTH WINDSOR,NSW,2756
14333,SOUTH WOLUMLA,NSW,2550
14334,SOUTHBANK,NSW,2460
14335,SOUTHERN SUBURBS MC,NSW,1419
14336,SOUTHGATE,NSW,2460
14337,SPEERS POINT,NSW,2284
14338,SPEEWA,NSW,2735
14339,SWAN ISLAND,NSW,2734
14340,SPENCER,NSW,2775
14341,SPICERS CREEK,NSW,2820
14342,SPICKETTS CREEK,NSW,2454
14343,SPIT JUNCTION,NSW,2088
14344,SPLITTERS CREEK,NSW,2640
14345,SPRING CREEK,NSW,2800
14346,SPRING FARM,NSW,2570
14347,SPRING FLAT,NSW,2850
14348,SPRING GROVE,NSW,2470
14349,SPRING HILL,NSW,2500
14350,SPRING HILL,NSW,2800
14351,SPRING MOUNTAIN,NSW,2360
14352,SPRING MOUNTAIN,NSW,2370
14353,SPRING PLAINS,NSW,2388
14354,SPRING RIDGE,NSW,2343
14355,SPRING TERRACE,NSW,2798
14356,SPRING VALLEY,NSW,2580
14357,SPRINGDALLAH,NSW,2666
14358,SPRINGDALE HEIGHTS,NSW,2641
14359,SPRINGFIELD,NSW,2250
14360,SPRINGFIELD,NSW,2630
14361,SPRINGRANGE,NSW,2618
14362,SPRINGSIDE,NSW,2800
14363,SPRINGVALE,NSW,2650
14364,SPRINGVALE SOUTH,NSW,2790
14365,SPRINGWOOD,NSW,2777
14366,ST ALBANS PARK,NSW,2775
14367,ST ANDREWS,NSW,2566
14368,ST CLAIR,NSW,2330
14369,ST CLAIR,NSW,2759
14370,ST FILLANS,NSW,2850
14371,ST GEORGE,NSW,2622
14372,ST GEORGES BASIN,NSW,2540
14373,ST HELENS,NSW,2479
14374,ST HELENS PARK,NSW,2560
14375,ST HUBERTS ISLAND,NSW,2257
14376,ST IVES,NSW,2075
14377,ST IVES CHASE,NSW,2075
14378,ST JOHNS PARK,NSW,2176
14379,ST LEONARDS,NSW,1590
14380,ST LEONARDS,NSW,2065
14381,ST MARYS,NSW,1790
14382,ST MARYS,NSW,2760
14383,ST MARYS EAST,NSW,2760
14384,ST MARYS SOUTH,NSW,2760
14385,ST PATRICKS,NSW,2350
14386,ST PAULS,NSW,2031
14387,ST PETERS,NSW,2044
14388,ST PETERS DC,NSW,2044
14389,STANBOROUGH,NSW,2360
14390,STANBRIDGE,NSW,2705
14391,STANFORD MERTHYR,NSW,2327
14392,STANHOPE,NSW,2335
14393,STANHOPE GARDENS,NSW,2768
14394,TRAVANCORE,NSW,2048
14395,STANNIFER,NSW,2369
14396,STANNUM,NSW,2371
14397,STANWELL PARK,NSW,2508
14398,STANWELL TOPS,NSW,2508
14399,STATE MINE GULLY,NSW,2790
14400,STEAM PLAINS,NSW,2710
14401,STEEPLE FLAT,NSW,2631
14402,STEINBROOK,NSW,2372
14403,STEPHENS CREEK,NSW,2880
14404,STEVE KINGS PLAINS,NSW,2480
14405,STEWARTS BROOK,NSW,2337
14406,STEWARTS MOUNT,NSW,2795
14407,STEWARTS RIVER,NSW,2443
14408,STOCKINBINGAL,NSW,2725
14409,STOCKRINGTON,NSW,2322
14410,STOCKTON,NSW,2295
14411,STOCKYARD CREEK,NSW,2460
14412,STOKERS SIDING,NSW,2484
14413,STONEHENGE,NSW,2370
14414,STONEQUARRY,NSW,2580
14415,STONY CHUTE,NSW,2480
14416,STONY CREEK,NSW,2545
14417,STONY CREEK,NSW,2550
14418,STONY CREEK,NSW,2850
14419,STONY CROSSING,NSW,2734
14420,STOTTS CREEK,NSW,2487
14421,STRATFORD,NSW,2422
14422,STRATHLEA,NSW,2429
14423,STRATHEWEN,NSW,2470
14424,STRATHFIELD,NSW,1819
14425,STRATHFIELD,NSW,2135
14426,STRATHFIELD SOUTH,NSW,2136
14427,STRAWBERRY HILLS,NSW,1420
14428,STRAWBERRY HILLS,NSW,1422
14429,STRAWBERRY HILLS,NSW,1423
14430,STRAWBERRY HILLS,NSW,1424
14431,STRAWBERRY HILLS,NSW,1425
14432,STRAWBERRY HILLS,NSW,1426
14433,STRAWBERRY HILLS,NSW,1427
14434,STRAWBERRY HILLS,NSW,1428
14435,STRAWBERRY HILLS,NSW,1429
14436,STRAWBERRY HILLS,NSW,2012
14437,STRAWBERRY HILLS,NSW,2013
14438,STREAM HILL,NSW,2526
14439,STROUD,NSW,2425
14440,STROUD HILL,NSW,2420
14441,STROUD ROAD,NSW,2415
14442,STUART TOWN,NSW,2820
14443,STUARTS POINT,NSW,2441
14444,STUBBO,NSW,2852
14445,STUD PARK,NSW,2710
14446,SUFFOLK PARK,NSW,2481
14447,SUGARLOAF,NSW,2420
14448,SUMA PARK,NSW,2800
14449,SUMMER HILL,NSW,2130
14450,SUMMER HILL,NSW,2287
14451,SUMMER HILL,NSW,2421
14452,SUMMER HILL,NSW,2800
14453,SUMMER HILL CREEK,NSW,2800
14454,SUMMER ISLAND,NSW,2440
14455,SUMMERLAND POINT,NSW,2259
14456,SUN VALLEY,NSW,2777
14457,SUNNY CORNER,NSW,2454
14458,SUNNY CORNER,NSW,2795
14459,SUNNYSIDE,NSW,2372
14460,SUNSET STRIP,NSW,2879
14461,SUNSHINE WEST,NSW,2264
14462,SUNSHINE BAY,NSW,2536
14463,SUNTOP,NSW,2820
14464,SURF BEACH,NSW,2536
14465,SURFSIDE,NSW,2536
14466,SURRY HILLS,NSW,2010
14467,SUSSEX INLET,NSW,2540
14468,SUTHERLAND,NSW,1499
14469,SUTHERLAND,NSW,2232
14470,SUTTON,NSW,2620
14471,SUTTON FOREST,NSW,2577
14472,SWAN BAY,NSW,2324
14473,SWAN BAY,NSW,2471
14474,SWAN CREEK,NSW,2462
14475,SWAN VALE,NSW,2370
14476,SWANBROOK,NSW,2360
14477,SWANHAVEN,NSW,2540
14478,SWANS CROSSING,NSW,2439
14479,SWANSEA,NSW,2281
14480,SWANSEA HEADS,NSW,2281
14481,SWEETMANS CREEK,NSW,2325
14482,SYDENHAM,NSW,2044
14483,SYDNEY,NSW,1001
14484,SYDNEY,NSW,1002
14485,SYDNEY,NSW,1003
14486,SYDNEY,NSW,1004
14487,SYDNEY,NSW,1005
14488,SYDNEY,NSW,1006
