ssc,suburb_name,state,postcodes
51074,METRICUP,WA,6280
51075,METTLER,WA,6328
51076,MIAMOON,WA,6612
51077,MIDDLE SWAN,WA,6056
51078,MIDDLESEX,WA,6258
51079,MIDDLETON BEACH,WA,6330
51080,MIDLAND,WA,6056
51081,MIDLAND DC,WA,6936
51082,MIDVALE,WA,6056
51083,MILING,WA,6575
51084,MILLARS WELL,WA,6714
51085,MILLBRIDGE,WA,6232
51086,MILLBROOK,WA,6330
51087,MILLENDON,WA,6056
51088,MILLS LAKE,WA,6336
51089,MILLSTREAM,WA,6716
51090,MILO,WA,6525
51091,MILPARA,WA,6330
51092,MIMEGARRA,WA,6507
51093,MINDARABIN,WA,6336
51094,MINDARIE,WA,6030
51095,MINDARRA,WA,6503
51096,MINDING,WA,6315
51097,MINGENEW,WA,6522
51098,MINIGIN,WA,6312
51099,MINILYA,WA,6701
51100,MINNENOOKA,WA,6532
51101,MINNIVALE,WA,6462
51102,MINYIRR,WA,6725
51103,MIRA MAR,WA,6330
51104,MIRRABOOKA,WA,6061
51105,MIRRABOOKA,WA,6941
51106,MITCHELL PLATEAU,WA,6740
51107,MOBRUP,WA,6395
51108,MOCARDY,WA,6603
51109,MOGUMBER,WA,6506
51110,MOKINE,WA,6401
51111,MOKUP,WA,6394
51112,MOLLERIN,WA,6475
51113,MOLLOY ISLAND,WA,6290
51114,MONJEBUP,WA,6338
51115,MONJINGUP,WA,6450
51116,MONKEY MIA,WA,6537
51117,MOODIARRUP,WA,6393
51118,MOOJEBING,WA,6317
51119,MOOLIABEENEE,WA,6504
51120,MOONDAH,WA,6503
51121,MOONDYNE,WA,6567
51122,MOONIES HILL,WA,6320
51123,MOONYOONOOKA,WA,6532
51124,MOORA,WA,6510
51125,MOORE RIVER NATIONAL PARK,WA,6503
51126,MOORIARY,WA,6522
51127,MOORINE ROCK,WA,6425
51128,MORANGUP,WA,6083
51129,MORAWA,WA,6623
51130,MORBINNING,WA,6304
51131,MORDALUP,WA,6258
51132,MORESBY,WA,6530
51133,MORGANTOWN,WA,6701
51134,MORLEY,WA,6062
51135,MORLEY,WA,6943
51136,MORNINGTON,WA,6221
51137,MOSMAN PARK,WA,6012
51138,MOSMAN PARK,WA,6912
51139,MOULYINNING,WA,6351
51140,MOUNT ADAMS,WA,6525
51141,MOUNT ANKETELL,WA,6714
51142,MOUNT BARKER,WA,6324
51143,MOUNT BUDD,WA,6522
51144,MOUNT BURGES,WA,6429
51145,MOUNT CAROLINE,WA,6410
51146,MOUNT CLAREMONT,WA,6010
51147,MOUNT CLARENCE,WA,6330
51148,MOUNT COOKE,WA,6390
51149,MOUNT ELPHINSTONE,WA,6330
51150,MOUNT ERIN,WA,6532
51151,MOUNT HAMPTON,WA,6426
51152,MOUNT HARDEY,WA,6302
51153,MOUNT HARDMAN,WA,6765
51154,MOUNT HAWTHORN,WA,6016
51155,MOUNT HAWTHORN,WA,6915
51156,MOUNT HELENA,WA,6082
51157,MOUNT HILL,WA,6528
51158,MOUNT HOLLAND,WA,6426
51159,MOUNT HORNER,WA,6525
51160,MOUNT JACKSON,WA,6426
51161,MOUNT LAWLEY,WA,6050
51162,MOUNT LAWLEY,WA,6929
51163,MOUNT LINDESAY,WA,6333
51164,MOUNT LINDSAY,WA,6333
51165,MOUNT MADDEN,WA,6356
51166,MOUNT MAGNET,WA,6638
51167,MOUNT MELVILLE,WA,6330
51168,MOUNT NASURA,WA,6112
51169,MOUNT NEY,WA,6447
51170,MOUNT OBSERVATION,WA,6302
51171,MOUNT PALMER,WA,6426
51172,MOUNT PLEASANT,WA,6153
51173,MOUNT RICHON,WA,6112
51174,MOUNT ROMANCE,WA,6333
51175,MOUNT SHEILA,WA,6751
51176,MOUNT SHERIDAN,WA,6355
51177,MOUNT STIRLING,WA,6383
51178,MOUNT TARCOOLA,WA,6530
51179,MOUNT WALKER,WA,6369
51180,MOUNT WELLS,WA,6390
51181,MOUROUBRA,WA,6472
51182,MUCHEA,WA,6501
51183,MUCKENBURRA,WA,6503
51184,MUELLER RANGES,WA,6770
51185,MUJA,WA,6225
51186,MUKINBUDIN,WA,6479
51187,MULATAGA,WA,6714
51188,MULGA DOWNS,WA,6751
51189,MULLALOO,WA,6027
51190,MULLALYUP,WA,6252
51191,MULLEWA,WA,6630
51192,MULLINGAR,WA,6430
51193,MULUCKINE,WA,6401
51194,MUMBALLUP,WA,6225
51195,MUMBERKINE,WA,6401
51196,MUNDABULLANGANA,WA,6721
51197,MUNDARING,WA,6073
51198,MUNDARING DC,WA,6073
51199,MUNDARING WEIR,WA,6073
51200,MUNDIJONG,WA,6123
51201,MUNDRABILLA,WA,6443
51202,MUNGALUP,WA,6225
51203,MUNGLINUP,WA,6450
51204,MUNSTER,WA,6166
51205,MUNTADGIN,WA,6420
51206,MURADUP,WA,6394
51207,MURCHISON,WA,6630
51208,MURDOCH,WA,6150
51209,MURDONG,WA,6317
51210,MURESK,WA,6401
51211,MYALUP,WA,6220
51212,MYARA,WA,6207
51213,MYAREE,WA,6154
51214,MYAREE,WA,6960
51215,MYAREE BC,WA,6960
51216,MYRUP,WA,6450
51217,NABAWA,WA,6532
51218,NAIRIBIN,WA,6350
51219,NALKAIN,WA,6485
51220,NALYERLUP,WA,6338
51221,NAMBAN,WA,6512
51222,NAMBEELUP,WA,6207
51223,NAMBUNG,WA,6521
51224,NANARUP,WA,6330
51225,NANGA,WA,6537
51226,NANGA BROOK,WA,6215
51227,NANGEENAN,WA,6414
51228,NANGETTY,WA,6522
51229,NANNUP,WA,6275
51230,NANSON,WA,6532
51231,NANUTARRA,WA,6751
51232,NAPIER,WA,6330
51233,NARALING,WA,6532
51234,NAREMBEEN,WA,6369
51235,NARNGULU,WA,6532
51236,NARRA TARRA,WA,6532
51237,NARRAKINE,WA,6391
51238,NARRALOGGAN,WA,6302
51239,NARRIKUP,WA,6326
51240,NARROGIN,WA,6312
51241,NARROGIN VALLEY,WA,6312
51242,NATURALISTE,WA,6281
51243,NAVAL BASE,WA,6165
51244,NEALE,WA,6440
51245,NEDLANDS,WA,6009
51246,NEDLANDS,WA,6907
51247,NEDLANDS,WA,6909
51248,NEDLANDS DC,WA,6009
51249,NEEDILUP,WA,6336
51250,NEENDALING,WA,6353
51251,NEERABUP,WA,6031
51252,NEERGABBY,WA,6503
51253,NEMBUDDING,WA,6485
51254,NERIDUP,WA,6450
51255,NERRAMYNE,WA,6630
51256,NERREN NERREN,WA,6532
51257,NEW NORCIA,WA,6509
51258,NEWCARLBEON,WA,6475
51259,NEWDEGATE,WA,6355
51260,NEWLANDS,WA,6251
51261,NEWMAN,WA,6753
51262,NGAANYATJARRA-GILES,WA,0872
51263,NICKOL,WA,6714
51264,NILGEN,WA,6044
51265,NILLUP,WA,6288
51266,NINGALOO,WA,6701
51267,NIPPERING,WA,6350
51268,NIRIMBA,WA,6208
51269,NOGGERUP,WA,6225
51270,NOKANING,WA,6415
51271,NOLBA,WA,6532
51272,NOLLAMARA,WA,6061
51273,NOMANS LAKE,WA,6312
51274,NORANDA,WA,6062
51275,NORNALUP,WA,6333
51276,NORPA,WA,6415
51277,NORSEMAN,WA,6443
51278,NORTH BAANDEE,WA,6412
51279,NORTH BANNISTER,WA,6390
51280,NORTH BEACH,WA,6020
51281,NORTH BEACH,WA,6920
51282,NORTH BODALLIN,WA,6424
51283,NORTH BOYANUP,WA,6237
51284,NORTH BURNGUP,WA,6353
51285,NORTH CASCADE,WA,6445
51286,NORTH COOGEE,WA,6163
51287,NORTH DANDALUP,WA,6207
51288,NORTH ERADU,WA,6532
51289,NORTH FREMANTLE,WA,6159
51290,NORTH GREENBUSHES,WA,6254
51291,NORTH JINDONG,WA,6280
51292,NORTH KELLERBERRIN,WA,6410
51293,NORTH KUKERIN,WA,6352
51294,NORTH KUNUNOPPIN,WA,6489
51295,NORTH LAKE,WA,6163
51296,NORTH LAKE GRACE,WA,6353
51297,NORTH MOULYINNING,WA,6351
51298,NORTH PERTH,WA,6006
51299,NORTH PERTH,WA,6906
51300,NORTH PLANTATIONS,WA,6701
51301,NORTH STIRLINGS,WA,6338
51302,NORTH TAMMIN,WA,6409
51303,NORTH TRAYNING,WA,6488
51304,NORTH WALPOLE,WA,6398
51305,NORTH WEST CAPE,WA,6707
51306,NORTH WIALKI,WA,6473
51307,NORTH YELBENI,WA,6487
51308,NORTH YUNDERUP,WA,6208
51309,NORTHAM,WA,6401
51310,NORTHAMPTON,WA,6535
51311,NORTHBRIDGE,WA,6003
51312,NORTHBRIDGE,WA,6803
51313,NORTHBRIDGE,WA,6865
51314,NORTHCLIFFE,WA,6262
51315,NORTHERN GULLY,WA,6532
51316,NORTHLANDS,WA,6905
51317,NORTHLANDS PO,WA,6905
51318,NOWERGUP,WA,6032
51319,NUGADONG,WA,6609
51320,NUKARNI,WA,6480
51321,NULLAGINE,WA,6758
51322,NULLAKI,WA,6330
51323,NULSEN,WA,6450
51324,NUNGARIN,WA,6490
51325,NUNIERRA,WA,6630
51326,NUNILE,WA,6566
51327,NYABING,WA,6341
51328,NYAMUP,WA,6258
51329,O'CONNOR,WA,6163
51330,OAKAJEE,WA,6532
51331,OAKFORD,WA,6121
51332,OAKLEY,WA,6208
51333,OCEAN BEACH,WA,6333
51334,OCEAN REEF,WA,6027
51335,OGILVIE,WA,6535
51336,OLD PLAINS,WA,6569
51337,OLDBURY,WA,6121
51338,ONGERUP,WA,6336
51339,ONSLOW,WA,6710
51340,OOMBULGURRI,WA,6740
51341,ORA BANDA,WA,6431
51342,ORANA,WA,6330
51343,ORANGE GROVE,WA,6109
51344,ORANGE SPRINGS,WA,6503
51345,ORCHID VALLEY,WA,6394
51346,ORD RIVER,WA,6770
51347,ORELIA,WA,6167
51348,OSBORNE PARK,WA,6017
51349,OSBORNE PARK,WA,6916
51350,OSBORNE PARK,WA,6917
51351,OSBORNE PARK DC,WA,6017
51352,OSBORNE PARK DC,WA,6916
51353,OSMINGTON,WA,6285
51354,O’CONNOR,WA,6163
51355,PADBURY,WA,6025
51356,PALGARUP,WA,6258
51357,PALLINUP,WA,6335
51358,PALMDALE,WA,6328
51359,PALMER,WA,6225
51360,PALMYRA,WA,6157
51361,PALMYRA,WA,6957
51362,PALMYRA DC,WA,6157
51363,PALMYRA DC,WA,6961
51364,PANNAWONICA,WA,6716
51365,PANTAPIN,WA,6384
51366,PAPULANKUTJA,WA,0872
51367,PARABURDOO,WA,6754
51368,PARADISE,WA,6236
51369,PARDOO,WA,6721
51370,PARKER RANGE,WA,6426
51371,PARKERVILLE,WA,6081
51372,PARKESTON,WA,6434
51373,PARKFIELD,WA,6233
51374,PARKLANDS,WA,6180
51375,PARKLANDS,WA,6210
51376,PARKWOOD,WA,6147
51377,PARMELIA,WA,6167
51378,PARRYVILLE,WA,6333
51379,PATJARR,WA,0872
51380,PAULLS VALLEY,WA,6076
51381,PAYNEDALE,WA,6239
51382,PAYNES FIND,WA,6612
51383,PAYNESVILLE,WA,6638
51384,PEACEFUL BAY,WA,6333
51385,PEAK HILL,WA,6642
51386,PEARSALL,WA,6065
51387,PEEDAMULLA,WA,6710
51388,PEERABEELUP,WA,6260
51389,PEGS CREEK,WA,6714
51390,PELICAN POINT,WA,6230
51391,PEMBERTON,WA,6260
51392,PEPPERMINT GROVE,WA,6011
51393,PEPPERMINT GROVE BEACH,WA,6271
51394,PERENJORI,WA,6620
51395,PERILLUP,WA,6324
51396,PERON,WA,6168
51397,PERTH,WA,6000
51398,PERTH,WA,6001
51399,PERTH,WA,6800
51400,PERTH,WA,6809
51401,PERTH,WA,6817
51402,PERTH,WA,6820
51403,PERTH,WA,6827
51404,PERTH,WA,6830
51405,PERTH,WA,6837
51406,PERTH,WA,6838
51407,PERTH,WA,6839
51408,PERTH,WA,6840
51409,PERTH,WA,6841
51410,PERTH,WA,6842
51411,PERTH,WA,6843
51412,PERTH,WA,6844
51413,PERTH,WA,6845
51414,PERTH,WA,6846
51415,PERTH,WA,6847
51416,PERTH,WA,6848
51417,PERTH AIRPORT,WA,6105
51418,PERTH BC,WA,6849
51419,PERTH EAST ST GEORGES TCE,WA,6832
51420,PERTH GPO,WA,6000
51421,PERTH ST GEORGES TCE,WA,6831
51422,PERUP,WA,6258
51423,PETRUDOR,WA,6468
51424,PIARA WATERS,WA,6112
51425,PIAWANING,WA,6572
51426,PICCADILLY,WA,6430
51427,PICKERING BROOK,WA,6076
51428,PICTON,WA,6229
51429,PICTON EAST,WA,6229
51430,PIESSE BROOK,WA,6076
51431,PIESSEVILLE,WA,6315
51432,PINDAR,WA,6631
51433,PINGARING,WA,6357
51434,PINGELLY,WA,6308
51435,PINGRUP,WA,6343
51436,PINJAR,WA,6065
51437,PINJAR,WA,6078
51438,PINJARRA,WA,6208
51439,PINK LAKE,WA,6450
51440,PINTHARUKA,WA,6623
51441,PINWERNYING,WA,6317
51442,PIPPINGARRA,WA,6722
51443,PITHARA,WA,6608
51444,PLUMRIDGE LAKES,WA,6431
51445,POINT GREY,WA,6208
51446,POINT SAMSON,WA,6720
51447,POPANYINNING,WA,6309
51448,PORONGURUP,WA,6324
51449,PORT ALBANY,WA,6330
51450,PORT DENISON,WA,6525
51451,PORT HEDLAND,WA,6721
51452,PORT KENNEDY,WA,6172
51453,POSTANS,WA,6167
51454,PRESTON BEACH,WA,6215
51455,PRESTON SETTLEMENT,WA,6225
51456,PREVELLY,WA,6285
51457,PRINCE REGENT RIVER,WA,6740
51458,PUMPHREYS BRIDGE,WA,6308
51459,PURNULULU,WA,6770
51460,QUAIRADING,WA,6383
51461,QUALEUP,WA,6394
51462,QUEDJINUP,WA,6281
51463,QUEENS PARK,WA,6107
51464,QUEENWOOD,WA,6239
51465,QUELAGETTING,WA,6405
51466,QUELLINGTON,WA,6302
51467,QUINDALUP,WA,6281
51468,QUINDANNING,WA,6391
51469,QUINNINUP,WA,6258
51470,QUINNS ROCKS,WA,6030
51471,RANFORD,WA,6390
51472,RANGEWAY,WA,6530
51473,RAVENSTHORPE,WA,6346
51474,RAVENSWOOD,WA,6208
51475,RAWLINNA,WA,6434
51476,RED GULLY,WA,6503
51477,RED HILL,WA,6056
51478,REDBANK,WA,6721
51479,REDCLIFFE,WA,6104
51480,REDGATE,WA,6286
51481,REDMOND,WA,6327
51482,REDMOND WEST,WA,6327
51483,REEDY,WA,6640
51484,REGANS FORD,WA,6507
51485,REINSCOURT,WA,6280
51486,REMLAP,WA,6472
51487,RESERVOIR,WA,6076
51488,RIDGEWOOD,WA,6030
51489,RINGBARK,WA,6258
51490,RIVERTON,WA,6148
51491,RIVERVALE,WA,6103
51492,ROBINSON,WA,6330
51493,ROCKINGHAM,WA,6168
51494,ROCKINGHAM,WA,6968
51495,ROCKINGHAM BEACH,WA,6168
51496,ROCKINGHAM BEACH,WA,6969
51497,ROCKINGHAM DC,WA,6168
51498,ROCKINGHAM DC,WA,6967
51499,ROCKLEA,WA,6751
51500,ROCKWELL,WA,6532
51501,ROCKY GULLY,WA,6397
51502,ROEBOURNE,WA,6718
51503,ROEBUCK,WA,6725
51504,ROELANDS,WA,6226
51505,ROLEYSTONE,WA,6111
51506,ROSA BROOK,WA,6285
51507,ROSA GLEN,WA,6285
51508,ROSSMORE,WA,6401
51509,ROSSMOYNE,WA,6148
51510,ROTHSAY,WA,6620
51511,ROTTNEST ISLAND,WA,6161
51512,ROYAL AUSTRALIAN NAVY WARSHIPS,WA,6958
51513,RUABON,WA,6280
51514,RUDDS GULLY,WA,6532
51515,RYANSBROOK,WA,6395
51516,SABINA RIVER,WA,6280
51517,SAFETY BAY,WA,6169
51518,SAINT RONANS,WA,6302
51519,SALMON GUMS,WA,6445
51520,SALTER POINT,WA,6152
51521,SAMSON,WA,6163
51522,SAN REMO,WA,6210
51523,SANDPATCH,WA,6330
51524,SANDSPRINGS,WA,6532
51525,SANDSTONE,WA,6639
51526,SANDY GULLY,WA,6535
51527,SAWYERS VALLEY,WA,6074
51528,SCADDAN,WA,6447
51529,SCARBOROUGH,WA,6019
51530,SCARBOROUGH,WA,6922
51531,SCHROEDER,WA,6285
51532,SCOTSDALE,WA,6333
51533,SCOTT RIVER,WA,6288
51534,SCOTT RIVER EAST,WA,6275
51535,SCOTTS BROOK,WA,6244
51536,SEABIRD,WA,6042
51537,SECRET HARBOUR,WA,6173
51538,SEPPINGS,WA,6330
51539,SERPENTINE,WA,6125
51540,SEVILLE GROVE,WA,6112
51541,SHACKLETON,WA,6386
51542,SHADFORTH,WA,6333
51543,SHANNON,WA,6262
51544,SHANNON RIVER MILL,WA,6258
51545,SHARK BAY,WA,6537
51546,SHAY GAP,WA,6761
51547,SHELLEY,WA,6148
51548,SHENTON PARK,WA,6008
51549,SHERLOCK,WA,6714
51550,SHOALWATER,WA,6169
51551,SHOTTS,WA,6225
51552,SIESTA PARK,WA,6280
51553,SILVER SANDS,WA,6210
51554,SINAGRA,WA,6065
51555,SINCLAIR,WA,6450
51556,SINGLETON,WA,6175
51557,SIR SAMUEL,WA,6437
51558,SKELETON ROCK,WA,6426
51559,SMITH BROOK,WA,6258
51560,SOLUS,WA,6207
51561,SOMERVILLE,WA,6430
51562,SORRENTO,WA,6020
51563,SOUTH BODALLIN,WA,6424
51564,SOUTH BOULDER,WA,6432
51565,SOUTH BUNBURY,WA,6230
51566,SOUTH BURRACOPPIN,WA,6421
51567,SOUTH CARNARVON,WA,6701
51568,SOUTH CAROLING,WA,6383
51569,SOUTH DATATINE,WA,6317
51570,SOUTH DOODLAKINE,WA,6411
51571,SOUTH FREMANTLE,WA,6162
51572,SOUTH GLENCOE,WA,6317
51573,SOUTH GREENOUGH,WA,6528
51574,SOUTH GUILDFORD,WA,6055
51575,SOUTH HEDLAND,WA,6722
51576,SOUTH KALGOORLIE,WA,6430
51577,SOUTH KUKERIN,WA,6352
51578,SOUTH KUMMININ,WA,6368
51579,SOUTH KUNUNOPPIN,WA,6489
51580,SOUTH LAKE,WA,6164
51581,SOUTH LAKE GRACE,WA,6353
51582,SOUTH MURCHISON,WA,6635
51583,SOUTH NEWDEGATE,WA,6355
51584,SOUTH PERTH,WA,6151
51585,SOUTH PERTH,WA,6951
51586,SOUTH PERTH ANGELO ST,WA,6151
51587,SOUTH PLANTATIONS,WA,6701
51588,SOUTH QUAIRADING,WA,6383
51589,SOUTH STIRLING,WA,6324
51590,SOUTH TAMMIN,WA,6409
51591,SOUTH TRAYNING,WA,6488
51592,SOUTH YELBENI,WA,6487
51593,SOUTH YILGARN,WA,6426
51594,SOUTH YUNA,WA,6532
51595,SOUTH YUNDERUP,WA,6208
51596,SOUTHAMPTON,WA,6253
51597,SOUTHERN BROOK,WA,6401
51598,SOUTHERN CROSS,WA,6426
51599,SOUTHERN RIVER,WA,6110
51600,SPALDING,WA,6530
51601,SPEARWOOD,WA,6163
51602,SPENCER PARK,WA,6330
51603,SPENCERS BROOK,WA,6401
51604,SPRINGFIELD,WA,6525
51605,SPRINGS,WA,6308
51606,ST GEORGE RANGES,WA,6728
51607,ST JAMES,WA,6102
51608,ST RONANS,WA,6302
51609,STAKE HILL,WA,6181
51610,STAKE HILL,WA,6210
51611,STIRLING,WA,6021
51612,STIRLING ESTATE,WA,6271
51613,STIRLING RANGE NATIONAL PARK,WA,6338
51614,STONEVILLE,WA,6081
51615,STOVE HILL,WA,6714
51616,STRATHALBYN,WA,6530
51617,STRATHAM,WA,6237
51618,STRATHERNE,WA,6309
51619,STRATTON,WA,6056
51620,STRELLEY,WA,6721
51621,STURT CREEK,WA,6770
51622,SUBIACO,WA,6008
51623,SUBIACO,WA,6904
51624,SUBIACO EAST,WA,6008
51625,SUBIACO PO,WA,6904
51626,SUCCESS,WA,6164
51627,SUCCESS,WA,6964
51628,SUNNYSIDE,WA,6256
51629,SUNSET BEACH,WA,6530
51630,SWAN VIEW,WA,6056
51631,SWANBOURNE,WA,6010
51632,TAKALARUP,WA,6324
51633,TALANDJI,WA,6710
51634,TALBOT,WA,6302
51635,TALBOT WEST,WA,6302
51636,TALGOMINE,WA,6490
51637,TALISKER,WA,6701
51638,TAMALA,WA,6532
51639,TAMALA PARK,WA,6030
51640,TAMBELLUP,WA,6320
51641,TAMMIN,WA,6409
51642,TAMPU,WA,6472
51643,TANAMI,WA,6770
51644,TANDEGIN,WA,6415
51645,TAPPING,WA,6065
51646,TARCOOLA BEACH,WA,6530
51647,TARDUN,WA,6628
51648,TARIN ROCK,WA,6353
51649,TARWONGA,WA,6391
51650,TEESDALE,WA,6213
51651,TELFER,WA,6762
51652,TENINDEWA,WA,6632
51653,TENTERDEN,WA,6322
51654,THE LAKES,WA,6556
51655,THE PLAINS,WA,6237
51656,THE SPECTACLES,WA,6167
51657,THE VINES,WA,6069
51658,THEVENARD ISLAND,WA,6711
51659,THOMSON BROOK,WA,6239
51660,THORNLIE,WA,6108
51661,THORNLIE,WA,6988
51662,THREE SPRINGS,WA,6519
51663,THROSSELL,WA,6401
51664,TIBRADDEN,WA,6532
51665,TINCURRIN,WA,6361
51666,TINGLEDALE,WA,6333
51667,TJIRRKARLI,WA,0872
51668,TJUKURLA,WA,0872
51669,TOM PRICE,WA,6751
51670,TONEBRIDGE,WA,6244
51671,TOODYAY,WA,6566
51672,TOOLIBIN,WA,6312
51673,TOOLONGA,WA,6532
51674,TOOMPUP,WA,6336
51675,TORBAY,WA,6330
51676,TORNDIRRUP,WA,6330
51677,TOWNSENDALE,WA,6311
51678,TRAFALGAR,WA,6431
51679,TRAYNING,WA,6488
51680,TREEBY,WA,6164
51681,TREETON,WA,6284
51682,TRENT,WA,6333
51683,TRIGG,WA,6029
51684,TRIGWELL,WA,6244
51685,TRIGWELL,WA,6393
51686,TUART HILL,WA,6060
51687,TUART HILL,WA,6937
51688,TUART HILL,WA,6938
51689,TUART HILL,WA,6939
51690,TUART HILL,WA,6940
51691,TURKEY HILL,WA,6426
51692,TUTUNUP,WA,6280
51693,TWO ROCKS,WA,6037
51694,UCARTY,WA,6462
51695,UCARTY WEST,WA,6460
51696,UDUC,WA,6220
51697,ULARRING,WA,6436
51698,UPPER CAPEL,WA,6239
51699,UPPER MURRAY,WA,6390
51700,UPPER SWAN,WA,6069
51701,UPPER WARREN,WA,6258
51702,USELESS LOOP,WA,6537
51703,USHER,WA,6230
51704,UTAKARRA,WA,6530
51705,VALENTINE,WA,6532
51706,VANCOUVER PENINSULA,WA,6330
51707,VARLEY,WA,6355
51708,VASSE,WA,6280
51709,VICTORIA PARK,WA,6100
51710,VICTORIA PARK,WA,6979
51711,VICTORIA ROCK,WA,6429
51712,VICTORY HEIGHTS,WA,6432
51713,VITTORIA,WA,6230
51714,VIVEASH,WA,6056
51715,WADDERIN,WA,6369
51716,WADDINGTON,WA,6509
51717,WADDY FOREST,WA,6515
51718,WAEEL,WA,6407
51719,WAGERUP,WA,6215
51720,WAGGRAKINE,WA,6530
51721,WAGIN,WA,6315
51722,WAIKIKI,WA,6169
51723,WALEBING,WA,6510
51724,WALGOOLAN,WA,6422
51725,WALKAWAY,WA,6528
51726,WALLAREENYA,WA,6721
51727,WALLAROO,WA,6429
51728,WALLISTON,WA,6076
51729,WALLISTON DC,WA,6076
51730,WALLISTON DC,WA,6925
51731,WALMSLEY,WA,6330
51732,WALPOLE,WA,6398
51733,WALSALL,WA,6280
51734,WALYORMOURING,WA,6460
51735,WALYUNGA NATIONAL PARK,WA,6084
51736,WALYURIN,WA,6363
51737,WAMENUSKING,WA,6383
51738,WANDANA,WA,6532
51739,WANDERING,WA,6308
51740,WANDI,WA,6167
51741,WANDILLUP,WA,6256
51742,WANDINA,WA,6530
51743,WANERIE,WA,6503
51744,WANGARA,WA,6065
51745,WANGARA DC,WA,6065
51746,WANGARA DC,WA,6947
51747,WANNAMAL,WA,6505
51748,WANNANUP,WA,6210
51749,WANNEROO,WA,6065
51750,WANNEROO,WA,6946
51751,WANSBROUGH,WA,6320
51752,WARAKURNA,WA,0872
51753,WARAWARRUP,WA,6220
51754,WARBURTON,WA,6431
51755,WARDERING,WA,6311
51756,WARDING EAST,WA,6405
51757,WARMUN,WA,6743
51758,WARNBRO,WA,6169
51759,WARNER GLEN,WA,6288
51760,WAROONA,WA,6215
51761,WARRACHUPPIN,WA,6423
51762,WARRADARGE,WA,6518
51763,WARRALAKIN,WA,6421
51764,WARRENUP,WA,6330
51765,WARWICK,WA,6024
51766,WATERBANK,WA,6725
51767,WATERCARRIN,WA,6407
51768,WATERFORD,WA,6152
51769,WATERLOO,WA,6228
51770,WATERMANS BAY,WA,6020
51771,WATHEROO,WA,6513
51772,WATTENING,WA,6568
51773,WATTLE GROVE,WA,6107
51774,WATTLEUP,WA,6166
51775,WATTONING,WA,6479
51776,WEBBERTON,WA,6530
51777,WEDGE ISLAND,WA,6044
51778,WEDGECARRUP,WA,6315
51779,WEDGEFIELD,WA,6721
51780,WELBUNGIN,WA,6477
51781,WELD RANGE,WA,6640
51782,WELLARD,WA,6170
51783,WELLESLEY,WA,6233
51784,WELLINGTON FOREST,WA,6236
51785,WELLINGTON MILL,WA,6236
51786,WELLSTEAD,WA,6328
51787,WELSHPOOL,WA,6106
51788,WELSHPOOL DC,WA,6106
51789,WELSHPOOL DC,WA,6986
51790,WEMBLEY,WA,6014
51791,WEMBLEY,WA,6913
51792,WEMBLEY DOWNS,WA,6019
51793,WEST BALLIDU,WA,6606
51794,WEST BEACH,WA,6450
51795,WEST BINNU,WA,6532
51796,WEST BUSSELTON,WA,6280
51797,WEST CAPE HOWE,WA,6330
51798,WEST CASUARINAS,WA,6630
51799,WEST COOLUP,WA,6214
51800,WEST END,WA,6530
51801,WEST FITZGERALD,WA,6337
51802,WEST HOLLETON,WA,6369
51803,WEST ISLAND COCOS (KEELING) ISLANDS,WA,6799
51804,WEST KALGOORLIE,WA,6430
51805,WEST LAMINGTON,WA,6430
51806,WEST LEEDERVILLE,WA,6007
51807,WEST LEEDERVILLE,WA,6901
51808,WEST LYONS RIVER,WA,6705
51809,WEST PERTH,WA,6005
51810,WEST PERTH,WA,6872
51811,WEST PINGELLY,WA,6308
51812,WEST PINJARRA,WA,6208
51813,WEST POPANYINNING,WA,6309
51814,WEST RIVER,WA,6346
51815,WEST SWAN,WA,6055
51816,WEST TOODYAY,WA,6566
51817,WESTDALE,WA,6304
51818,WESTFIELD,WA,6111
51819,WESTMINSTER,WA,6061
51820,WESTONIA,WA,6423
51821,WESTWOOD,WA,6316
51822,WHIM CREEK,WA,6718
51823,WHITBY,WA,6123
51824,WHITE GUM VALLEY,WA,6162
51825,WHITE PEAK,WA,6532
51826,WHITEMAN,WA,6068
51827,WHITTAKER,WA,6207
51828,WIALKI,WA,6473
51829,WICHERINA,WA,6532
51830,WICHERINA SOUTH,WA,6532
51831,WICKEPIN,WA,6370
51832,WICKHAM,WA,6720
51833,WIDGIEMOOLTHA,WA,6443
51834,WIJILAWARRIM,WA,6743
51835,WILBERFORCE,WA,6302
51836,WILBINGA,WA,6041
51837,WILGA,WA,6243
51838,WILGA WEST,WA,6243
51839,WILGARRUP,WA,6258
51840,WILGOYNE,WA,6479
51841,WILLAGEE,WA,6156
51842,WILLAGEE CENTRAL,WA,6156
51843,WILLARE,WA,6728
51844,WILLETTON,WA,6155
51845,WILLETTON,WA,6955
51846,WILLIAM BAY,WA,6333
51847,WILLIAMS,WA,6391
51848,WILLIAMSTOWN,WA,6430
51849,WILLYUNG,WA,6330
51850,WILSON,WA,6107
51851,WILUNA,WA,6646
51852,WILYABRUP,WA,6280
51853,WINCHESTER,WA,6517
51854,WINDABOUT,WA,6450
51855,WINDY HARBOUR,WA,6262
51856,WINGELLINA,WA,0872
51857,WINNEJUP,WA,6255
51858,WINTHROP,WA,6150
51859,WITCHCLIFFE,WA,6286
51860,WITHERS,WA,6230
51861,WITTENOOM,WA,6751
