rowid,suburb_name,state,postcode,ssc,candidate_ssc1,candidate_ssc2,candidate_ssc3,score1,score2,score3,matched_canonical_key1,matched_canonical_key2,matched_canonical_key3
31389,SKIPTON,NSW,,,14410,13815,13834,78,76,76,STOCKTON|NSW,PAXTON|NSW,PELTON|NSW
31408,BLAMPIED,NSW,,,10964,10510,11704,78,77,77,CAMPSIE|NSW,BLOOMFIELD|NSW,EMPIRE BAY|NSW
31438,SMOKEY TOWN,NSW,,,14298,14410,22770,74,74,73,SOMERTON|NSW,STOCKTON|NSW,SMOKEY TOWN|VIC
31440,SMOKEYTOWN,NSW,,,14298,14410,14228,77,77,75,SOMERTON|NSW,STOCKTON|NSW,SEFTON|NSW
31442,SPRINGMOUNT,NSW,,,13961,14365,41676,77,76,74,PYRMONT|NSW,SPRINGWOOD|NSW,SPRINGTON|SA
31455,AMHERST,NSW,,,10287,10028,13104,78,76,76,BATHURST|NSW,ALBERT|NSW,MERNOT|NSW
31459,CARALULUP,NSW,,,20574,10084,10086,77,75,75,CARALULUP|VIC,ARALUEN|NSW,ARATULA|NSW
31465,LILLICUR,NSW,,,12571,21795,13154,75,75,73,KILLCARE|NSW,LILLICUR|VIC,MILLER|NSW
31535,JALLUKUR,NSW,,,21503,10031,10129,75,73,73,JALLUKUR|VIC,ALBURY|NSW,AUBURN|NSW
31551,RHYMNEY,NSW,,,14630,14004,14159,76,75,74,SYDNEY|NSW,RATHMINES|NSW,RYAN|NSW
31554,ROSSBRIDGE,NSW,,,14390,14119,14101,79,78,77,STANBRIDGE|NSW,ROSSI|NSW,ROSEBERG|NSW
31562,YALLA-Y-POORA,NSW,,,23479,14141,13773,76,71,67,YALLA-Y-POORA|VIC,ROYALLA|NSW,PALLAL|NSW
31568,MAFEKING,NSW,,,12997,13085,13103,78,78,78,MARENGO|NSW,MELINGA|NSW,MERINGO|NSW
31574,WICKLIFFE,NSW,,,15156,23350,51859,79,77,74,WARNECLIFFE|NSW,WICKLIFFE|VIC,WITCHCLIFFE|WA
31584,MOKEPILLY,NSW,,,22070,13112,13206,77,75,75,MOKEPILLY|VIC,MERRILL|NSW,MOGILLA|NSW
31603,DEEP LEAD,NSW,,,20872,10361,11492,77,72,72,DEEP LEAD|VIC,BENDEELA|NSW,DELEGATE|NSW
31615,JOEL JOEL,NSW,,,21528,12026,12459,77,75,74,JOEL JOEL|VIC,GOL GOL|NSW,JOLLY NOSE|NSW
31621,LAKE FYANS,NSW,,,12710,12715,21720,79,79,79,LAKE HAVEN|NSW,LAKE INNES|NSW,LAKE FYANS|VIC
31648,NAVARRE,NSW,,,13470,10923,13484,78,76,76,NACURRIE|NSW,CALARE|NSW,NARARA|NSW
31658,LEDCOURT,NSW,,,12783,12786,12885,77,76,76,LETCHWORTH|NSW,LEURA|NSW,LOUTH|NSW
31670,RUPANYUP,NSW,,,13790,13814,13987,70,70,70,PANUARA|NSW,PAUPONG|NSW,RABY|NSW
31696,KELLALAC,NSW,,,10331,12567,11687,78,78,75,BELLATA|NSW,KILLARA|NSW,ELLALONG|NSW
31710,REEDY DAM,NSW,,,14015,14697,14029,72,72,71,RED HEAD|NSW,TAREE DC|NSW,REEDY CREEK|NSW
31715,HOPEVALE,NSW,,,50746,10965,11181,77,75,75,HOPE VALLEY|WA,CAMPVALE|NSW,COLEDALE|NSW
42879,SOUTHBANK,NSW,,,14334,14215,14336,79,77,77,SOUTHAMPTON|NSW,SCOTCHMAN|NSW,SOUTHGATE|NSW
42885,FOOTSCRAY,NSW,,,21112,23325,10611,77,71,70,FOOTSCRAY|VIC,WEST FOOTSCRAY|VIC,BOORAL|NSW
42889,SEDDON WEST,NSW,,,15275,22717,14285,75,73,71,WEST WALLSEND|NSW,SEDDON WEST|VIC,SMITHFIELD WEST|NSW
42943,DEER PARK EAST,NSW,,,20876,11482,10407,78,77,74,DEER PARK EAST|VIC,DEAN PARK|NSW,BEVERLEY PARK|NSW
42961,MAMBOURIN,NSW,,,10129,13488,21895,78,77,77,AUBURN|NSW,NAREMBURN|NSW,MAMBOURIN|VIC
42975,DERRIMUT,NSW,,,10396,20894,11509,78,75,73,BERRIMA|NSW,DERRIMUT|VIC,DEWITT|NSW
42979,LAVERTON RAAF,NSW,,,50951,21770,12755,79,76,71,LAVERTON|WA,LAVERTON RAAF|VIC,LAVERSTOCK|NSW
42995,TRUGANINA,NSW,,,14692,14675,14895,78,75,75,TARANA|NSW,TAMINDA|NSW,TRANGIE|NSW
43007,WERRIBEE SOUTH,NSW,,,14698,23320,14330,79,78,71,TAREE SOUTH|NSW,WERRIBEE SOUTH|VIC,SOUTH WENTWORTHVILLE|NSW
43018,TRAVANCORE,NSW,,,14394,14742,14893,77,74,72,STANMORE|NSW,TERRANORA|NSW,TRAJERE|NSW
43030,DELAHEY,NSW,,,11492,10121,10132,78,76,76,DELEGATE|NSW,ASHLEY|NSW,AUDLEY|NSW
43046,MOONEE PONDS,NSW,,,13256,13248,22095,77,75,75,MOONEE|NSW,MOONA PLAINS|NSW,MOONEE PONDS|VIC
43068,NIDDRIE,NSW,,,11613,12381,10833,74,74,73,DURI|NSW,INDI|NSW,BUNDURE|NSW
43078,PASCOE VALE,NSW,,,13751,13781,14792,76,74,74,OXLEY VALE|NSW,PALMVALE|NSW,THE VALE|NSW
43118,BRUNSWICK SOUTH,NSW,,,20443,10383,10063,79,76,74,BRUNSWICK SOUTH|VIC,BERMAGUI SOUTH|NSW,ANABRANCH SOUTH|NSW
43150,FAWKNER,NSW,,,11789,11349,12417,78,73,73,FALCONER|NSW,CRAWNEY|NSW,JAUNTER|NSW
43161,YUROKE,NSW,,,14077,15583,13960,76,76,74,ROCKLEY|NSW,YORKLEA|NSW,PYREE|NSW
43167,KALKALLO,NSW,,,10938,21548,10098,75,75,73,CALWALLA|NSW,KALKALLO|VIC,ARKELL|NSW
43169,MICKLEHAM,NSW,,,22007,13146,12620,77,76,75,MICKLEHAM|VIC,MILA|NSW,KIRKHAM|NSW
43171,ROXBURGH PARK,NSW,,,13798,22656,14164,76,76,69,PARKESBOROUGH|NSW,ROXBURGH PARK|VIC,RYE PARK|NSW
43186,NORTHCOTE SOUTH,NSW,,,22369,11303,14324,79,76,76,NORTHCOTE SOUTH|VIC,COREE SOUTH|NSW,SOUTH NOWRA|NSW
43204,SYLVESTER,NSW,,,14268,15578,14789,79,75,74,SILVERWATER|NSW,YETHERA|NSW,THE SLOPES|NSW
43208,RESERVOIR,NSW,,,51487,22593,13931,72,71,70,RESERVOIR|WA,RESERVOIR EAST|VIC,PREMER|NSW
43210,RESERVOIR EAST,NSW,,,22593,11647,14043,78,71,69,RESERVOIR EAST|VIC,EAST RYDE|NSW,RESERVE CREEK|NSW
43212,RESERVOIR NORTH,NSW,,,22594,13618,13616,79,76,73,RESERVOIR NORTH|VIC,NORTH SHORE|NSW,NORTH RYDE|NSW
43214,RESERVOIR SOUTH,NSW,,,22595,13845,14326,79,72,72,RESERVOIR SOUTH|VIC,PENRITH SOUTH|NSW,SOUTH PENRITH|NSW
43216,THOMASTOWN,NSW,,,14803,60477,14711,77,77,75,THORNTON|NSW,NEW TOWN|TAS,TATTON|NSW
43238,HEIDELBERG RGH,NSW,,,21398,12270,21396,78,69,69,HEIDELBERG RGH|VIC,HECKENBERG|NSW,HEIDELBERG|VIC
43246,KINGSBURY,NSW,,,12386,12600,21635,77,77,77,INGLEBURN|NSW,KINGSFORD|NSW,KINGSBURY|VIC
43254,HEIDELBERG,NSW,,,12270,21396,12277,79,79,74,HECKENBERG|NSW,HEIDELBERG|VIC,HERMIDALE|NSW
43258,VIEWBANK,NSW,,,14022,14100,15061,78,75,75,REDBANK|NSW,ROSEBANK|NSW,VIEWMONT|NSW
43278,PLENTY,NSW,,,13843,14258,13700,76,76,74,PENRITH|NSW,SHIPLEY|NSW,OBLEY|NSW
43282,LOWER PLENTY,NSW,,,12907,21847,12906,76,75,73,LOWER PORTLAND|NSW,LOWER PLENTY|VIC,LOWER PEACOCK|NSW
43289,RESEARCH,NSW,,,14897,14221,13931,78,75,73,TREGEAR|NSW,SEAFORTH|NSW,PREMER|NSW
43293,BEND OF ISLANDS,NSW,,,20257,14375,10116,79,70,69,BEND OF ISLANDS|VIC,ST HUBERTS ISLAND|NSW,ASHBY ISLAND|NSW
43321,STRADBROKE PARK,NSW,,,22863,14445,14241,79,75,73,STRADBROKE PARK|VIC,STUD PARK|NSW,SHANE PARK|NSW
43331,TEMPLESTOWE,NSW,,,14723,23004,23005,75,73,72,TEMPE|NSW,TEMPLESTOWE|VIC,TEMPLESTOWE LOWER|VIC
43335,DONCASTER,NSW,,,11526,13059,13547,77,77,77,DIRNASEER|NSW,MCALISTER|NSW,NEWCASTLE|NSW
43349,WARRANDYTE,NSW,,,15160,15176,23258,79,79,79,WARRADERRY|NSW,WARRENDINE|NSW,WARRANDYTE|VIC
43355,CHIRNSIDE PARK,NSW,,,10946,20665,10106,78,78,76,CAMBRIDGE PARK|NSW,CHIRNSIDE PARK|VIC,ARNDELL PARK|NSW
43437,NUNAWADING,NSW,,,15127,13668,13942,74,72,72,WANAARING|NSW,NUNDERI|NSW,PUCAWAN|NSW
43447,VERMONT SOUTH,NSW,,,23170,14334,14328,76,75,74,VERMONT SOUTH|VIC,SOUTHAMPTON|NSW,SOUTH TAMWORTH|NSW
43459,BEDFORD ROAD,NSW,,,50104,20223,10323,77,75,74,BEDFORD|WA,BEDFORD ROAD|VIC,BELFORD|NSW
43470,CROYDON SOUTH,NSW,,,10951,11380,14307,79,79,79,CAMDEN SOUTH|NSW,CROYDON|NSW,SOUTH COOGEE|NSW
43472,KILSYTH,NSW,,,12551,21626,10025,74,73,70,KIAH|NSW,KILSYTH|VIC,AIRLY|NSW
43474,KILSYTH SOUTH,NSW,,,14316,14318,21627,77,76,76,SOUTH HILL|NSW,SOUTH KEMPSEY|NSW,KILSYTH SOUTH|VIC
43484,LAUNCHING PLACE,NSW,,,21765,10073,12868,79,76,67,LAUNCHING PLACE|VIC,ANGUS PLACE|NSW,LONG PLAIN|NSW
43501,DOMAIN ROAD PO,NSW,,,20923,13832,13195,78,69,67,DOMAIN ROAD PO|VIC,PELAW MAIN|NSW,MISSENDEN ROAD|NSW
43505,HAWKSBURN,NSW,,,10129,11095,21372,78,77,77,AUBURN|NSW,CHATSBURY|NSW,HAWKSBURN|VIC
43566,WANTIRNA,NSW,,,15079,15130,14836,78,78,76,WAITARA|NSW,WANDERA|NSW,TIONA|NSW
43568,WANTIRNA SOUTH,NSW,,,23239,14332,14334,78,74,73,WANTIRNA SOUTH|VIC,SOUTH WINDSOR|NSW,SOUTHAMPTON|NSW
43587,UPWEY,NSW,,,15237,13953,15280,78,74,74,WELBY|NSW,PUTNEY|NSW,WESTBY|NSW
43611,BOORAN ROAD PO,NSW,,,20359,13913,10609,78,73,69,BOORAN ROAD PO|VIC,PORT BOTANY|NSW,BOORABEE PARK|NSW
43625,HUGHESDALE,NSW,,,21457,11984,10067,79,77,74,HUGHESDALE|VIC,GLENDALE|NSW,ANGLEDALE|NSW
43631,OAKLEIGH EAST,NSW,,,22402,13729,13991,76,75,71,OAKLEIGH EAST|VIC,ORANGE EAST|NSW,RALEIGH|NSW
43633,OAKLEIGH SOUTH,NSW,,,22403,13845,14326,78,74,74,OAKLEIGH SOUTH|VIC,PENRITH SOUTH|NSW,SOUTH PENRITH|NSW
43647,SANDOWN VILLAGE,NSW,,,22690,14244,14805,79,74,74,SANDOWN VILLAGE|VIC,SHANNON VALE|NSW,THREDBO VILLAGE|NSW
43659,NOBLE PARK EAST,NSW,,,22345,13096,11735,79,78,76,NOBLE PARK EAST|VIC,MENANGLE PARK|NSW,ESCHOL PARK|NSW
43671,DUNEARN,NSW,,,10828,11590,11599,78,78,78,BUNDEMAR|NSW,DUNBOGAN|NSW,DUNGEREE|NSW
43673,SCORESBY BC,NSW,,,14297,22701,14046,74,73,69,SOMERSBY|NSW,SCORESBY BC|VIC,REVESBY|NSW
43687,PRAHRAN EAST,NSW,,,11648,13729,22535,77,77,75,EAST SEAHAM|NSW,ORANGE EAST|NSW,PRAHRAN EAST|VIC
43693,ST KILDA SOUTH,NSW,,,14384,22836,14316,78,78,75,ST MARYS SOUTH|NSW,ST KILDA SOUTH|VIC,SOUTH HILL|NSW
43695,ST KILDA WEST,NSW,,,22837,12609,13054,76,71,71,ST KILDA WEST|VIC,KINGSWAY WEST|NSW,MAYFIELD WEST|NSW
43698,ST KILDA EAST,NSW,,,11641,14383,22831,79,76,76,EAST KILLARA|NSW,ST MARYS EAST|NSW,ST KILDA EAST|VIC
43700,BRIGHTON ROAD,NSW,,,10702,10703,40192,79,79,79,BRIGHTON LE SANDS|NSW,BRIGHTON-LE-SANDS|NSW,BRIGHTON|SA
43708,RIPPONLEA,NSW,,,14836,15044,14062,73,73,72,TIONA|NSW,URILA|NSW,RIVERLEA|NSW
43716,WERE STREET PO,NSW,,,23316,14699,15493,78,69,69,WERE STREET PO|VIC,TAREE WEST|NSW,WYEE POINT|NSW
43734,HIGHETT,NSW,,,10509,21417,11106,73,73,72,BLIGHTY|NSW,HIGHETT|VIC,CHICHESTER|NSW
43763,MORDIALLOC,NSW,,,22117,13288,13277,79,77,75,MORDIALLOC|VIC,MORTDALE|NSW,MORAGO|NSW
43769,WATERWAYS,NSW,,,15194,15200,23281,77,77,77,WATERFALL|NSW,WATERVIEW|NSW,WATERWAYS|VIC
43781,PATTERSON LAKES,NSW,,,22453,13812,12309,79,77,71,PATTERSON LAKES|VIC,PATERSON|NSW,HMAS WATSON|NSW
43809,MCKINNON,NSW,,,13185,11112,11183,76,75,75,MINTO|NSW,CHINNOCK|NSW,COLINTON|NSW
43825,PORT MELBOURNE,NSW,,,22522,22361,13913,78,76,73,PORT MELBOURNE|VIC,NORTH MELBOURNE|VIC,PORT BOTANY|NSW
43832,POINT WILSON,NSW,,,13903,14196,14728,79,77,76,POINT WOLSTONCROFT|NSW,SANDY POINT|NSW,TENNYSON POINT|NSW
43849,BELL POST HILL,NSW,,,20233,13925,10336,78,75,74,BELL POST HILL|VIC,POTTS HILL|NSW,BELLEVUE HILL|NSW
43851,DRUMCONDRA,NSW,,,20953,11592,11569,79,75,74,DRUMCONDRA|VIC,DUNDAS|NSW,DRUMMOYNE|NSW
43876,WAURN PONDS,NSW,,,14205,15209,14700,79,77,73,SAUMAREZ PONDS|NSW,WATTLE PONDS|NSW,TAREN POINT|NSW
43919,CERES,NSW,,,11124,11302,10917,78,78,76,CLARE|NSW,COREE|NSW,CAERLEON|NSW
43921,GEELONG MC,NSW,,,21157,10690,11892,79,77,75,GEELONG MC|VIC,BREELONG|NSW,GALONG|NSW
43923,GNARWARRE,NSW,,,13484,13505,10107,78,78,77,NARARA|NSW,NARWEE|NSW,ARRAWARRA|NSW
43927,KENNETT RIVER,NSW,,,21594,12840,13356,76,73,73,KENNETT RIVER|VIC,LITTLE RIVER|NSW,MOUNT RIVERS|NSW
43933,STAUGHTON VALE,NSW,,,22846,14475,14244,78,77,76,STAUGHTON VALE|VIC,SWAN VALE|NSW,SHANNON VALE|NSW
43942,CLIFTON SPRINGS,NSW,,,20686,10424,12464,79,76,76,CLIFTON SPRINGS|VIC,BIG SPRINGS|NSW,JORDAN SPRINGS|NSW
43947,MANNERIM,NSW,,,12966,12996,13420,76,76,76,MANAR|NSW,MARDI|NSW,MUNNI|NSW
43956,LEOPOLD,NSW,,,12013,12723,10069,78,78,75,GLENWOOD|NSW,LAKEWOOD|NSW,ANGLEDOOL|NSW
43970,CONNEWARRE,NSW,,,20743,11228,11225,79,77,75,CONNEWARRE|VIC,CONGEWAI|NSW,CONEAC|NSW
43976,JAN JUC,NSW,,,21507,10072,12456,73,70,67,JAN JUC|VIC,ANGUS|NSW,JOADJA|NSW
43994,CAPE OTWAY,NSW,,,20567,13900,10951,71,69,67,CAPE OTWAY|VIC,POINT CLARE|NSW,CAMDEN SOUTH|NSW
43997,PETTICOAT CREEK,NSW,,,13906,22470,13819,79,79,78,POLA CREEK|NSW,PETTICOAT CREEK|VIC,PEACOCK CREEK|NSW
44009,PENNYROYAL,NSW,,,13846,13908,13959,72,72,72,PENROSE|NSW,POMEROY|NSW,PYRAMUL|NSW
44051,MODEWARRE,NSW,,,22064,10941,13280,77,74,73,MODEWARRE|VIC,CAMBEWARRA|NSW,MOREE|NSW
44057,PARAPARAP,NSW,,,15526,13792,13790,78,76,75,YARARA|NSW,PARA|NSW,PANUARA|NSW
44065,WINCHELSEA,NSW,,,23373,15355,51853,79,77,74,WINCHELSEA|VIC,WINDELLA|NSW,WINCHESTER|WA
44069,WURDIBOLUC,NSW,,,23461,15044,15047,79,70,70,WURDIBOLUC|VIC,URILA|NSW,UROLY|NSW
44079,WARNCOORT,NSW,,,15185,15155,23249,78,77,77,WARROO|NSW,WARKWORTH|NSW,WARNCOORT|VIC
44097,DREEITE,NSW,,,11492,11509,11776,78,76,76,DELEGATE|NSW,DEWITT|NSW,EXETER|NSW
44113,ONDIT,NSW,,,13911,13715,13744,78,74,74,PONTO|NSW,OLINDA|NSW,OURNIE|NSW
44115,PIRRON YALLOCK,NSW,,,22493,15564,14141,78,71,69,PIRRON YALLOCK|VIC,YELLOW PINCH|NSW,ROYALLA|NSW
44117,POMBORNEIT EAST,NSW,,,22506,13729,11649,79,76,72,POMBORNEIT EAST|VIC,ORANGE EAST|NSW,EAST TAMWORTH|NSW
44119,SWAN MARSH,NSW,,,14176,14382,14473,77,77,77,SALT ASH|NSW,ST MARYS|NSW,SWAN BAY|NSW
44121,TANYBRYN,NSW,,,14682,14671,14692,75,73,73,TANNABAR|NSW,TAMBAN|NSW,TARANA|NSW
44137,ELLIMINYT,NSW,,,21026,13321,10341,77,76,75,ELLIMINYT|VIC,MOUNT ELLIOT|NSW,BELMONT|NSW
44158,CARPENDEIT,NSW,,,20600,11126,10983,79,77,75,CARPENDEIT|VIC,CLARENCE|NSW,CAPEEN|NSW
44160,CHOCOLYN,NSW,,,11204,10186,10741,78,75,75,COLYTON|NSW,BALCOLYN|NSW,BROOKLYN|NSW
44162,GNOTUK,NSW,,,12023,12007,12066,74,73,73,GOCUP|NSW,GLENROCK|NSW,GOSTWYCK|NSW
44174,SKIBO,NSW,,,14972,14444,15389,75,74,71,UKI|NSW,STUBBO|NSW,WOKO|NSW
44178,STONYFORD,NSW,,,13741,14150,14421,78,77,77,OTFORD|NSW,RUNNYFORD|NSW,STRATFORD|NSW
44182,TESBURY,NSW,,,14121,15280,14173,78,76,75,ROTHBURY|NSW,WESTBY|NSW,SALISBURY|NSW
44192,DIXIE,NSW,,,10453,13158,11506,74,74,71,BINGIE|NSW,MILLIE|NSW,DEUA|NSW
44194,ECKLIN SOUTH,NSW,,,10343,14303,12537,79,79,76,BELMONT SOUTH|NSW,SOUTH BALLINA|NSW,KENTUCKY SOUTH|NSW
44222,THE SISTERS,NSW,,,14788,14789,14782,76,76,74,THE SHADES|NSW,THE SLOPES|NSW,THE RISK|NSW
44236,JANCOURT,NSW,,,10071,21508,10222,75,75,73,ANGOURIE|NSW,JANCOURT|VIC,BANGOR|NSW
44240,NAROGHID,NSW,,,22273,11011,11952,75,73,73,NAROGHID|VIC,CARODA|NSW,GINGHI|NSW
44253,CURDIE VALE,NSW,,,10517,11491,11723,79,79,79,BLUE VALE|NSW,DEER VALE|NSW,ERIN VALE|NSW
44257,CURDIEVALE,NSW,,,20830,11386,11309,79,78,77,CURDIEVALE|VIC,CUDAL|NSW,CORNDALE|NSW
44267,NIRRANDA SOUTH,NSW,,,14324,14321,22343,79,78,78,SOUTH NOWRA|NSW,SOUTH MAITLAND|NSW,NIRRANDA SOUTH|VIC
44269,NULLAWARRE,NSW,,,15329,15175,14923,76,75,74,WILLAWARRIN|NSW,WARREN|NSW,TULLAMORE|NSW
44271,NULLAWARRE EAST,NSW,,,22381,11651,11647,79,74,69,NULLAWARRE EAST|VIC,EAST WARDELL|NSW,EAST RYDE|NSW
44281,TIMBOON WEST,NSW,,,23044,15274,15271,75,73,71,TIMBOON WEST|VIC,WEST TAMWORTH|NSW,WEST PYMBLE|NSW
44283,PORT CAMPBELL,NSW,,,22519,13915,10960,76,75,73,PORT CAMPBELL|VIC,PORT KEMBLA|NSW,CAMPBELLTOWN|NSW
44289,PETERBOROUGH,NSW,,,13798,14211,14389,79,77,77,PARKESBOROUGH|NSW,SCARBOROUGH|NSW,STANBOROUGH|NSW
44294,PURA PURA,NSW,,,13792,13790,15043,76,75,75,PARA|NSW,PANUARA|NSW,URIARRA|NSW
44324,PURNIM WEST,NSW,,,15271,22552,13744,73,73,72,WEST PYMBLE|NSW,PURNIM WEST|VIC,OURNIE|NSW
44353,KIRKSTALL,NSW,,,12552,21641,12620,78,77,75,KIALLA|NSW,KIRKSTALL|VIC,KIRKHAM|NSW
44367,YARPTURK,NSW,,,14203,15525,15527,76,76,76,SATUR|NSW,YAOUK|NSW,YARRA|NSW
44371,PORT FAIRY,NSW,,,13913,10239,13914,76,74,73,PORT BOTANY|NSW,BAR POINT|NSW,PORT HACKING|NSW
44383,TYRENDARRA EAST,NSW,,,23139,11648,14013,79,71,70,TYRENDARRA EAST|VIC,EAST SEAHAM|NSW,RAYMOND TERRACE EAST|NSW
44387,CONDAH SWAMP,NSW,,,20740,10479,13205,75,71,71,CONDAH SWAMP|VIC,BLACK SWAMP|NSW,MOGGS SWAMP|NSW
44393,RIPPONHURST,NSW,,,13847,14091,13687,79,79,74,PENSHURST|NSW,ROOKHURST|NSW,OAKHURST|NSW
44401,GAZETTE,NSW,,,11742,12089,12314,73,73,73,ETTREMA|NSW,GRATTAI|NSW,HOLGATE|NSW
44423,MOUTAJUP,NSW,,,22193,13274,13295,75,73,73,MOUTAJUP|VIC,MOOTAI|NSW,MORUYA|NSW
44425,VICTORIA POINT,NSW,,,33629,23174,14716,78,78,74,VICTORIA POINT|QLD,VICTORIA POINT|VIC,TAYLORS POINT|NSW
44439,BYADUK,NSW,,,10898,10171,10459,76,74,74,BYANGUM|NSW,BADJA|NSW,BINYA|NSW
44459,YATCHAW,NSW,,,15557,14709,14710,78,76,76,YATHELLA|NSW,TATHAM|NSW,TATHRA|NSW
44461,YULECART,NSW,,,23533,15589,13659,75,73,70,YULECART|VIC,YULUMA|NSW,NULLICA|NSW
44471,HOTSPUR,NSW,,,11095,21450,10002,75,73,72,CHATSBURY|NSW,HOTSPUR|VIC,ABBOTSBURY|NSW
44481,DRIK DRIK,NSW,,,20944,10705,11570,77,69,69,DRIK DRIK|VIC,BRIL BRIL|NSW,DRY CREEK|NSW
44483,DRUMBORG,NSW,,,11603,11406,11572,78,76,76,DUNMORE|NSW,CUMBO|NSW,DUBBO|NSW
44497,MYAMYN,NSW,,,12990,13056,13125,76,76,76,MANYANA|NSW,MAYRUNG|NSW,MIAMLEY|NSW
44501,ALLESTREE,NSW,,,12961,10340,20032,78,77,77,MALLEE|NSW,BELLTREES|NSW,ALLESTREE|VIC
44508,DUTTON WAY,NSW,,,20980,40458,40459,79,78,71,DUTTON WAY|VIC,DUTTON|SA,DUTTON EAST|SA
44524,DIGBY,NSW,,,13149,12383,10090,78,76,74,MILBY|NSW,INGEBYRA|NSW,ARDING|NSW
44543,CHETWYND,NSW,,,12275,20655,11086,76,75,74,HENTY|NSW,CHETWYND|VIC,CHARLESTOWN|NSW
44545,DERGHOLM,NSW,,,11672,11722,20893,76,75,75,EDROM|NSW,ERIGOLIA|NSW,DERGHOLM|VIC
44554,LAKE MUNDI,NSW,,,21729,12716,50937,79,77,77,LAKE MUNDI|VIC,LAKE MUNMORAH|NSW,LAKE MUIR|WA
44562,POOLAIJELO,NSW,,,13912,14861,15449,74,74,74,POONCARIE|NSW,TOOLIJOOA|NSW,WOOLGARLO|NSW
44578,CAVENDISH,NSW,,,11346,11077,20628,78,77,77,CRAVEN|NSW,CHAELUNDI|NSW,CAVENDISH|VIC
44586,WOOHLPOOER,NSW,,,15459,23429,15458,79,79,77,WOOLOOWARE|NSW,WOOHLPOOER|VIC,WOOLOOMA|NSW
44600,GRITJURK,NSW,,,21326,10456,11956,75,70,70,GRITJURK|VIC,BINJURA|NSW,GIRO|NSW
44612,PASCHENDALE,NSW,,,14005,13777,14107,76,74,74,RAVENSDALE|NSW,PALMDALE|NSW,ROSEDALE|NSW
44614,TAHARA BRIDGE,NSW,,,22934,10946,12784,76,74,72,TAHARA BRIDGE|VIC,CAMBRIDGE PARK|NSW,LETHBRIDGE PARK|NSW
44616,TARRAYOUKYAN,NSW,,,22977,14704,14705,75,73,73,TARRAYOUKYAN|VIC,TARRAGANDA|NSW,TARRAWANNA|NSW
44620,WOOTONG VALE,NSW,,,23449,15240,15468,75,74,74,WOOTONG VALE|VIC,WELLINGTON VALE|NSW,WOOTTON|NSW
44634,LANGKOOP,NSW,,,12748,10221,10320,78,76,75,LARNOOK|NSW,BANGO|NSW,BELANGLO|NSW
44638,PATYAH,NSW,,,13792,13813,15143,78,76,76,PARA|NSW,PATONGA|NSW,WARATAH|NSW
44640,ULLSWATER,NSW,,,14177,14925,14203,77,75,73,SALTWATER|NSW,TULLERA|NSW,SATUR|NSW
44648,HESSE,NSW,,,11736,12268,12274,75,74,74,ESK|NSW,HEBDEN|NSW,HENLEY|NSW
44658,DUVERNEY,NSW,,,11599,20981,11580,75,75,73,DUNGEREE|NSW,DUVERNEY|VIC,DUDLEY|NSW
44660,FOXHOW,NSW,,,11313,11866,12345,70,70,70,COROWA|NSW,FOXGROUND|NSW,HOWELL|NSW
44671,VITE VITE,NSW,,,23179,14747,14792,77,73,72,VITE VITE|VIC,TEVEN|NSW,THE VALE|NSW
44681,SHELFORD,NSW,,,14157,14221,14257,77,75,75,RUTHERFORD|NSW,SEAFORTH|NSW,SHERWOOD|NSW
44687,GHERINGHAP,NSW,,,21177,11724,13520,79,78,77,GHERINGHAP|VIC,ERINA|NSW,NEMINGHA|NSW
44691,RUSSELLS BRIDGE,NSW,,,22667,14155,13818,79,76,70,RUSSELLS BRIDGE|VIC,RUSSELL LEA|NSW,PAYTENS BRIDGE|NSW
44695,STEIGLITZ,NSW,,,33280,14745,14270,77,72,69,STEIGLITZ|QLD,TERRIGAL|NSW,SINGLETON|NSW
44727,FRASER RISE,NSW,,,11867,14049,21130,73,73,73,FRAZER PARK|NSW,RHINE FALLS|NSW,FRASER RISE|VIC
44729,HARKNESS,NSW,,,12250,10099,21358,77,75,75,HAWKS NEST|NSW,ARKSTONE|NSW,HARKNESS|VIC
44740,COBBLEBANK,NSW,,,20702,11255,11158,79,77,75,COBBLEBANK|VIC,COOLEMAN|NSW,COBAKI|NSW
44744,EYNESBURY,NSW,,,21068,10113,12530,77,75,75,EYNESBURY|VIC,ASHBURY|NSW,KENEBRI|NSW
44748,STRATHTULLOH,NSW,,,22879,14425,15480,75,71,71,STRATHTULLOH|VIC,STRATHFIELD|NSW,WRATHALL|NSW
44750,WEIR VIEWS,NSW,,,23307,14963,51630,79,69,69,WEIR VIEWS|VIC,TWIN RIVERS|NSW,SWAN VIEW|WA
44767,MADDINGLEY,NSW,,,12446,21874,12982,79,79,78,JIMARINGLE|NSW,MADDINGLEY|VIC,MANLY|NSW
44778,KOROBEIT,NSW,,,12626,12637,13240,76,76,76,KLORI|NSW,KOOBA|NSW,MOOBI|NSW
44780,MYRNIONG,NSW,,,11624,12501,13056,78,78,78,DYRRING|NSW,KARIONG|NSW,MAYRUNG|NSW
44829,LUCAS,NSW,,,10770,12380,12747,78,78,78,BUCCA|NSW,ILUKA|NSW,LARGS|NSW
44843,SOVEREIGN HILL,NSW,,,14232,14350,22796,79,79,78,SEVEN HILLS|NSW,SPRING HILL|NSW,SOVEREIGN HILL|VIC
