rowid,suburb_name,state,postcode,candidate_ssc,score,matched_canonical_key
30480,CUNDARE NORTH,NSW,,13605,83,NORTH MACQUARIE|NSW
30482,EURACK,NSW,,12786,84,LEURA|NSW
30484,WEERING,NSW,,15229,82,WEELONG|NSW
30486,COROROOKE,NSW,,10615,83,BOOROOK|NSW
30488,BOOKAAR,NSW,,10738,83,BROOKLANA|NSW
30490,BOSTOCKS CREEK,NSW,,20372,83,BOSTOCKS CREEK|VIC
30495,CARPENDEIT,NSW,,20600,79,CARPENDEIT|VIC
30497,CHOCOLYN,NSW,,11204,78,COLYTON|NSW
30499,GNOTUK,NSW,,12023,74,GOCUP|NSW
30505,LESLIE MANOR,NSW,,21789,81,LESLIE MANOR|VIC
30507,POMBORNEIT,NSW,,13737,80,OSBORNE|NSW
30509,POMBORNEIT NORTH,NSW,,22507,80,POMBORNEIT NORTH|VIC
30511,SKIBO,NSW,,14972,75,UKI|NSW
30513,SOUTH PURRUMBETE,NSW,,22790,80,SOUTH PURRUMBETE|VIC
30515,STONYFORD,NSW,,13741,78,OTFORD|NSW
30517,TANDAROOK,NSW,,15131,83,WANDOOK|NSW
30519,TESBURY,NSW,,14121,78,ROTHBURY|NSW
30521,WEERITE,NSW,,15248,80,WERAI|NSW
30529,DIXIE,NSW,,10453,74,BINGIE|NSW
30531,ECKLIN SOUTH,NSW,,10343,79,BELMONT SOUTH|NSW
30535,FRAMLINGHAM,NSW,,21122,80,FRAMLINGHAM|VIC
30539,GARVOC,NSW,,10148,84,AVOCA|NSW
30541,GLENORMISTON,NSW,,21236,81,GLENORMISTON|VIC
30545,GLENORMISTON SOUTH,NSW,,21238,82,GLENORMISTON SOUTH|VIC
30551,NOORAT,NSW,,13575,84,NOONA|NSW
30555,PANMURE,NSW,,13790,82,PANUARA|NSW
30557,TAROON,NSW,,14702,84,TARLO|NSW
30559,THE SISTERS,NSW,,14788,76,THE SHADES|NSW
30561,BULLAHARRE,NSW,,10807,81,BULLATALE|NSW
30563,COBDEN,NSW,,10783,80,BUDDEN|NSW
30565,COBRICO,NSW,,10391,82,BERRICO|NSW
30567,ELINGAMITE,NSW,,13085,80,MELINGA|NSW
30571,GLENFYNE,NSW,,11993,80,GLENFIELD|NSW
30573,JANCOURT,NSW,,10071,75,ANGOURIE|NSW
30575,JANCOURT EAST,NSW,,21509,82,JANCOURT EAST|VIC
30577,NAROGHID,NSW,,22273,75,NAROGHID|VIC
30582,AYRFORD,NSW,,10120,82,ASHFORD|NSW
30584,BRUCKNELL,NSW,,10827,80,BUNDELLA|NSW
30586,COORIEMUNGLE,NSW,,20756,81,COORIEMUNGLE|VIC
30590,CURDIE VALE,NSW,,10517,79,BLUE VALE|NSW
30592,CURDIES RIVER,NSW,,11068,81,CELLS RIVER|NSW
30594,CURDIEVALE,NSW,,20830,79,CURDIEVALE|VIC
30602,NIRRANDA EAST,NSW,,22342,82,NIRRANDA EAST|VIC
30604,NIRRANDA SOUTH,NSW,,14324,79,SOUTH NOWRA|NSW
30606,NULLAWARRE,NSW,,15329,76,WILLAWARRIN|NSW
30608,NULLAWARRE EAST,NSW,,22381,79,NULLAWARRE EAST|VIC
30610,NULLAWARRE NORTH,NSW,,22382,80,NULLAWARRE NORTH|VIC
30612,PAARATTE,NSW,,13792,80,PARA|NSW
30616,TIMBOON,NSW,,14849,82,TOMBONG|NSW
30618,TIMBOON WEST,NSW,,23044,75,TIMBOON WEST|VIC
30620,PORT CAMPBELL,NSW,,22519,76,PORT CAMPBELL|VIC
30622,PRINCETOWN,NSW,,13865,83,PICTON|NSW
30626,PETERBOROUGH,NSW,,13798,79,PARKESBOROUGH|NSW
30629,DUNDONNELL,NSW,,11604,80,DUNOLLY|NSW
30631,PURA PURA,NSW,,13792,76,PARA|NSW
30634,WOORNDOO,NSW,,15448,80,WOOLBROOK|NSW
30637,CARAMUT,NSW,,11009,82,CARNHAM|NSW
30645,WOOLSTHORPE,NSW,,23435,80,WOOLSTHORPE|VIC
30647,ALLANSFORD,NSW,,10497,81,BLANDFORD|NSW
30649,MEPUNGA,NSW,,13085,82,MELINGA|NSW
30651,MEPUNGA EAST,NSW,,21981,81,MEPUNGA EAST|VIC
30653,MEPUNGA WEST,NSW,,21982,81,MEPUNGA WEST|VIC
30655,NARINGAL,NSW,,10244,83,BARBIGAL|NSW
30657,NARINGAL EAST,NSW,,22272,82,NARINGAL EAST|VIC
30659,PURNIM,NSW,,13744,80,OURNIE|NSW
30661,PURNIM WEST,NSW,,15271,73,WEST PYMBLE|NSW
30663,BALLANGEICH,NSW,,20126,80,BALLANGEICH|VIC
30665,WANGOOM,NSW,,15131,82,WANDOOK|NSW
30679,WINSLOW,NSW,,15309,82,WHITLOW|NSW
30684,KOROIT,NSW,,12626,84,KLORI|NSW
30686,CROSSLEY,NSW,,11371,81,CROSSMAGLEN|NSW
30690,KIRKSTALL,NSW,,12552,78,KIALLA|NSW
30692,SOUTHERN CROSS,NSW,,33214,83,SOUTHERN CROSS|QLD
30700,WILLATOOK,NSW,,15109,80,WALLAROO|NSW
30704,YARPTURK,NSW,,14203,76,SATUR|NSW
30708,PORT FAIRY,NSW,,13913,76,PORT BOTANY|NSW
30711,NARRAWONG,NSW,,13501,83,NARRAWA|NSW
30718,TYRENDARRA,NSW,,14898,80,TRENAYR|NSW
30720,TYRENDARRA EAST,NSW,,23139,79,TYRENDARRA EAST|VIC
30722,YAMBUK,NSW,,15516,84,YAMBA|NSW
30724,CONDAH SWAMP,NSW,,20740,75,CONDAH SWAMP|VIC
30726,KNEBSWORTH,NSW,,13556,80,NEWPORT|NSW
30728,MACARTHUR,NSW,,70236,83,MCARTHUR|NT
30730,RIPPONHURST,NSW,,13847,79,PENSHURST|NSW
30734,HAWKESDALE,NSW,,12910,81,LOWESDALE|NSW
30736,MINHAMITE,NSW,,13181,82,MINMI|NSW
30738,GAZETTE,NSW,,11742,73,ETTREMA|NSW
30740,GERRIGERRUP,NSW,,21175,80,GERRIGERRUP|VIC
30745,TABOR,NSW,,14688,82,TARA|NSW
30748,GLENTHOMPSON,NSW,,21243,81,GLENTHOMPSON|VIC
30752,NARRAPUMELAP SOUTH,NSW,,22276,82,NARRAPUMELAP SOUTH|VIC
30758,MIRRANATWA,NSW,,13190,80,MIRANDA|NSW
30760,MOUTAJUP,NSW,,22193,75,MOUTAJUP|VIC
30762,VICTORIA POINT,NSW,,33629,78,VICTORIA POINT|QLD
30768,BYADUK NORTH,NSW,,13592,81,NORTH BOURKE|NSW
30771,BOCHARA,NSW,,10240,84,BARA|NSW
30774,BUCKLEY SWAMP,NSW,,10479,81,BLACK SWAMP|NSW
30776,BYADUK,NSW,,10898,76,BYANGUM|NSW
30782,MORGIANA,NSW,,10613,80,BOORGANNA|NSW
30784,MOUNT NAPIER,NSW,,22177,81,MOUNT NAPIER|VIC
30786,STRATHKELLAR,NSW,,14422,84,STRATHCEDAR|NSW
30792,WANNON,NSW,,14186,80,SANDON|NSW
30794,WARRAYURE,NSW,,15169,80,WARRAWEE|NSW
30796,YATCHAW,NSW,,15557,78,YATHELLA|NSW
30798,YULECART,NSW,,23533,75,YULECART|VIC
30800,BRANXHOLME,NSW,,60073,81,BRANXHOLM|TAS
30802,GRASSDALE,NSW,,11481,80,DAYSDALE|NSW
30804,BREAKAWAY CREEK,NSW,,10686,84,BREAKFAST CREEK|NSW
30808,HOTSPUR,NSW,,11095,75,CHATSBURY|NSW
30810,LAKE CONDAH,NSW,,12707,84,LAKE CONJOLA|NSW
30812,WALLACEDALE,NSW,,15096,81,WALLACIA|NSW
30814,BESSIEBELLE,NSW,,20282,80,BESSIEBELLE|VIC
30818,DRIK DRIK,NSW,,20944,77,DRIK DRIK|VIC
30820,DRUMBORG,NSW,,11603,78,DUNMORE|NSW
30824,HEYWOOD,NSW,,12225,82,HANWOOD|NSW
30828,LYONS,NSW,,12880,82,LORN|NSW
30832,MUMBANNAR,NSW,,12966,82,MANAR|NSW
30834,MYAMYN,NSW,,12990,76,MANYANA|NSW
30836,WINNAP,NSW,,15370,80,WINGEN|NSW
30838,ALLESTREE,NSW,,12961,78,MALLEE|NSW
30843,CASHMORE,NSW,,11131,83,CLAYMORE|NSW
30845,DUTTON WAY,NSW,,20980,79,DUTTON WAY|VIC
30847,GORAE,NSW,,11894,84,GALORE|NSW
30853,MOUNT RICHMOND,NSW,,13612,83,NORTH RICHMOND|NSW
30857,PORTLAND NORTH,NSW,,12907,83,LOWER PORTLAND|NSW
30859,PORTLAND WEST,NSW,,13920,83,PORTLAND|NSW
30861,DIGBY,NSW,,13149,78,MILBY|NSW
30865,TAHARA WEST,NSW,,14699,83,TAREE WEST|NSW
30870,HEATH FIELD,NSW,,21386,80,HEATH FIELD|VIC
30874,BAHGALLAH,NSW,,10368,80,BENGALLA|NSW
30876,BRIMBOAL,NSW,,10242,83,BARAIMAL|NSW
30878,CARAPOOK,NSW,,11012,82,CAROOL|NSW
30880,CHETWYND,NSW,,12275,76,HENTY|NSW
30882,DERGHOLM,NSW,,11672,76,EDROM|NSW
30884,DORODONG,NSW,,12634,83,KOLODONG|NSW
30886,DUNROBIN,NSW,,11605,82,DUNOON|NSW
30891,LAKE MUNDI,NSW,,21729,79,LAKE MUNDI|VIC
30895,MUNTHAM,NSW,,13037,82,MATCHAM|NSW
30897,NANGEELA,NSW,,13564,83,NIANGALA|NSW
30899,POOLAIJELO,NSW,,13912,74,POONCARIE|NSW
30903,SANDFORD,NSW,,14186,82,SANDON|NSW
30905,STRATHDOWNIE,NSW,,14423,80,STRATHEDEN|NSW
30907,WANDO BRIDGE,NSW,,23224,81,WANDO BRIDGE|VIC
30909,WANDO VALE,NSW,,15147,81,WARDROP VALLEY|NSW
30915,CAVENDISH,NSW,,11346,78,CRAVEN|NSW
30917,GLENISLA,NSW,,11993,80,GLENFIELD|NSW
30923,WOOHLPOOER,NSW,,15459,79,WOOLOOWARE|NSW
30927,CLOVER FLAT,NSW,,11332,81,COW FLAT|NSW
30931,COOJAR,NSW,,11160,84,COBAR|NSW
30935,GRINGEGALGONA,NSW,,21325,82,GRINGEGALGONA|VIC
30937,GRITJURK,NSW,,21326,75,GRITJURK|VIC
30939,HILGAY,NSW,,12251,82,HAY|NSW
30941,KONONGWOOTONG,NSW,,21654,82,KONONGWOOTONG|VIC
30949,PASCHENDALE,NSW,,14005,76,RAVENSDALE|NSW
30951,TAHARA BRIDGE,NSW,,22934,76,TAHARA BRIDGE|VIC
30953,TARRAYOUKYAN,NSW,,22977,75,TARRAYOUKYAN|VIC
30955,TARRENLEA,NSW,,14696,82,TAREE|NSW
30957,WOOTONG VALE,NSW,,23449,75,WOOTONG VALE|VIC
30959,HARROW,NSW,,11473,80,DARLOW|NSW
30963,CONNEWIRRICOO,NSW,,20744,82,CONNEWIRRICOO|VIC
30965,EDENHOPE,NSW,,11663,80,EDEN|NSW
30967,JALLAKIN,NSW,,12959,82,MALLAN|NSW
30969,KADNOOK,NSW,,12481,83,KANAHOOKA|NSW
30971,LANGKOOP,NSW,,12748,78,LARNOOK|NSW
30973,MEEREEK,NSW,,10366,82,BENEREE|NSW
30975,PATYAH,NSW,,13792,78,PARA|NSW
30977,ULLSWATER,NSW,,14177,77,SALTWATER|NSW
30981,BENAYEO,NSW,,10358,82,BENANEE|NSW
30983,BRINGALBERT,NSW,,10028,80,ALBERT|NSW
30985,HESSE,NSW,,11736,75,ESK|NSW
30991,CRESSY,NSW,,60147,80,CRESSY|TAS
30993,BERRYBANK,NSW,,10398,82,BERRY|NSW
30995,DUVERNEY,NSW,,11599,75,DUNGEREE|NSW
30997,FOXHOW,NSW,,11313,70,COROWA|NSW
31004,DERRINALLUM,NSW,,20896,80,DERRINALLUM|VIC
31008,VITE VITE,NSW,,23179,77,VITE VITE|VIC
31010,VITE VITE NORTH,NSW,,23180,84,VITE VITE NORTH|VIC
31012,TEESDALE,NSW,,15283,83,WESTDALE|NSW
31018,SHELFORD,NSW,,14157,77,RUTHERFORD|NSW
31022,BANNOCKBURN,NSW,,30185,80,BANNOCKBURN|QLD
31024,GHERINGHAP,NSW,,21177,79,GHERINGHAP|VIC
31028,RUSSELLS BRIDGE,NSW,,22667,79,RUSSELLS BRIDGE|VIC
31032,STEIGLITZ,NSW,,33280,77,STEIGLITZ|QLD
31034,SUTHERLANDS CREEK,NSW,,14134,82,ROWLANDS CREEK|NSW
31038,BAMGANIE,NSW,,10196,80,BALGOWNIE|NSW
31044,CARGERIE,NSW,,10915,82,CADGEE|NSW
31046,ELAINE,NSW,,11712,82,ENGADINE|NSW
31048,MORRISONS,NSW,,13282,80,MORISSET|NSW
31052,BONNIE BROOK,NSW,,20345,81,BONNIE BROOK|VIC
31054,GRANGEFIELDS,NSW,,10672,83,BRAEFIELD|NSW
31056,ROCKBANK,NSW,,14100,83,ROSEBANK|NSW
31058,THORNHILL PARK,NSW,,15292,83,WETHERILL PARK|NSW
31060,AINTREE,NSW,,11818,82,FIGTREE|NSW
31062,DEANSIDE,NSW,,10152,83,AVONSIDE|NSW
31064,FRASER RISE,NSW,,11867,73,FRAZER PARK|NSW
31066,HARKNESS,NSW,,12250,77,HAWKS NEST|NSW
31068,KURUNJANG,NSW,,12189,83,GURNANG|NSW
31072,MELTON WEST,NSW,,15267,80,WEST HOXTON|NSW
31074,TOOLERN VALE,NSW,,13751,80,OXLEY VALE|NSW
31077,COBBLEBANK,NSW,,20702,79,COBBLEBANK|VIC
31081,EYNESBURY,NSW,,21068,77,EYNESBURY|VIC
31085,STRATHTULLOH,NSW,,22879,75,STRATHTULLOH|VIC
31087,WEIR VIEWS,NSW,,23307,79,WEIR VIEWS|VIC
31089,BACCHUS MARSH,NSW,,20110,82,BACCHUS MARSH|VIC
31095,COIMADAI,NSW,,11205,82,COMARA|NSW
31104,MADDINGLEY,NSW,,12446,79,JIMARINGLE|NSW
31106,MERRIMU,NSW,,13102,83,MERIMBULA|NSW
31115,KOROBEIT,NSW,,12626,76,KLORI|NSW
31117,MYRNIONG,NSW,,11624,78,DYRRING|NSW
31123,BEREMBOKE,NSW,,10351,83,BEMBOKA|NSW
31127,BUNDING,NSW,,10661,82,BOWNING|NSW
31131,DURDIDWARRAH,NSW,,20975,81,DURDIDWARRAH|VIC
31133,FISKVILLE,NSW,,12823,81,LIONSVILLE|NSW
31137,MOUNT WALLACE,NSW,,22188,82,MOUNT WALLACE|VIC
31142,BAKERY HILL,NSW,,10474,83,BLACK HILL|NSW
31150,BALLARAT NORTH,NSW,,20133,83,BALLARAT NORTH|VIC
31160,GOLDEN POINT,NSW,,12105,84,GREEN POINT|NSW
31162,INVERMAY PARK,NSW,,10682,80,BRAY PARK|NSW
31164,LAKE WENDOUREE,NSW,,21736,83,LAKE WENDOUREE|VIC
31166,LUCAS,NSW,,10770,78,BUCCA|NSW
31178,SOLDIERS HILL,NSW,,14261,82,SHOOTERS HILL|NSW
31180,SOVEREIGN HILL,NSW,,14232,79,SEVEN HILLS|NSW
31184,BO PEEP,NSW,,13829,74,PEEL|NSW
31186,CAPE CLEAR,NSW,,20565,79,CAPE CLEAR|VIC
31190,CHEPSTOWE,NSW,,11086,79,CHARLESTOWN|NSW
31192,HADDON,NSW,,10215,80,BANDON|NSW
31199,LAKE BOLAC,NSW,,12707,80,LAKE CONJOLA|NSW
31201,MININERA,NSW,,10447,78,BINDERA|NSW
31203,MORTCHUP,NSW,,13287,78,MORPETH|NSW
31207,NERRIN NERRIN,NSW,,22304,82,NERRIN NERRIN|VIC
31209,NINTINGBOOL,NSW,,22338,80,NINTINGBOOL|VIC
31211,PIGGOREET,NSW,,13867,77,PIGGABEEN|NSW
31215,ROKEWOOD JUNCTION,NSW,,22637,81,ROKEWOOD JUNCTION|VIC
31219,SCARSDALE,NSW,,14107,80,ROSEDALE|NSW
31223,SMYTHESDALE,NSW,,14107,74,ROSEDALE|NSW
31229,STAFFORDSHIRE REEF,NSW,,22840,82,STAFFORDSHIRE REEF|VIC
31233,WALLINDUC,NSW,,15116,80,WALLSEND|NSW
31235,WESTMERE,NSW,,15287,83,WESTMEAD|NSW
31241,BARKSTEAD,NSW,,10099,80,ARKSTONE|NSW
31243,BLOWHARD,NSW,,10323,78,BELFORD|NSW
31248,BREWSTER,NSW,,12703,83,LAKE BREWSTER|NSW
31254,BUNKERS HILL,NSW,,10764,81,BRUNKERVILLE|NSW
31256,BURRUMBEET,NSW,,20511,79,BURRUMBEET|VIC
31258,CAMBRIAN HILL,NSW,,20547,82,CAMBRIAN HILL|VIC
31264,CHAPEL FLAT,NSW,,20634,80,CHAPEL FLAT|VIC
31272,CORINDHAP,NSW,,10999,83,CARINDA|NSW
31276,DEREEL,NSW,,11599,82,DUNGEREE|NSW
31278,DUNNSTOWN,NSW,,11601,80,DUNGOWAN|NSW
31280,DURHAM LEAD,NSW,,20976,80,DURHAM LEAD|VIC
31283,ERCILDOUNE,NSW,,21049,79,ERCILDOUNE|VIC
31285,GARIBALDI,NSW,,21151,77,GARIBALDI|VIC
31295,INVERMAY,NSW,,60306,83,INVERMAY|TAS
31299,LAMPLOUGH,NSW,,21743,77,LAMPLOUGH|VIC
31301,LANGI KAL KAL,NSW,,21752,82,LANGI KAL KAL|VIC
31309,MAGPIE,NSW,,10054,80,ALPINE|NSW
31313,MINERS REST,NSW,,14376,77,ST IVES|NSW
31315,MITCHELL PARK,NSW,,13197,83,MITCHELL|NSW
31317,MOLLONGGHIP,NSW,,13220,80,MOLONG|NSW
31321,MOUNT EGERTON,NSW,,22160,82,MOUNT EGERTON|VIC
31323,MOUNT MERCER,NSW,,13318,83,MOUNT DEE|NSW
31328,NAPOLEONS,NSW,,13482,80,NAPOLEON REEF|NSW
31330,NAVIGATORS,NSW,,22288,79,NAVIGATORS|VIC
31332,POOTILLA,NSW,,13870,78,PILLIGA|NSW
31334,SCOTCHMANS LEAD,NSW,,14215,81,SCOTCHMAN|NSW
31336,SCOTSBURN,NSW,,13737,75,OSBORNE|NSW
31338,SPRINGBANK,NSW,,14361,83,SPRINGRANGE|NSW
31340,SULKY,NSW,,15047,78,UROLY|NSW
31344,WARRENHEIP,NSW,,15175,83,WARREN|NSW
31348,WAUBRA,NSW,,15141,84,WAPRA|NSW
31350,WEATHERBOARD,NSW,,23298,81,WEATHERBOARD|VIC
31352,WERNETH,NSW,,13697,76,OBERNE|NSW
31355,YENDON,NSW,,15568,84,YENDA|NSW
31357,BALLARAT MC,NSW,,20132,80,BALLARAT MC|VIC
31359,LAKE GARDENS,NSW,,21721,81,LAKE GARDENS|VIC
31361,WENDOUREE,NSW,,15242,80,WENDOREE PARK|NSW
31369,BUNINYONG,NSW,,10445,80,BINALONG|NSW
31371,SCOTSMANS LEAD,NSW,,14220,79,SCOTTS HEAD|NSW
31375,WINTER VALLEY,NSW,,15348,80,WILSONS VALLEY|NSW
31379,MANNIBADAR,NSW,,21902,79,MANNIBADAR|VIC
31383,WILLOWVALE,NSW,,15328,80,WILLALA|NSW
31385,BRADVALE,NSW,,10201,83,BALLDALE|NSW
31389,SKIPTON,NSW,,14410,78,STOCKTON|NSW
31391,CRESWICK,NSW,,11116,83,CHISWICK|NSW
31393,CRESWICK NORTH,NSW,,20803,83,CRESWICK NORTH|VIC
31397,LANGDONS HILL,NSW,,21751,82,LANGDONS HILL|VIC
31399,MOUNT BECKWORTH,NSW,,22139,84,MOUNT BECKWORTH|VIC
31401,TOURELLO,NSW,,14953,83,TURRELLA|NSW
31408,BLAMPIED,NSW,,10964,78,CAMPSIE|NSW
31412,CABBAGE TREE,NSW,,10910,82,CABBAGE TREE ISLAND|NSW
31425,KOOROOCHEANG,NSW,,21666,81,KOOROOCHEANG|VIC
31428,MOUNT PROSPECT,NSW,,13939,80,PROSPECT|NSW
31432,NEWLYN NORTH,NSW,,13606,84,NORTH MANLY|NSW
31438,SMOKEY TOWN,NSW,,14298,74,SOMERTON|NSW
31440,SMOKEYTOWN,NSW,,14298,77,SOMERTON|NSW
31442,SPRINGMOUNT,NSW,,13961,77,PYRMONT|NSW
31451,GLENGOWER,NSW,,11983,83,GLENCOE|NSW
31453,MOUNT CAMERON,NSW,,22148,82,MOUNT CAMERON|VIC
31455,AMHERST,NSW,,10287,78,BATHURST|NSW
31457,BURNBANK,NSW,,10847,82,BUNNAN|NSW
31459,CARALULUP,NSW,,20574,77,CARALULUP|VIC
31461,DUNACH,NSW,,11612,82,DURANBAH|NSW
31463,EVANSFORD,NSW,,10120,83,ASHFORD|NSW
31465,LILLICUR,NSW,,12571,75,KILLCARE|NSW
31467,MOUNT GLASGOW,NSW,,22165,82,MOUNT GLASGOW|VIC
31469,RED LION,NSW,,12872,80,LONG REEF|NSW
31472,TALBOT,NSW,,14702,84,TARLO|NSW
31476,CHUTE,NSW,,12359,80,HUNTLEY|NSW
31480,LAKE GOLDSMITH,NSW,,21722,83,LAKE GOLDSMITH|VIC
31484,MAIN LEAD,NSW,,12133,81,GRETA MAIN|NSW
31494,STOCKYARD HILL,NSW,,13734,80,ORCHARD HILLS|NSW
31498,TRAWALLA,NSW,,15036,82,URALLA|NSW
31501,GREAT WESTERN,NSW,,21307,82,GREAT WESTERN|VIC
31505,BAYINDEEN,NSW,,10826,80,BUNDEENA|NSW
31509,MIDDLE CREEK,NSW,,13136,84,MIDDLE COVE|NSW
31511,AMPHITHEATRE,NSW,,20046,81,AMPHITHEATRE|VIC
31515,ARARAT EAST,NSW,,20063,80,ARARAT EAST|VIC
31517,ARMSTRONG,NSW,,10099,80,ARKSTONE|NSW
31527,DENICULL CREEK,NSW,,20886,83,DENICULL CREEK|VIC
31529,DOBIE,NSW,,11618,80,DUSODIE|NSW
31531,DUNNEWORTHY,NSW,,20971,80,DUNNEWORTHY|VIC
31533,EVERSLEY,NSW,,12508,83,KEARSLEY|NSW
31535,JALLUKUR,NSW,,21503,75,JALLUKUR|VIC
31537,LANGI LOGAN,NSW,,12698,80,LAGGAN|NSW
31545,MOUNT LONARCH,NSW,,22170,82,MOUNT LONARCH|VIC
31549,NORVAL,NSW,,13649,84,NOWRA|NSW
31551,RHYMNEY,NSW,,14630,76,SYDNEY|NSW
31554,ROSSBRIDGE,NSW,,14390,79,STANBRIDGE|NSW
31562,YALLA-Y-POORA,NSW,,23479,76,YALLA-Y-POORA|VIC
31568,MAFEKING,NSW,,12997,78,MARENGO|NSW
31570,STAVELY,NSW,,14240,82,SHALVEY|NSW
31574,WICKLIFFE,NSW,,15156,79,WARNECLIFFE|NSW
31578,WILLAURA NORTH,NSW,,23358,83,WILLAURA NORTH|VIC
31580,BELLELLEN,NSW,,11394,80,CULLEN BULLEN|NSW
31582,BRIDGE INN,NSW,,13438,84,MURRIN BRIDGE|NSW
31584,MOKEPILLY,NSW,,22070,77,MOKEPILLY|VIC
31588,STAWELL WEST,NSW,,14699,80,TAREE WEST|NSW
31590,WINJALLOK,NSW,,15369,80,WINGELLO|NSW
31592,BARKLY,NSW,,10025,84,AIRLY|NSW
31597,CALLAWADDA,NSW,,10047,80,ALLAWAH|NSW
31601,CONCONGELLA,NSW,,20737,80,CONCONGELLA|VIC
31603,DEEP LEAD,NSW,,20872,77,DEEP LEAD|VIC
31607,GERMANIA,NSW,,12081,82,GRAMAN|NSW
31615,JOEL JOEL,NSW,,21528,77,JOEL JOEL|VIC
31617,JOEL SOUTH,NSW,,11303,83,COREE SOUTH|NSW
31619,KANYA,NSW,,12471,84,KADINA|NSW
31621,LAKE FYANS,NSW,,12710,79,LAKE HAVEN|NSW
31623,LAKE LONSDALE,NSW,,12740,83,LANSDALE|NSW
31625,LUBECK,NSW,,12916,82,LUE|NSW
31627,MORRL MORRL,NSW,,22127,80,MORRL MORRL|VIC
31634,ROSTRON,NSW,,14122,84,ROTO|NSW
31640,WALLALOO EAST,NSW,,23207,82,WALLALOO EAST|VIC
31644,LANDSBOROUGH,NSW,,11690,81,ELLENBOROUGH|NSW
31648,NAVARRE,NSW,,13470,78,NACURRIE|NSW
31650,TULKARA,NSW,,14688,84,TARA|NSW
31652,WATTLE CREEK,NSW,,15494,84,WYLIE CREEK|NSW
31658,LEDCOURT,NSW,,12783,77,LETCHWORTH|NSW
31660,RIACHELLA,NSW,,15557,80,YATHELLA|NSW
31666,MARNOO WEST,NSW,,21919,80,MARNOO WEST|VIC
31668,BANYENA,NSW,,10232,82,BANNABY|NSW
31670,RUPANYUP,NSW,,13790,70,PANUARA|NSW
31674,MURTOA,NSW,,13423,84,MURGA|NSW
31676,BRIM,NSW,,10396,84,BERRIMA|NSW
31678,BOOLITE,NSW,,10535,82,BOCOBLE|NSW
31680,MINYIP,NSW,,13181,84,MINMI|NSW
31684,AILSA,NSW,,13146,82,MILA|NSW
31686,ANGIP,NSW,,10971,84,CANGAI|NSW
31688,AUBREY,NSW,,10031,80,ALBURY|NSW
31692,CANNUM,NSW,,12987,80,MANNUS|NSW
31696,KELLALAC,NSW,,10331,78,BELLATA|NSW
31698,LAH,NSW,,11249,82,COOLAH|NSW
31700,WARRACKNABEAL,NSW,,23253,82,WARRACKNABEAL|VIC
31702,WILKUR,NSW,,15345,82,WILLURAH|NSW
31704,WILLENABRINA,NSW,,15336,81,WILLINA|NSW
31706,BEULAH,NSW,,10797,84,BULGA|NSW
31710,REEDY DAM,NSW,,14015,72,RED HEAD|NSW
31715,HOPEVALE,NSW,,50746,77,HOPE VALLEY|WA
31717,YARTO,NSW,,15550,84,YARROW|NSW
31719,JUNG,NSW,,12466,84,JUGIONG|NSW
31721,LONGERENONG,NSW,,11695,80,ELONG ELONG|NSW
42865,MELBOURNE,NSW,,12881,82,LORNE|NSW
42867,EAST MELBOURNE,NSW,,20992,83,EAST MELBOURNE|VIC
42869,WEST MELBOURNE,NSW,,23326,83,WEST MELBOURNE|VIC
42871,ST KILDA ROAD CENTRAL,NSW,,22834,84,ST KILDA ROAD CENTRAL|VIC
42875,WORLD TRADE CENTRE,NSW,,23451,82,WORLD TRADE CENTRE|VIC
42877,SOUTH WHARF,NSW,,14698,80,TAREE SOUTH|NSW
42879,SOUTHBANK,NSW,,14334,79,SOUTHAMPTON|NSW
42881,DOCKLANDS,NSW,,10739,81,BROOKLANDS|NSW
42885,FOOTSCRAY,NSW,,21112,77,FOOTSCRAY|VIC
42887,SEDDON,NSW,,41630,84,SEDDON|SA
42889,SEDDON WEST,NSW,,15275,75,WEST WALLSEND|NSW
42894,KINGSVILLE WEST,NSW,,21638,84,KINGSVILLE WEST|VIC
42900,WEST FOOTSCRAY,NSW,,23325,83,WEST FOOTSCRAY|VIC
42904,YARRAVILLE WEST,NSW,,23507,84,YARRAVILLE WEST|VIC
42907,SOUTH KINGSVILLE,NSW,,14312,82,SOUTH GRANVILLE|NSW
42909,SPOTSWOOD,NSW,,14115,80,ROSEWOOD|NSW
42917,SEAHOLME,NSW,,15579,83,YETHOLME|NSW
42921,BRAYBROOK NORTH,NSW,,20395,84,BRAYBROOK NORTH|VIC
42923,ROBINSON,NSW,,14070,80,ROBERTSON|NSW
42927,GLENGALA,NSW,,10368,83,BENGALLA|NSW
42930,SUNSHINE NORTH,NSW,,14461,80,SUNSHINE|NSW
42932,SUNSHINE WEST,NSW,,14461,83,SUNSHINE|NSW
42941,ARDEER,NSW,,10007,82,ABERDEEN|NSW
42943,DEER PARK EAST,NSW,,20876,78,DEER PARK EAST|VIC
42949,CAIRNLEA,NSW,,10956,82,CAMIRA|NSW
42951,CAROLINE SPRINGS,NSW,,20599,80,CAROLINE SPRINGS|VIC
42955,DEER PARK NORTH,NSW,,11665,80,EDENSOR PARK|NSW
42957,RAVENHALL,NSW,,14005,81,RAVENSDALE|NSW
42959,FIELDSTONE,NSW,,11963,81,GLADSTONE|NSW
42961,MAMBOURIN,NSW,,10129,78,AUBURN|NSW
