rowid,suburb_name,state,postcode,previous_ssc,new_ssc,candidate_ssc,score
31058,THORNHILL PARK,NSW,,,15292,15292,83
44721,THORNHILL PARK,NSW,,,15292,15292,83
30616,TIMBOON,NSW,,,14849,14849,82
44279,TIMBOON,NSW,,,14849,14849,82
31074,TOOLERN VALE,NSW,,,13751,13751,80
44737,TOOLERN VALE,NSW,,,13751,13751,80
29844,TOORAK,NSW,,,14801,14801,84
43507,TOORAK,NSW,,,14801,14801,84
30315,TORQUAY,NSW,,,14801,14801,80
43978,TORQUAY,NSW,,,14801,14801,80
31401,TOURELLO,NSW,,,14953,14953,83
45064,TOURELLO,NSW,,,14953,14953,83
31498,TRAWALLA,NSW,,,15036,15036,82
45161,TRAWALLA,NSW,,,15036,15036,82
31650,TULKARA,NSW,,,14688,14688,84
45313,TULKARA,NSW,,,14688,14688,84
29680,TUNSTALL SQUARE PO,NSW,,,23122,23122,82
43343,TUNSTALL SQUARE PO,NSW,,,23122,23122,82
30718,TYRENDARRA,NSW,,,14898,14898,80
44381,TYRENDARRA,NSW,,,14898,14898,80
29922,UPPER FERNTREE GULLY,NSW,,,23156,23156,83
43585,UPPER FERNTREE GULLY,NSW,,,23156,23156,83
31010,VITE VITE NORTH,NSW,,,23180,23180,84
44673,VITE VITE NORTH,NSW,,,23180,23180,84
30812,WALLACEDALE,NSW,,,15096,15096,81
44475,WALLACEDALE,NSW,,,15096,15096,81
31640,WALLALOO EAST,NSW,,,23207,23207,82
45303,WALLALOO EAST,NSW,,,23207,23207,82
31233,WALLINDUC,NSW,,,15116,15116,80
44896,WALLINDUC,NSW,,,15116,15116,80
30211,WANDANA HEIGHTS,NSW,,,23219,23219,84
43874,WANDANA HEIGHTS,NSW,,,23219,23219,84
29827,WANDIN EAST,NSW,,,23222,23222,80
43490,WANDIN EAST,NSW,,,23222,23222,80
29829,WANDIN NORTH,NSW,,,23223,23223,81
43492,WANDIN NORTH,NSW,,,23223,23223,81
30907,WANDO BRIDGE,NSW,,,23224,23224,81
44570,WANDO BRIDGE,NSW,,,23224,23224,81
30909,WANDO VALE,NSW,,,15147,15147,81
44572,WANDO VALE,NSW,,,15147,15147,81
30665,WANGOOM,NSW,,,15131,15131,82
44328,WANGOOM,NSW,,,15131,15131,82
30792,WANNON,NSW,,,14186,14186,80
44455,WANNON,NSW,,,14186,14186,80
31700,WARRACKNABEAL,NSW,,,23253,23253,82
45363,WARRACKNABEAL,NSW,,,23253,23253,82
29792,WARRANDYTE SOUTH,NSW,,,23259,23259,80
43455,WARRANDYTE SOUTH,NSW,,,23259,23259,80
30794,WARRAYURE,NSW,,,15169,15169,80
44457,WARRAYURE,NSW,,,15169,15169,80
31344,WARRENHEIP,NSW,,,15175,15175,83
45007,WARRENHEIP,NSW,,,15175,15175,83
29381,WATERGARDENS,NSW,,,23278,23278,81
43044,WATERGARDENS,NSW,,,23278,23278,81
29602,WATSONIA,NSW,,,15212,15212,82
43265,WATSONIA,NSW,,,15212,15212,82
29604,WATSONIA NORTH,NSW,,,23284,23284,83
43267,WATSONIA NORTH,NSW,,,23284,23284,83
31652,WATTLE CREEK,NSW,,,15494,15494,84
45315,WATTLE CREEK,NSW,,,15494,15494,84
29628,WATTLE GLEN,NSW,,,15208,15208,84
43291,WATTLE GLEN,NSW,,,15208,15208,84
29754,WATTLE PARK,NSW,,,15327,15327,83
43417,WATTLE PARK,NSW,,,15327,15327,83
29866,WATTLETREE ROAD PO,NSW,,,23292,23292,82
43529,WATTLETREE ROAD PO,NSW,,,23292,23292,82
31348,WAUBRA,NSW,,,15141,15141,84
45011,WAUBRA,NSW,,,15141,15141,84
31350,WEATHERBOARD,NSW,,,23298,23298,81
45013,WEATHERBOARD,NSW,,,23298,23298,81
30362,WEEAPROINAH,NSW,,,23302,23302,80
44025,WEEAPROINAH,NSW,,,23302,23302,80
30484,WEERING,NSW,,,15229,15229,82
44147,WEERING,NSW,,,15229,15229,82
30521,WEERITE,NSW,,,15248,15248,80
44184,WEERITE,NSW,,,15248,15248,80
31361,WENDOUREE,NSW,,,15242,15242,80
45024,WENDOUREE,NSW,,,15242,15242,80
30400,WENSLEYDALE,NSW,,,15283,15283,81
44063,WENSLEYDALE,NSW,,,15283,15283,81
29237,WEST FOOTSCRAY,NSW,,,23325,23325,83
42900,WEST FOOTSCRAY,NSW,,,23325,23325,83
29206,WEST MELBOURNE,NSW,,,23326,23326,83
42869,WEST MELBOURNE,NSW,,,23326,23326,83
31235,WESTMERE,NSW,,,15287,15287,83
44898,WESTMERE,NSW,,,15287,15287,83
29894,WHEELERS HILL,NSW,,,23335,23335,82
43557,WHEELERS HILL,NSW,,,23335,23335,82
30418,WHOOREL,NSW,,,15451,15451,80
44081,WHOOREL,NSW,,,15451,15451,80
31702,WILKUR,NSW,,,15345,15345,82
45365,WILKUR,NSW,,,15345,15345,82
30700,WILLATOOK,NSW,,,15109,15109,80
44363,WILLATOOK,NSW,,,15109,15109,80
31578,WILLAURA NORTH,NSW,,,23358,23358,83
45241,WILLAURA NORTH,NSW,,,23358,23358,83
31704,WILLENABRINA,NSW,,,15336,15336,81
45367,WILLENABRINA,NSW,,,15336,15336,81
31383,WILLOWVALE,NSW,,,15328,15328,80
45046,WILLOWVALE,NSW,,,15328,15328,80
30404,WINCHELSEA SOUTH,NSW,,,23374,23374,80
44067,WINCHELSEA SOUTH,NSW,,,23374,23374,80
31590,WINJALLOK,NSW,,,15369,15369,80
45253,WINJALLOK,NSW,,,15369,15369,80
30836,WINNAP,NSW,,,15370,15370,80
44499,WINNAP,NSW,,,15370,15370,80
30679,WINSLOW,NSW,,,15309,15309,82
44342,WINSLOW,NSW,,,15309,15309,82
31375,WINTER VALLEY,NSW,,,15348,15348,80
45038,WINTER VALLEY,NSW,,,15348,15348,80
30462,WOOL WOOL,NSW,,,15450,15450,81
44125,WOOL WOOL,NSW,,,15450,15450,81
30645,WOOLSTHORPE,NSW,,,23435,23435,80
44308,WOOLSTHORPE,NSW,,,23435,23435,80
29831,WOORI YALLOCK,NSW,,,23442,23442,82
43494,WOORI YALLOCK,NSW,,,23442,23442,82
30634,WOORNDOO,NSW,,,15448,15448,80
44297,WOORNDOO,NSW,,,15448,15448,80
29212,WORLD TRADE CENTRE,NSW,,,23451,23451,82
42875,WORLD TRADE CENTRE,NSW,,,23451,23451,82
30277,WYE RIVER,NSW,,,15556,15556,81
43940,WYE RIVER,NSW,,,15556,15556,81
29304,WYNDHAM VALE,NSW,,,15497,15497,81
42967,WYNDHAM VALE,NSW,,,15497,15497,81
30722,YAMBUK,NSW,,,15516,15516,84
44385,YAMBUK,NSW,,,15516,15516,84
29241,YARRAVILLE WEST,NSW,,,23507,23507,84
42904,YARRAVILLE WEST,NSW,,,23507,23507,84
31717,YARTO,NSW,,,15550,15550,84
45380,YARTO,NSW,,,15550,15550,84
29833,YELLINGBO,NSW,,,15569,15569,82
43496,YELLINGBO,NSW,,,15569,15569,82
31355,YENDON,NSW,,,15568,15568,84
45018,YENDON,NSW,,,15568,15568,84
30466,YEODENE,NSW,,,15498,15498,82
44129,YEODENE,NSW,,,15498,15498,82
