SAL_CODE_2021,SAL_NAME,Total_Population,Median_Age,Median_Income,Household_Size,STATE_NAME,Census_Year
SAL10430,Boco,16,35,2499,3.0,NSW,2021
SAL10431,Bocoble,132,51,1359,2.5,NSW,2021
SAL10432,Bocobra,60,50,1375,2.6,NSW,2021
SAL10433,Bodalla,808,53,1181,2.3,NSW,2021
SAL10434,Bodangora,74,52,1187,2.4,NSW,2021
SAL10435,Boeill Creek,89,40,2399,2.8,NSW,2021
SAL10436,Bogan,44,43,1166,2.8,NSW,2021
SAL10437,Bogan Gate,269,40,1260,2.6,NSW,2021
SAL10438,Bogangar,3313,41,1595,2.6,NSW,2021
SAL10439,Bogee,82,52,933,2.1,NSW,2021
SAL10440,Boggabilla,1022,36,1105,2.9,NSW,2021
SAL10441,Boggabri,1203,43,1506,2.3,NSW,2021
SAL10442,Bogong Peaks Wilderness,0,0,0,0.0,NSW,2021
SAL10443,Bohena Creek,214,44,2125,2.8,NSW,2021
SAL10444,Bohnock,83,52,1625,2.8,NSW,2021
SAL10445,Bolaro,31,61,774,1.8,NSW,2021
SAL10446,Bolivia,74,61,866,1.9,NSW,2021
SAL10447,Bolong,94,46,1625,2.6,NSW,2021
SAL10448,Bolton Point,2124,43,1217,2.5,NSW,2021
SAL10449,Bolwarra (NSW),1350,41,2217,2.8,NSW,2021
SAL10450,Bolwarra Heights,3436,36,2546,3.1,NSW,2021
SAL10451,Bom Bom,0,57,1625,1.0,NSW,2021
SAL10452,Bomaderry,6738,45,1119,2.2,NSW,2021
SAL10453,Bombah Point,24,49,2749,2.8,NSW,2021
SAL10454,Bombala,1372,47,1277,2.1,NSW,2021
SAL10455,Bombay,142,49,2042,2.6,NSW,2021
SAL10456,Bombira,504,40,2903,3.0,NSW,2021
SAL10457,Bombo,175,40,2594,2.9,NSW,2021
SAL10458,Bombowlee,291,51,1800,2.6,NSW,2021
SAL10459,Bombowlee Creek,52,47,2333,2.7,NSW,2021
SAL10460,Bomen,40,43,1875,2.6,NSW,2021
SAL10461,Bonalbo,338,59,668,1.8,NSW,2021
SAL10462,Bondi,10411,34,2546,2.1,NSW,2021
SAL10463,Bondi Beach,11513,33,2795,2.0,NSW,2021
SAL10464,Bondi Forest,0,53,0,0.0,NSW,2021
SAL10465,Bondi Junction,10361,35,2379,2.1,NSW,2021
SAL10466,Bonnells Bay,4066,42,1460,2.5,NSW,2021
SAL10467,Bonnet Bay,2238,44,3087,3.0,NSW,2021
SAL10468,Bonny Hills,3045,51,1421,2.5,NSW,2021
SAL10469,Bonnyrigg,9785,37,1393,3.2,NSW,2021
SAL10470,Bonnyrigg Heights,7369,38,1930,3.6,NSW,2021
SAL10471,Bonshaw (NSW),133,51,1042,2.5,NSW,2021
SAL10472,Bonville,2939,44,1829,2.8,NSW,2021
SAL10473,Booerie Creek,130,49,1458,2.6,NSW,2021
SAL10474,Book Book,130,40,1843,3.0,NSW,2021
SAL10475,Booker Bay,1442,54,1218,2.1,NSW,2021
SAL10476,Bookham,127,47,1375,2.6,NSW,2021
SAL10477,Bookookoorara,0,0,0,0.0,NSW,2021
SAL10478,Bookram,0,0,0,0.0,NSW,2021
SAL10479,Boolambayte,85,53,1062,2.1,NSW,2021
SAL10480,Boolaroo,1636,39,1504,2.4,NSW,2021
SAL10481,Boolcarroll,25,29,3249,2.4,NSW,2021
SAL10482,Booligal,98,43,1812,2.5,NSW,2021
SAL10483,Boolijah,0,0,0,0.0,NSW,2021
SAL10484,Boomanoomana,116,33,2050,3.3,NSW,2021
SAL10485,Boomerang Beach,423,46,1454,2.3,NSW,2021
SAL10486,Boomey,88,39,1687,3.3,NSW,2021
SAL10487,Boomi,207,41,1343,2.6,NSW,2021
SAL10488,Boomi Creek,14,66,1374,1.6,NSW,2021
SAL10489,Boona Mount,46,43,1125,3.3,NSW,2021
SAL10490,Boonal,51,33,1708,2.8,NSW,2021
SAL10491,Boonoo Boonoo,19,64,743,1.7,NSW,2021
SAL10492,Boorabee Park,146,43,2017,2.7,NSW,2021
SAL10493,Booragul,1623,51,1114,2.3,NSW,2021
SAL10494,Booral (NSW),457,41,1607,2.7,NSW,2021
SAL10495,Boorga,27,44,2749,2.8,NSW,2021
SAL10496,Boorganna,24,32,762,2.3,NSW,2021
SAL10497,Boorolong,71,46,1562,2.6,NSW,2021
SAL10498,Boorook,20,54,899,2.4,NSW,2021
SAL10499,Boorooma,1741,27,2399,3.0,NSW,2021
SAL10500,Booroorban,36,42,1874,2.5,NSW,2021
SAL10501,Boorowa,1888,50,1199,2.2,NSW,2021
SAL10502,Bootawa,174,57,1204,2.3,NSW,2021
SAL10503,Booti Booti,0,66,0,0.0,NSW,2021
SAL10504,Booyong,84,43,1792,2.5,NSW,2021
SAL10505,Bora Ridge,107,40,1292,3.0,NSW,2021
SAL10506,Borah Creek,22,46,524,2.5,NSW,2021
SAL10507,Borambola,117,48,1625,2.5,NSW,2021
SAL10508,Border Ranges,0,0,0,0.0,NSW,2021
SAL10509,Boree,93,44,2083,2.8,NSW,2021
SAL10510,Boree Creek,204,46,1233,2.5,NSW,2021
SAL10511,Borenore,476,44,2480,2.9,NSW,2021
SAL10512,Boro,97,47,2535,2.5,NSW,2021
SAL10513,Bossley Park,15492,41,1542,3.3,NSW,2021
SAL10514,Bostobrick,132,49,974,2.4,NSW,2021
SAL10515,Botany,12960,36,2373,2.6,NSW,2021
SAL10516,Botobolar,131,37,2249,3.3,NSW,2021
SAL10517,Bottle Creek,42,52,725,2.4,NSW,2021
SAL10518,Bouddi,5,67,1249,2.0,NSW,2021
SAL10519,Bourbah,42,35,1375,2.9,NSW,2021
SAL10520,Bourke,1699,35,1560,2.5,NSW,2021
SAL10521,Bourkelands,3113,35,2203,2.8,NSW,2021
SAL10522,Bournda,127,45,1437,2.8,NSW,2021
SAL10523,Bournewood,60,33,1800,3.2,NSW,2021
SAL10524,Bow Bowing,1606,36,2108,3.1,NSW,2021
SAL10525,Bowan Park,106,42,2624,2.7,NSW,2021
SAL10526,Bowen Mountain,1609,35,2235,2.9,NSW,2021
SAL10527,Bowenfels,2049,41,917,2.3,NSW,2021
SAL10528,Bowling Alley Point,21,42,1649,3.7,NSW,2021
SAL10529,Bowman,139,55,1281,2.4,NSW,2021
SAL10530,Bowman Farm,41,49,949,2.5,NSW,2021
SAL10531,Bowmans Creek,17,39,1249,2.7,NSW,2021
SAL10532,Bowna,115,40,2187,2.7,NSW,2021
SAL10533,Bowning,619,45,1888,2.5,NSW,2021
SAL10534,Bowral,10764,55,1535,2.2,NSW,2021
SAL10535,Bowraville,1157,46,947,2.3,NSW,2021
SAL10536,Box Head,0,0,0,0.0,NSW,2021
SAL10537,Box Hill (NSW),6450,31,2881,3.3,NSW,2021
SAL10538,Boxers Creek,259,44,1458,2.8,NSW,2021
SAL10539,Boydtown,75,58,739,1.8,NSW,2021
SAL10540,Bradbury (NSW),9433,34,1557,2.8,NSW,2021
SAL10541,Braefield,64,52,1624,2.4,NSW,2021
SAL10542,Braemar,966,34,1930,2.9,NSW,2021
SAL10543,Braemar Bay,16,63,899,1.9,NSW,2021
SAL10544,Braidwood,1720,50,1412,2.2,NSW,2021
SAL10545,Brandy Hill,713,48,2384,3.0,NSW,2021
SAL10546,Branxton,2255,38,2266,2.9,NSW,2021
SAL10547,Braunstone,284,47,1660,2.8,NSW,2021
SAL10548,Brawboy,18,30,1812,2.1,NSW,2021
SAL10549,Bray Park (NSW),822,41,1014,2.5,NSW,2021
SAL10550,Brays Creek,119,51,1149,2.3,NSW,2021
SAL10551,Brayton,208,49,1812,2.5,NSW,2021
SAL10552,Breadalbane (NSW),107,47,2437,2.8,NSW,2021
SAL10553,Breakfast Creek,44,55,1093,2.3,NSW,2021
SAL10554,Breakfast Point,4678,47,2303,2.1,NSW,2021
SAL10555,Bream Beach,9,45,2999,2.5,NSW,2021
SAL10556,Bredbo,392,43,2234,2.6,NSW,2021
SAL10557,Breelong,85,40,1300,2.7,NSW,2021
SAL10558,Breeza,124,35,1625,2.6,NSW,2021
SAL10559,Bretti,24,60,1125,2.4,NSW,2021
SAL10560,Brewarrina,931,33,1004,2.3,NSW,2021
SAL10561,Brewongle,151,38,2125,2.9,NSW,2021
SAL10562,Briarbrook,19,35,1375,2.3,NSW,2021
SAL10563,Bribbaree,144,45,885,2.5,NSW,2021
SAL10564,Bridgman,242,39,2650,3.1,NSW,2021
SAL10565,Brierfield,322,46,1604,2.9,NSW,2021
SAL10566,Brighton-Le-Sands,8336,43,1582,2.2,NSW,2021
SAL10567,Brightwaters,875,50,1419,2.4,NSW,2021
SAL10568,Bril Bril,0,0,0,0.0,NSW,2021
SAL10569,Brimbin,75,55,933,2.5,NSW,2021
SAL10570,Brindabella,24,68,1124,1.8,NSW,2021
SAL10571,Brinerville,0,0,0,0.0,NSW,2021
SAL10572,Bringelly,2433,42,1833,3.2,NSW,2021
SAL10573,Bringenbrong,48,41,2083,2.8,NSW,2021
SAL10574,Brisbane Grove,147,47,2291,2.7,NSW,2021
SAL10575,Broadmeadow,1688,34,1653,2.2,NSW,2021
SAL10576,Broadwater (Bega Valley - NSW),148,51,1812,2.4,NSW,2021
SAL10577,Broadwater (Richmond Valley - NSW),670,50,1071,2.2,NSW,2021
SAL10578,Broadway,63,51,1468,2.3,NSW,2021
SAL10579,Brobenah,12,47,2749,2.8,NSW,2021
SAL10580,Brocklehurst,308,44,1890,2.9,NSW,2021
SAL10581,Brocklesby,218,42,1268,2.3,NSW,2021
SAL10582,Brockley,51,32,1875,3.4,NSW,2021
SAL10583,Brodies Plains,56,51,1291,2.3,NSW,2021
SAL10584,Brogans Creek,4,65,900,2.0,NSW,2021
SAL10585,Brogers Creek,49,58,2625,2.3,NSW,2021
SAL10586,Brogo,581,54,1214,2.3,NSW,2021
SAL10587,Broke (NSW),557,43,1718,2.6,NSW,2021
SAL10588,Broken Head,385,43,1687,2.5,NSW,2021
SAL10589,Broken Hill,17706,44,1176,2.2,NSW,2021
SAL10590,Brombin,127,43,1656,2.7,NSW,2021
SAL10591,Bronte,7166,38,3365,2.5,NSW,2021
SAL10592,Brookdale (NSW),50,39,2749,3.5,NSW,2021
SAL10593,Brookfield (NSW),224,47,2049,2.8,NSW,2021
SAL10594,Brooklana,42,57,1187,1.6,NSW,2021
SAL10595,Brooklet,253,51,2083,2.5,NSW,2021
SAL10596,Brooklyn (NSW),737,48,2062,2.4,NSW,2021
SAL10597,Brookong,21,46,2250,2.5,NSW,2021
SAL10598,Brookvale,3389,37,2127,2.2,NSW,2021
SAL10599,Brooman,26,59,1062,2.2,NSW,2021
SAL10600,Brooms Head,271,59,823,2.0,NSW,2021
SAL10601,Broughams Gate,34,39,2124,2.8,NSW,2021
SAL10602,Broughton (NSW),85,57,2550,2.8,NSW,2021
SAL10603,Broughton Vale,180,62,2143,2.6,NSW,2021
SAL10604,Broughton Village,95,56,1937,2.4,NSW,2021
SAL10605,Broulee,1947,50,1355,2.3,NSW,2021
SAL10606,Brownlow Hill,384,37,2349,3.2,NSW,2021
SAL10607,Browns Creek,120,40,2874,2.8,NSW,2021
SAL10608,Browns Mountain,20,65,1249,1.8,NSW,2021
SAL10609,Brownsville,524,44,1160,2.1,NSW,2021
SAL10610,Brucedale,184,42,2750,2.8,NSW,2021
SAL10611,Bruie Plains,28,31,1625,3.0,NSW,2021
SAL10612,Bruinbun,34,47,1374,2.3,NSW,2021
SAL10613,Brumby Plains,0,80,1125,2.0,NSW,2021
SAL10614,Brundee,49,36,1791,2.5,NSW,2021
SAL10615,Brungle,146,39,1437,2.7,NSW,2021
SAL10616,Brungle Creek,28,43,1375,2.6,NSW,2021
SAL10617,Brunkerville,216,48,2250,3.0,NSW,2021
SAL10618,Brunswick Heads,1905,47,1280,2.2,NSW,2021
SAL10619,Brushgrove,181,61,1135,2.0,NSW,2021
SAL10620,Brushy Creek,37,49,1125,2.6,NSW,2021
SAL10621,Buangla,0,0,0,0.0,NSW,2021
SAL10622,Bucca (NSW),614,43,1740,2.8,NSW,2021
SAL10623,Bucca Wauka,80,57,1125,2.1,NSW,2021
SAL10624,Buccarumbi,30,59,1041,1.9,NSW,2021
SAL10625,Buchanan (NSW),212,38,2028,3.0,NSW,2021
SAL10626,Buckajo,322,49,1462,2.4,NSW,2021
SAL10627,Buckaroo,138,48,2722,2.8,NSW,2021
SAL10628,Buckenbowra,16,51,2250,2.6,NSW,2021
SAL10629,Buckenderra,21,70,1166,1.8,NSW,2021
SAL10630,Buckendoon,48,37,1687,3.1,NSW,2021
SAL10631,Bucketty,165,50,1375,2.1,NSW,2021
SAL10632,Buckra Bendinni,123,48,1031,2.4,NSW,2021
SAL10633,Budawang,29,65,1292,1.8,NSW,2021
SAL10634,Buddabadah,40,47,1875,2.6,NSW,2021
SAL10635,Budden,16,58,1624,2.0,NSW,2021
SAL10636,Budderoo,0,69,2250,3.0,NSW,2021
SAL10637,Buddong,0,0,0,0.0,NSW,2021
SAL10638,Budgee Budgee (NSW),241,50,1781,2.5,NSW,2021
SAL10639,Budgewoi,3497,44,1289,2.3,NSW,2021
SAL10640,Budgewoi Peninsula,0,0,0,0.0,NSW,2021
SAL10641,Budgong,87,56,1562,2.4,NSW,2021
SAL10642,Buff Point,3559,44,1323,2.4,NSW,2021
SAL10643,Bugaldie,162,47,1281,2.5,NSW,2021
SAL10644,Bukalong,8,46,2749,2.8,NSW,2021
SAL10645,Bukkulla,149,43,1542,2.6,NSW,2021
SAL10646,Bulahdelah,1538,54,963,2.2,NSW,2021
SAL10647,Bulee,0,0,0,0.0,NSW,2021
SAL10648,Bulga (NSW),418,37,2062,3.0,NSW,2021
SAL10649,Bulga Forest,5,63,450,1.0,NSW,2021
SAL10650,Bulgary,13,32,1749,2.8,NSW,2021
SAL10651,Bulla (NSW),0,0,0,0.0,NSW,2021
SAL10652,Bulla Creek,49,48,2625,2.9,NSW,2021
SAL10653,Bullaburra,1300,45,1765,2.5,NSW,2021
SAL10654,Bullagreen,44,32,1687,3.4,NSW,2021
SAL10655,Bullarah,103,42,1916,2.5,NSW,2021
SAL10656,Bullatale,41,41,1625,2.4,NSW,2021
SAL10657,Bullawa Creek,130,46,1593,3.0,NSW,2021
SAL10658,Bulldog,15,56,649,2.3,NSW,2021
SAL10659,Bulli,6798,40,2331,2.8,NSW,2021
SAL10660,Bulliac,44,58,749,1.9,NSW,2021
SAL10661,Bullio,79,49,1375,2.5,NSW,2021
SAL10662,Bulyeroi,28,43,1875,2.7,NSW,2021
SAL10663,Bumbaldry,107,52,1375,2.3,NSW,2021
SAL10664,Bumbalong,3,54,0,0.0,NSW,2021
SAL10665,Bundabah,140,59,924,2.1,NSW,2021
SAL10666,Bundagen,96,52,725,2.0,NSW,2021
SAL10667,Bundanoon (NSW),2869,59,1290,2.2,NSW,2021
SAL10668,Bundarra,674,48,955,2.5,NSW,2021
SAL10669,Bundeena,2103,50,1832,2.5,NSW,2021
SAL10670,Bundella,53,47,1458,2.6,NSW,2021
SAL10671,Bundemar,38,41,2124,3.1,NSW,2021
SAL10672,Bundewallah,34,68,3083,2.0,NSW,2021
SAL10673,Bundook,114,54,900,2.3,NSW,2021
SAL10674,Bundure,17,45,2624,3.3,NSW,2021
SAL10675,Bungaba,88,51,1437,2.1,NSW,2021
SAL10676,Bungabbee,3,66,1125,1.7,NSW,2021
SAL10677,Bungalora,73,55,1437,2.5,NSW,2021
SAL10678,Bungarby,80,58,824,2.1,NSW,2021
SAL10679,Bungarribee,3177,33,2928,3.9,NSW,2021
SAL10680,Bungawalbin,138,46,1050,2.6,NSW,2021
SAL10681,Bungendore,4745,38,2922,2.9,NSW,2021
SAL10682,Bungonia,469,50,1264,2.4,NSW,2021
SAL10683,Bungowannah,175,44,1906,3.1,NSW,2021
SAL10684,Bungwahl,249,54,1199,2.1,NSW,2021
SAL10685,Bunnaloo,107,51,1541,2.6,NSW,2021
SAL10686,Bunnan,94,53,784,2.2,NSW,2021
SAL10687,Bunyah,130,56,1208,2.2,NSW,2021
SAL10688,Bunyan,192,48,2050,2.7,NSW,2021
SAL10689,Burcher,82,46,1312,2.4,NSW,2021
SAL10690,Bureen,70,42,2125,2.8,NSW,2021
SAL10691,Burnt Bridge,110,30,1218,3.2,NSW,2021
SAL10692,Burnt Yards,39,36,2874,2.6,NSW,2021
SAL10693,Buronga,1252,38,1381,2.6,NSW,2021
SAL10694,Burra (Queanbeyan-Palerang Regional - NSW),790,46,2892,2.7,NSW,2021
SAL10695,Burra (Snowy Valleys - NSW),47,50,2062,2.5,NSW,2021
SAL10696,Burra Creek,71,45,1374,2.4,NSW,2021
SAL10697,Burraboi,106,44,1312,2.4,NSW,2021
SAL10698,Burradoo,2879,59,2180,2.4,NSW,2021
SAL10699,Burraga,82,51,1374,2.5,NSW,2021
SAL10700,Burragate,96,57,1020,1.9,NSW,2021
SAL10701,Burrandana,23,42,2374,2.7,NSW,2021
SAL10702,Burraneer,3719,43,3490,3.0,NSW,2021
SAL10703,Burrangong,261,46,1656,2.7,NSW,2021
SAL10704,Burrapine,58,52,575,2.0,NSW,2021
SAL10705,Burrawang,431,54,1958,2.4,NSW,2021
SAL10706,Burrell Creek,233,54,1181,2.2,NSW,2021
SAL10707,Burren Junction,225,49,1124,2.5,NSW,2021
SAL10708,Burrier,70,39,1958,3.3,NSW,2021
SAL10709,Burrill Lake,1782,48,1183,2.3,NSW,2021
SAL10710,Burringbar,878,45,1482,2.6,NSW,2021
SAL10711,Burrinjuck,40,48,1166,2.0,NSW,2021
SAL10712,Burroway,171,32,2062,3.4,NSW,2021
SAL10713,Burrumbuttock,421,45,1638,2.7,NSW,2021
SAL10714,Burrundulla,140,49,2562,2.6,NSW,2021
SAL10715,Burrungubugge,43,34,900,1.9,NSW,2021
SAL10716,Burwood (NSW),18224,32,1671,2.5,NSW,2021
SAL10717,Burwood Heights,1134,38,2087,2.7,NSW,2021
SAL10718,Busby,4446,32,1163,3.2,NSW,2021
SAL10719,Busbys Flat,57,52,575,2.5,NSW,2021
SAL10720,Bushells Ridge,8,60,1125,2.7,NSW,2021
SAL10721,Buttaba,1204,43,1875,2.7,NSW,2021
SAL10722,Buttai,52,42,3750,3.3,NSW,2021
SAL10723,Butterwick,190,42,2666,3.1,NSW,2021
SAL10724,Buxton (NSW),2071,33,1942,2.9,NSW,2021
SAL10725,Byabarra,329,48,1297,2.7,NSW,2021
SAL10726,Byadbo Wilderness,0,0,0,0.0,NSW,2021
SAL10727,Byangum,153,47,1187,2.5,NSW,2021
SAL10728,Bylong,19,57,2125,1.9,NSW,2021
SAL10729,Byng,52,54,1968,2.3,NSW,2021
SAL10730,Byrock,26,41,687,1.9,NSW,2021
SAL10731,Byron Bay,6330,39,1561,2.3,NSW,2021
SAL10732,Byrrill Creek,125,56,780,2.0,NSW,2021
SAL10733,Bywong,1342,47,3172,2.8,NSW,2021
SAL10734,Cabarita (NSW),1933,50,2695,2.6,NSW,2021
SAL10735,Cabarita Beach,101,52,1875,2.2,NSW,2021
SAL10736,Cabbage Tree Island (Ballina - NSW),89,21,850,3.9,NSW,2021
SAL10737,Cabbage Tree Island (Mid-Coast - NSW),12,29,3374,1.5,NSW,2021
SAL10738,Cabramatta,21142,40,1184,3.0,NSW,2021
SAL10739,Cabramatta West,7822,37,1509,3.5,NSW,2021
SAL10740,Cabramurra,16,40,1874,1.0,NSW,2021
SAL10741,Caddens,3487,33,2592,3.3,NSW,2021
SAL10742,Cadgee (NSW),27,58,1149,2.2,NSW,2021
SAL10743,Cadia,3,29,0,0.0,NSW,2021
SAL10744,Caerleon,184,29,1937,2.9,NSW,2021
SAL10745,Caffreys Flat,53,59,700,2.1,NSW,2021
SAL10746,Cairncross,0,0,0,0.0,NSW,2021
SAL10747,Calala,4577,33,1863,2.7,NSW,2021
SAL10748,Calamia,24,54,900,1.5,NSW,2021
SAL10749,Calderwood,3013,30,2431,3.1,NSW,2021
SAL10750,Caldwell,42,35,1562,3.0,NSW,2021
SAL10751,Calga,134,43,2124,3.0,NSW,2021
SAL10752,Califat,12,51,450,3.0,NSW,2021
SAL10753,Calimo,71,45,1542,2.8,NSW,2021
SAL10754,Callaghan,1358,20,0,0.0,NSW,2021
SAL10755,Callaghans Creek,17,59,1375,2.6,NSW,2021
SAL10756,Callala Bay,2234,51,1289,2.4,NSW,2021
SAL10757,Callala Beach,777,58,1146,2.1,NSW,2021
SAL10758,Calliope (NSW),87,46,1792,2.8,NSW,2021
SAL10759,Caloola,62,42,1458,2.4,NSW,2021
SAL10760,Cambalong,12,63,1124,1.8,NSW,2021
SAL10761,Camberwell (NSW),102,38,1281,2.7,NSW,2021
SAL10762,Cambewarra,234,55,2295,2.6,NSW,2021
SAL10763,Cambewarra Village,1211,43,2188,2.8,NSW,2021
SAL10764,Camboon (NSW),58,54,1958,2.1,NSW,2021
SAL10765,Cambra,16,57,1624,2.2,NSW,2021
SAL10766,Cambridge Gardens,2030,36,1950,2.8,NSW,2021
SAL10767,Cambridge Park,7054,34,1535,2.6,NSW,2021
SAL10768,Cambridge Plateau,0,0,0,0.0,NSW,2021
SAL10769,Camden,3378,43,1650,2.4,NSW,2021
SAL10770,Camden Head,149,59,1218,2.1,NSW,2021
SAL10771,Camden Park (NSW),2233,39,3219,3.3,NSW,2021
SAL10772,Camden South,4595,38,2032,2.8,NSW,2021
SAL10773,Camellia,0,32,1125,1.0,NSW,2021
SAL10774,Cameron Park,9977,33,2464,3.1,NSW,2021
SAL10775,Camerons Creek,29,35,1374,2.9,NSW,2021
SAL10776,Camira (NSW),35,45,962,2.5,NSW,2021
SAL10777,Cammeray,7088,40,2870,2.2,NSW,2021
SAL10778,Camp Creek (NSW),42,48,949,2.3,NSW,2021
SAL10779,Campbelltown (NSW),16577,34,1432,2.4,NSW,2021
SAL10780,Camperdown (NSW),9381,33,2331,1.9,NSW,2021
SAL10781,Campsie,26132,36,1497,2.6,NSW,2021
SAL10782,Campvale,0,0,0,0.0,NSW,2021
SAL10783,Cams Wharf,182,56,1385,2.1,NSW,2021
SAL10784,Canada Bay,1308,40,2473,2.7,NSW,2021
SAL10785,Canadian Lead,19,48,1874,2.7,NSW,2021
SAL10786,Canbelego,54,36,1125,2.2,NSW,2021
SAL10787,Candelo,780,46,1256,2.4,NSW,2021
SAL10788,Cangai,17,64,1292,2.0,NSW,2021
SAL10789,Caniaba,804,41,2231,3.0,NSW,2021
SAL10790,Canley Heights,12320,37,1486,3.4,NSW,2021
SAL10791,Canley Vale,10300,39,1330,3.1,NSW,2021
SAL10792,Canobolas,481,48,2273,2.6,NSW,2021
SAL10793,Canoelands,177,45,2166,3.1,NSW,2021
SAL10794,Canonba,29,31,1249,3.0,NSW,2021
SAL10795,Canowindra,2437,48,1099,2.3,NSW,2021
SAL10796,Canterbury (NSW),9430,34,1882,2.5,NSW,2021
SAL10797,Canton Beach,1202,61,710,1.8,NSW,2021
SAL10798,Canyonleigh,455,46,2016,2.7,NSW,2021
SAL10799,Caparra,62,59,1125,2.1,NSW,2021
SAL10800,Capeen Creek,13,48,725,1.7,NSW,2021
SAL10801,Capertee,130,53,833,1.8,NSW,2021
SAL10802,Capoompeta,4,52,1375,1.0,NSW,2021
SAL10803,Captains Flat,611,40,1644,2.4,NSW,2021
SAL10804,Carabost,67,51,1281,2.4,NSW,2021
SAL10805,Caragabal,174,42,1286,2.5,NSW,2021
SAL10806,Carcalgong,45,56,850,1.9,NSW,2021
SAL10807,Carcoar,271,55,1187,2.1,NSW,2021
SAL10808,Cardiff (NSW),6318,38,1512,2.4,NSW,2021
SAL10809,Cardiff Heights,1384,44,1850,2.4,NSW,2021
SAL10810,Cardiff South,2931,38,1688,2.5,NSW,2021
SAL10811,Carey Bay,865,54,1266,2.1,NSW,2021
SAL10812,Cargo,562,38,2009,2.8,NSW,2021
SAL10813,Carinda,165,37,1343,2.4,NSW,2021
SAL10814,Caringbah,12575,37,1890,2.3,NSW,2021
SAL10815,Caringbah South,13168,42,2721,2.9,NSW,2021
SAL10816,Carlaminda,29,40,2750,3.4,NSW,2021
SAL10817,Carlingford,28044,38,2084,3.0,NSW,2021
SAL10818,Carlton (NSW),10631,38,1860,2.7,NSW,2021
SAL10819,Carnes Hill,3332,32,2630,3.8,NSW,2021
SAL10820,Carnham,4,73,725,1.7,NSW,2021
SAL10821,Carool,204,49,1521,2.5,NSW,2021
SAL10822,Caroona,196,40,933,2.6,NSW,2021
SAL10823,Carrabolla,10,48,575,2.8,NSW,2021
SAL10824,Carrai,0,0,0,0.0,NSW,2021
SAL10825,Carramar (NSW),3475,40,1073,2.6,NSW,2021
SAL10826,Carrathool,200,42,1531,2.6,NSW,2021
SAL10827,Carrick (NSW),164,56,2100,2.6,NSW,2021
SAL10828,Carrington (Mid-Coast - NSW),32,58,1375,2.0,NSW,2021
SAL10829,Carrington (Newcastle - NSW),2061,36,1766,2.2,NSW,2021
SAL10830,Carrington Falls,32,56,1875,2.4,NSW,2021
SAL10831,Carroll,305,37,1524,2.7,NSW,2021
SAL10832,Carrowbrook,37,44,1125,2.1,NSW,2021
SAL10833,Carrs Creek,186,44,1375,2.7,NSW,2021
SAL10834,Carrs Island,10,42,1125,2.5,NSW,2021
SAL10835,Carrs Peninsula,17,52,1166,2.4,NSW,2021
SAL10836,Carss Park,1265,46,2297,2.8,NSW,2021
SAL10837,Cartwright,2616,35,826,2.6,NSW,2021
SAL10838,Cartwrights Hill,169,47,1833,2.6,NSW,2021
SAL10839,Carwell,28,54,1749,2.3,NSW,2021
SAL10840,Carwoola,1602,44,3205,3.0,NSW,2021
SAL10841,Cascade (NSW),8,78,575,1.5,NSW,2021
SAL10842,Casino,10930,43,1044,2.3,NSW,2021
SAL10843,Cassilis (NSW),278,42,1375,2.6,NSW,2021
SAL10844,Castle Cove,2643,46,3439,2.9,NSW,2021
SAL10845,Castle Doyle,150,49,2299,2.8,NSW,2021
SAL10846,Castle Hill (NSW),40874,42,2551,3.0,NSW,2021
SAL10847,Castle Rock,131,44,3041,3.1,NSW,2021
SAL10848,Castlecrag,2965,47,4675,3.0,NSW,2021
SAL10849,Castlereagh,1248,38,2370,3.4,NSW,2021
SAL10850,Casuarina (NSW),3256,41,2327,2.9,NSW,2021
SAL10851,Casula,16584,36,1730,3.2,NSW,2021
SAL10852,Catalina,2522,53,1130,2.3,NSW,2021
SAL10853,Cataract,4,43,2750,2.0,NSW,2021
SAL10854,Cathcart (NSW),106,37,1312,2.6,NSW,2021
SAL10855,Catherine Field,2609,33,2316,3.3,NSW,2021
SAL10856,Catherine Hill Bay,943,37,2628,2.9,NSW,2021
SAL10857,Cathundral,31,32,3250,4.0,NSW,2021
SAL10858,Cattai,1077,40,2878,3.3,NSW,2021
SAL10859,Cattle Creek (NSW),38,35,1374,3.2,NSW,2021
SAL10860,Cavan (NSW),37,50,3083,2.9,NSW,2021
SAL10861,Caves Beach,4016,49,1628,2.6,NSW,2021
SAL10862,Cawdor (NSW),430,44,2399,3.2,NSW,2021
SAL10863,Cawongla,204,57,816,1.9,NSW,2021
SAL10864,Cecil Hills,6906,38,2409,3.6,NSW,2021
SAL10865,Cecil Park,815,43,2446,3.4,NSW,2021
SAL10866,Cedar Brush Creek,125,46,2250,2.8,NSW,2021
SAL10867,Cedar Creek (Cessnock - NSW),32,48,1625,2.5,NSW,2021
SAL10868,Cedar Creek (Tweed - NSW),12,63,1149,2.4,NSW,2021
SAL10869,Cedar Party,379,57,1183,2.6,NSW,2021
SAL10870,Cedar Point,175,50,1410,2.4,NSW,2021
SAL10871,Cells River,0,54,1125,1.0,NSW,2021
SAL10872,Centennial Park (NSW),2225,36,2154,1.9,NSW,2021
SAL10873,Central Colo,30,39,3083,3.4,NSW,2021
SAL10874,Central Macdonald,49,51,1812,2.5,NSW,2021
