ssc,suburb_name,state
33863,WOOLOOWIN,QLD
33963,ZILLMERE,QLD
33445,THE GRANGE,QLD
33798,WILSTON,QLD
33265,STAFFORD,QLD
33266,STAFFORD BC,QLD
33267,STAFFORD CITY,QLD
33268,STAFFORD DC,QLD
33269,STAFFORD HEIGHTS,QLD
33594,UPPER KEDRON,QLD
33255,ST JOHNS WOOD,QLD
33441,THE GAP,QLD
33308,STUARTHOLME,QLD
33517,TOOWONG,QLD
33518,TOOWONG BC,QLD
33519,TOOWONG DC,QLD
33535,TORWOOD,QLD
33258,ST LUCIA,QLD
33259,ST LUCIA SOUTH,QLD
33395,TARINGA,QLD
33582,UPPER BROOKFIELD,QLD
33580,UNIVERSITY OF QUEENSLAND,QLD
33315,SUMNER,QLD
33316,SUMNER PARK BC,QLD
33755,WESTLAKE,QLD
33639,WACOL,QLD
33640,WACOL EAST IMMIGRATION CENTRE,QLD
33738,WEST END,QLD
33858,WOOLLOONGABBA,QLD
33465,THOMPSON ESTATE,QLD
33949,YERONGA,QLD
33950,YERONGA WEST,QLD
33421,TENNYSON,QLD
33943,YEERONGPILLY,QLD
33322,SUNNYBANK,QLD
33323,SUNNYBANK HILLS,QLD
33324,SUNNYBANK SOUTH,QLD
33785,WILLAWONG,QLD
33550,TRINDER PARK,QLD
33851,WOODRIDGE,QLD
33852,WOODRIDGE EAST,QLD
33305,STRETTON,QLD
33578,UNDERWOOD,QLD
33294,STONES CORNER,QLD
33402,TARRAGINDI,QLD
33726,WELLERS HILL,QLD
33596,UPPER MOUNT GRAVATT,QLD
33597,UPPER MOUNT GRAVATT BC,QLD
33812,WISHART,QLD
33245,SPRINGWOOD,QLD
33246,SPRINGWOOD BC,QLD
33376,TANAH MERAH,QLD
33702,WATERFORD,QLD
33703,WATERFORD WEST,QLD
33771,WHITES HILL,QLD
33648,WAKERLEY,QLD
33470,THORNESIDE,QLD
33730,WELLINGTON POINT,QLD
33471,THORNLANDS,QLD
33629,VICTORIA POINT,QLD
33630,VICTORIA POINT WEST,QLD
33273,STANLEY BRIDGE,QLD
33489,TINGALPA,QLD
33490,TINGALPA BC,QLD
33491,TINGALPA DC,QLD
33904,WYNNUM,QLD
33905,WYNNUM CENTRAL,QLD
33906,WYNNUM NORTH,QLD
33907,WYNNUM PLAZA,QLD
33908,WYNNUM WEST,QLD
33277,STAPYLTON,QLD
33280,STEIGLITZ,QLD
33800,WINDAROO,QLD
33823,WOLFFDENE,QLD
33869,WOONGOOLBA,QLD
33934,YARRABILBA,QLD
33941,YATALA,QLD
33942,YATALA DC,QLD
33945,YELLOW WOOD,QLD
33584,UPPER COOMERA,QLD
33786,WILLOW VALE,QLD
33309,STUDIO VILLAGE,QLD
33838,WONGAWALLAN,QLD
33235,SPRINGBROOK,QLD
33361,TALLAI,QLD
33880,WORONGARY,QLD
33318,SUNDALE,QLD
33336,SURFERS PARADISE,QLD
33459,THE SPIT,QLD
33737,WEST BURLEIGH,QLD
33365,TALLY VALLEY,QLD
33560,TUGUN,QLD
33561,TUGUN HEIGHTS,QLD
33616,VARSITY LAKES,QLD
33362,TALLEBUDGERA,QLD
33363,TALLEBUDGERA VALLEY,QLD
33371,TAMBORINE,QLD
33373,TAMBORINE VILLAGE,QLD
33372,TAMBORINE MOUNTAIN,QLD
33814,WITHEREN,QLD
33839,WONGLEPONG,QLD
33285,STOCKLEIGH,QLD
33351,TABOOBA,QLD
33352,TABRAGALBA,QLD
33374,TAMROOKUM,QLD
33375,TAMROOKUM CREEK,QLD
33579,UNDULLAH,QLD
33620,VERESDALE,QLD
33621,VERESDALE SCRUB,QLD
33847,WOODHILL,QLD
33234,SPRING MOUNTAIN,QLD
33237,SPRINGFIELD,QLD
33239,SPRINGFIELD CENTRAL,QLD
33240,SPRINGFIELD LAKES,QLD
33497,TIVOLI,QLD
33742,WEST IPSWICH,QLD
33843,WOODEND,QLD
33887,WULKURAKA,QLD
33921,YAMANTO,QLD
33341,SWANBANK,QLD
33397,TAROMEO,QLD
33412,TEELAH,QLD
33427,THAGOONA,QLD
33623,VERNOR,QLD
33661,WALLOON,QLD
33678,WANORA,QLD
33698,WASHPOOL,QLD
33736,WEST AMBERLEY,QLD
33769,WHITE ROCK,QLD
33787,WILLOWBANK,QLD
33817,WIVENHOE,QLD
33819,WIVENHOE POCKET,QLD
33693,WARRILL VIEW,QLD
33794,WILSONS PLAINS,QLD
33396,TAROME,QLD
33423,TEVIOTVILLE,QLD
33699,WASHPOOL,QLD
33419,TEMPLIN,QLD
33654,WALLACES CREEK,QLD
33862,WOOLOOMAN,QLD
33899,WYARALONG,QLD
33390,TARAMPA,QLD
33818,WIVENHOE HILL,QLD
33505,TOOGOOLAWAH,QLD
33952,YIMBUN,QLD
33398,TAROMEO,QLD
33413,TEELAH,QLD
33364,TALLEGALLA,QLD
33433,THE BLUFF,QLD
33864,WOOLSHED,QLD
33314,SUMMERHOLM,QLD
33472,THORNTON,QLD
33539,TOWNSON,QLD
33601,UPPER TENTHILL,QLD
33635,VINEGAR HILL,QLD
33841,WOODBINE,QLD
33848,WOODLANDS,QLD
33287,STOCKYARD,QLD
33589,UPPER FLAGSTONE,QLD
33619,VERADILLA,QLD
33810,WINWILL,QLD
33520,TOOWOOMBA,QLD
33521,TOOWOOMBA BC,QLD
33522,TOOWOOMBA CITY,QLD
33523,TOOWOOMBA DC,QLD
33524,TOOWOOMBA EAST,QLD
33526,TOOWOOMBA SOUTH,QLD
33527,TOOWOOMBA VILLAGE FAIR,QLD
33528,TOOWOOMBA WEST,QLD
33529,TOP CAMP,QLD
33534,TORRINGTON,QLD
33725,WELLCAMP,QLD
33751,WESTBROOK,QLD
33796,WILSONTON,QLD
33797,WILSONTON HEIGHTS,QLD
33897,WYALLA PLAZA,QLD
33250,ST AUBYN,QLD
33474,THORNVILLE,QLD
33525,TOOWOOMBA MC,QLD
33564,TUMMAVILLE,QLD
33577,UMBIRAM,QLD
33595,UPPER LOCKYER,QLD
33610,VALE VIEW,QLD
33765,WHICHELLO,QLD
33767,WHITE MOUNTAIN,QLD
33813,WITHCOTT,QLD
33849,WOODLEIGH,QLD
33860,WOOLMER,QLD
33894,WUTUL,QLD
33909,WYREEMA,QLD
33916,YALANGUR,QLD
33925,YANDILLA,QLD
33344,SYLVIA VALE,QLD
33434,THE BLUFF,QLD
33599,UPPER PINELANDS,QLD
33242,SPRINGSIDE,QLD
33252,ST HELENS,QLD
33293,STONELEIGH,QLD
33937,YARRANLEA,QLD
33290,STONEHENGE,QLD
33457,THE PINES,QLD
33567,TURALLIN,QLD
33710,WATTLE RIDGE,QLD
33753,WESTERN CREEK,QLD
33866,WOONDUL,QLD
33611,VALE VIEW,QLD
33741,WEST HALDON,QLD
33598,UPPER PILTON,QLD
33626,VICTORIA HILL,QLD
33360,TALGAI,QLD
33340,SWAN CREEK,QLD
33429,THANE,QLD
33430,THANES CREEK,QLD
33444,THE GLEN,QLD
33448,THE HERMITAGE,QLD
33510,TOOLBURRA,QLD
33549,TREGONY,QLD
33590,UPPER FREESTONE,QLD
33603,UPPER WHEATVALE,QLD
33696,WARWICK,QLD
33697,WARWICK DC,QLD
33763,WHEATVALE,QLD
33783,WILDASH,QLD
33790,WILLOWVALE,QLD
33820,WIYARRA,QLD
33827,WOMINA,QLD
33342,SWANFELS,QLD
33928,YANGAN,QLD
33385,TANNYMOREL,QLD
33440,THE FALLS,QLD
33447,THE HEAD,QLD
33477,THULIMBAH,QLD
33460,THE SUMMIT,QLD
33236,SPRINGDALE,QLD
33275,STANTHORPE,QLD
33296,STORM KING,QLD
33311,SUGARLOAF,QLD
33469,THORNDALE,QLD
14986,UNDERCLIFFE,NSW
33319,SUNDOWN,QLD
33900,WYBERBA,QLD
33656,WALLANGARRA,QLD
33425,TEXAS,QLD
33706,WATSONS CROSSING,QLD
33422,TERRICA,QLD
33694,WARROO,QLD
33764,WHETSTONE,QLD
33944,YELARBON,QLD
33831,WONDALLI,QLD
33895,WYAGA,QLD
33913,YAGABURNE,QLD
33931,YARGULLEN,QLD
33585,UPPER COOYAR CREEK,QLD
33745,WEST PRAIRIE,QLD
33646,WAINUI,QLD
33244,SPRINGVALE,QLD
33262,ST RUTH,QLD
33495,TIPTON,QLD
33734,WERANGA,QLD
33922,YAMSION,QLD
33446,THE GUMS,QLD
33723,WEIR RIVER,QLD
33558,TUCKERANG,QLD
33689,WARRA,QLD
33902,WYCHIE,QLD
33313,SUJEEWONG,QLD
33780,WIEAMBILLA,QLD
33325,SUNNYSIDE,QLD
33957,YULABILLA,QLD
33334,SURAT,QLD
33685,WARKON,QLD
33727,WELLESLEY,QLD
33735,WERIBONE,QLD
33673,WANDOAN,QLD
33821,WOLEEBEE,QLD
33400,TAROOM,QLD
33645,WAIKOLA,QLD
33387,TARA,QLD
33756,WESTMAR,QLD
33414,TEELBA,QLD
33958,YULEBA,QLD
33959,YULEBA NORTH,QLD
33960,YULEBA SOUTH,QLD
33663,WALLUMBILLA,QLD
33664,WALLUMBILLA NORTH,QLD
33665,WALLUMBILLA SOUTH,QLD
33588,UPPER DAWSON,QLD
33754,WESTGROVE,QLD
33493,TINGUN,QLD
33903,WYCOMBE,QLD
33649,WALHALLOW,QLD
33608,V GATE,QLD
33825,WOMALILLA,QLD
33826,WOMBLEBANK,QLD
33572,TYRCONNEL,QLD
33683,WARD,QLD
33602,UPPER WARREGO,QLD
33370,TAMBO,QLD
33803,WINDEYER,QLD
33924,YANDARLO,QLD
33378,TANBAR,QLD
33804,WINDORAH,QLD
33251,ST GEORGE,QLD
33898,WYANDRA,QLD
33559,TUEN,QLD
33779,WIDGEEGOARA,QLD
33955,YOWAH,QLD
33432,THARGOMINDAH,QLD
33392,TARAWERA,QLD
33366,TALWOOD,QLD
33428,THALLON,QLD
33719,WEENGALLON,QLD
33504,TOOBEAH,QLD
33302,STRATHPINE,QLD
33303,STRATHPINE CENTRE,QLD
33304,STRATHPINE CITY,QLD
33686,WARNER,QLD
33772,WHITESIDE,QLD
33731,WELSBY,QLD
33768,WHITE PATCH,QLD
33872,WOORIM,QLD
33516,TOORBUL,QLD
33583,UPPER CABOOLTURE,QLD
33670,WAMURAN,QLD
33671,WAMURAN BASIN,QLD
33642,WAGTAIL GROVE,QLD
33679,WARABA,QLD
33274,STANMORE,QLD
33295,STONY CREEK,QLD
33633,VILLENEUVE,QLD
33757,WESTVALE,QLD
33845,WOODFORD,QLD
33811,WINYA,QLD
33859,WOOLMAR,QLD
33781,WIGHTS MOUNTAIN,QLD
33956,YUGAR,QLD
33816,WITTA,QLD
33877,WOOTHA,QLD
33377,TANAWHA,QLD
33333,SUNSHINE PLAZA,QLD
33750,WEST WOOMBYE,QLD
33865,WOOMBYE,QLD
33332,SUNSHINE COAST MC,QLD
33536,TOWEN MOUNTAIN,QLD
33609,VALDORA,QLD
33926,YANDINA,QLD
33927,YANDINA CREEK,QLD
33624,VERRIERDALE,QLD
33760,WEYBA DOWNS,QLD
33328,SUNRISE HILLS,QLD
33488,TINBEERWAH,QLD
33570,TWIN WATERS,QLD
33415,TEEWAH,QLD
33424,TEWANTIN,QLD
33327,SUNRISE BEACH,QLD
33331,SUNSHINE BEACH,QLD
33260,ST MARY,QLD
33368,TAMAREE,QLD
33381,TANDUR,QLD
33438,THE DAWN,QLD
33455,THE PALMS,QLD
33461,THEEBINE,QLD
33508,TOOLARA,QLD
33509,TOOLARA FOREST,QLD
33547,TRAVESTON,QLD
33557,TUCHEKOI,QLD
33571,TWO MILE,QLD
33591,UPPER GLASTONBURY,QLD
33593,UPPER KANDANGA,QLD
33625,VETERAN,QLD
33632,VICTORY HEIGHTS,QLD
33662,WALLU,QLD
33776,WIDGEE,QLD
33777,WIDGEE CROSSING NORTH,QLD
33778,WIDGEE CROSSING SOUTH,QLD
33795,WILSONS POCKET,QLD
33824,WOLVI,QLD
33861,WOOLOOGA,QLD
33867,WOONDUM,QLD
33644,WAHPUNGA,QLD
33932,YAROOMBA,QLD
33680,WARANA,QLD
33681,WARANA BEACH,QLD
33892,WURTULLA,QLD
33484,TIN CAN BAY,QLD
33386,TANSEY,QLD
33882,WRATTENS FOREST,QLD
33321,SUNNY NOOK,QLD
33349,TABLELANDS,QLD
33688,WARNUNG,QLD
33801,WINDERA,QLD
33875,WOOROONDEN,QLD
33762,WHEATLANDS,QLD
33830,WONDAI,QLD
33492,TINGOORA,QLD
33784,WILKESDALE,QLD
33873,WOOROOLIN,QLD
33346,TAABINGA,QLD
33347,TAABINGA VILLAGE,QLD
33709,WATTLE GROVE,QLD
33292,STONELANDS,QLD
33782,WIGTON,QLD
33270,STALWORTH,QLD
33604,UPPER YARRAMAN,QLD
33936,YARRAMAN,QLD
33399,TARONG,QLD
33708,WATTLE CAMP,QLD
33732,WENGENVILLE,QLD
33896,WYALLA,QLD
33411,TEEBAR,QLD
33840,WOOCOO,QLD
33701,WATERANGA,QLD
33878,WOOWOONGA,QLD
33284,STOCKHAVEN,QLD
33451,THE LIMITS,QLD
33514,TOONDAHRA,QLD
33643,WAHOON,QLD
33759,WETHERON,QLD
33793,WILSON VALLEY,QLD
33850,WOODMILLAR,QLD
33946,YENDA,QLD
33893,WURUMA DAM,QLD
33418,TELLEBANG,QLD
33475,THREE MOON,QLD
33618,VENTNOR,QLD
33939,YARROL,QLD
33253,ST HELENS,QLD
33261,ST MARY,QLD
33359,TALEGALLA WEIR,QLD
33380,TANDORA,QLD
33410,TEDDINGTON,QLD
33439,THE DIMONDS,QLD
33464,THINOOMBA,QLD
33481,TIARO,QLD
33485,TINANA,QLD
33486,TINANA SOUTH,QLD
33494,TINNANBAR,QLD
33555,TUAN,QLD
33556,TUAN FOREST,QLD
33651,WALKERS POINT,QLD
33947,YENGARIE,QLD
33951,YERRA,QLD
33330,SUNSHINE ACRES,QLD
33337,SUSAN RIVER,QLD
33355,TAKURA,QLD
33506,TOOGOOM,QLD
33532,TORQUAY,QLD
33605,URANGAN,QLD
33606,URRAWEEN,QLD
33659,WALLIEBUM,QLD
33660,WALLIGAN,QLD
33833,WONDUNNA,QLD
33846,WOODGATE,QLD
33531,TORBANLEA,QLD
33339,SVENSSON HEIGHTS,QLD
33426,THABEBAN,QLD
33653,WALKERVALE,QLD
33700,WATALGAN,QLD
33724,WELCOME CREEK,QLD
33802,WINDERMERE,QLD
33806,WINFIELD,QLD
33868,WOONGARRA,QLD
33249,ST AGNES,QLD
33256,ST KILDA,QLD
33354,TAKILBERAN,QLD
33496,TIRROAN,QLD
33658,WALLAVILLE,QLD
33828,WONBAH,QLD
33829,WONBAH FOREST,QLD
33705,WATERLOO,QLD
33923,YANDARAN,QLD
33407,TAUNTON,QLD
33568,TURKEY BEACH,QLD
33317,SUN VALLEY,QLD
33350,TABLELANDS,QLD
33384,TANNUM SANDS,QLD
33389,TARAGOOLA,QLD
33416,TELINA,QLD
33511,TOOLOOA,QLD
33573,UBOBO,QLD
33740,WEST GLADSTONE,QLD
33747,WEST STOWE,QLD
33844,WOODERSON,QLD
33891,WURDONG HEIGHTS,QLD
33393,TARGINIE,QLD
33394,TARGINNIE,QLD
33940,YARWUN,QLD
33454,THE NARROWS,QLD
33449,THE KEPPELS,QLD
33458,THE RANGE,QLD
33672,WANDAL,QLD
33746,WEST ROCKHAMPTON,QLD
33437,THE COMMON,QLD
33272,STANAGE,QLD
33276,STANWELL,QLD
33283,STEWARTON,QLD
33403,TARRAMBA,QLD
33436,THE CAVES,QLD
33443,THE GEMFIELDS,QLD
33466,THOMPSON POINT,QLD
33499,TOGARA,QLD
33566,TUNGAMULL,QLD
33575,ULOGIE,QLD
33657,WALLAROO,QLD
33758,WESTWOOD,QLD
33788,WILLOWS,QLD
33789,WILLOWS GEMFIELDS,QLD
33815,WITHERSFIELD,QLD
33856,WOOLEIN,QLD
33874,WOOROONA,QLD
33881,WOWAN,QLD
33901,WYCARBAH,QLD
33918,YALLEROI,QLD
33929,YARAKA,QLD
33279,STATUE BAY,QLD
33288,STOCKYARD,QLD
33379,TANBY,QLD
33391,TARANGANBA,QLD
33401,TAROOMBALL,QLD
33720,WEERRIBA,QLD
33842,WOODBURY,QLD
33948,YEPPOON,QLD
33711,WATTLEBANK,QLD
33911,YAAMBA,QLD
33257,ST LAWRENCE,QLD
33456,THE PERCY GROUP,QLD
33482,TIERI,QLD
33964,ZILZIE,QLD
33871,WOORABINDA,QLD
33306,STRUCK OIL,QLD
33452,THE MINE,QLD
33553,TROTTER CREEK,QLD
33666,WALMUL,QLD
33669,WALTERHALL,QLD
33890,WURA,QLD
33404,TARRAMBA,QLD
33612,VALENTINE PLAINS,QLD
33431,THANGOOL,QLD
33687,WARNOAH,QLD
33462,THEODORE,QLD
33920,YAMALA,QLD
33463,THERESA CREEK,QLD
33799,WINCHESTER,QLD
33822,WOLFANG,QLD
33243,SPRINGSURE,QLD
33717,WEALWANDANGIE,QLD
33910,WYUNA,QLD
33335,SURBITON,QLD
33388,TARA STATION,QLD
33291,STONEHENGE,QLD
33498,TOCAL,QLD
33622,VERGEMONT,QLD
33930,YARAKA,QLD
33348,TABLEDERRY,QLD
33809,WINTON,QLD
33326,SUNNYSIDE,QLD
33409,TE KOWAI,QLD
33417,TELINA HEIGHTS,QLD
33450,THE LEAP,QLD
33483,TIMBERLANDS,QLD
33743,WEST MACKAY,QLD
33888,WUNDARU,QLD
33915,YAKAPARI,QLD
33917,YALBOROO,QLD
33300,STRATHFIELD,QLD
33569,TURRAWULLA,QLD
33614,VALKYRIE,QLD
33338,SUTTOR,QLD
33627,VICTORIA PLAINS,QLD
33652,WALKERSTON,QLD
33254,ST HELENS BEACH,QLD
33641,WAGOORA,QLD
33299,STRATHDICKIE,QLD
33312,SUGARLOAF,QLD
33467,THOOPARA,QLD
33792,WILSON BEACH,QLD
33774,WHITSUNDAYS,QLD
33854,WOODWARK,QLD
33241,SPRINGLANDS,QLD
33675,WANGARATTA,QLD
33889,WUNJUNGA,QLD
33343,SWANS LAGOON,QLD
33592,UPPER HAUGHTON,QLD
33538,TOWN COMMON,QLD
33540,TOWNSVILLE,QLD
33541,TOWNSVILLE CITY,QLD
33542,TOWNSVILLE DC,QLD
33543,TOWNSVILLE MC,QLD
33545,TOWNSVILLE WEST,QLD
33739,WEST END,QLD
33938,YARRAWONGA,QLD
33307,STUART,QLD
33886,WULGURU,QLD
33544,TOWNSVILLE MILPO,QLD
33479,THURINGOWA DC,QLD
33634,VINCENT,QLD
33435,THE CAPE,QLD
33513,TOOMULLA,QLD
33515,TOONPAN,QLD
33533,TORRENS CREEK,QLD
33853,WOODSTOCK,QLD
33264,STABLEFORD,QLD
33478,THURINGOWA CENTRAL,QLD
33507,TOOLAKEA,QLD
33912,YABULU,QLD
33744,WEST POINT,QLD
33502,TOLL,QLD
33537,TOWERS HILL,QLD
33271,STAMFORD,QLD
33383,TANGORIN,QLD
33631,VICTORIA VALE,QLD
33857,WOOLGAR,QLD
33289,STOKES,QLD
33358,TALDORA,QLD
33682,WARBURTON,QLD
33476,THREE RIVERS,QLD
70308,RANKEN,NT
33329,SUNSET,QLD
33442,THE GAP,QLD
33453,THE MONUMENT,QLD
33546,TOWNVIEW,QLD
33716,WAVERLEY,QLD
33807,WINSTON,QLD
33310,STURT,QLD
33500,TOKO,QLD
33684,WARENDA,QLD
33791,WILLS,QLD
33408,TAYLORS BEACH,QLD
33503,TOOBANNA,QLD
33548,TREBONNE,QLD
33600,UPPER STONE,QLD
33615,VALLEY OF LAGOONS,QLD
33628,VICTORIA PLANTATION,QLD
33655,WALLAMAN,QLD
33761,WHARPS,QLD
33962,YURUGA,QLD
33367,TAM O'SHANTER,QLD
33837,WONGALING BEACH,QLD
33562,TULLY,QLD
33563,TULLY HEADS,QLD
33667,WALTER HILL,QLD
33692,WARRAMI,QLD
33668,WALTER LEVER ESTATE,QLD
33297,STOTERS HILL,QLD
33320,SUNDOWN,QLD
33587,UPPER DARADGEE,QLD
33613,VALETTAS ESTATE,QLD
33617,VASA VIEWS,QLD
33677,WANJURU,QLD
33718,WEBB,QLD
33876,WOOROONOORAN,QLD
33405,TARRAWARRA,QLD
33770,WHITE ROCK,QLD
33879,WOREE,QLD
33369,TAMARIND GARDENS,QLD
33883,WRIGHTS CREEK,QLD
33298,STRATFORD,QLD
33752,WESTCOURT,QLD
33773,WHITFIELD,QLD
33238,SPRINGFIELD,QLD
33247,SPURGEON,QLD
33286,STOCKTON,QLD
33301,STRATHMORE,QLD
33356,TALAROO,QLD
33468,THORNBOROUGH,QLD
33607,UTCHEE CREEK,QLD
33674,WANGAN,QLD
33695,WARRUBULLEN,QLD
33713,WAUGH POCKET,QLD
33728,WELLESLEY ISLANDS,QLD
33748,WEST WELLESLEY ISLANDS,QLD
33870,WOOPEN CREEK,QLD
33933,YARRABAH,QLD
33487,TINAROO,QLD
33647,WAIRUNA,QLD
33650,WALKAMIN,QLD
33248,SPURGEON,QLD
33282,STEWART CREEK VALLEY,QLD
33345,SYNDICATE,QLD
33473,THORNTON BEACH,QLD
33586,UPPER DAINTREE,QLD
33775,WHYANBEEL,QLD
33834,WONGA,QLD
33835,WONGA BEACH,QLD
33554,TRUNDING,QLD
33721,WEIPA,QLD
33722,WEIPA AIRPORT,QLD
33733,WENLOCK,QLD
33281,STEPHENS ISLAND,QLD
33357,TALBOT ISLAND,QLD
33480,THURSDAY ISLAND,QLD
33574,UGAR ISLAND,QLD
33690,WARRABER ISLAND,QLD
33691,WARRABER ISLET,QLD
33712,WAUA ISLET,QLD
33919,YAM ISLAND,QLD
33953,YORKE ISLAND,QLD
33576,UMAGICO,QLD
33676,WANGETTI,QLD
33954,YORKEYS KNOB,QLD
33551,TRINITY BEACH,QLD
33552,TRINITY PARK,QLD
33501,TOLGA,QLD
33581,UPPER BARRON,QLD
33836,WONGABEL,QLD
33961,YUNGABURRA,QLD
33406,TARZALI,QLD
33530,TOPAZ,QLD
33707,WATSONVILLE,QLD
33832,WONDECLA,QLD
33565,TUMOULIN,QLD
33263,STAATEN,QLD
33729,WELLESLEY ISLANDS,QLD
33749,WEST WELLESLEY ISLANDS,QLD
33884,WROTHAM,QLD
33914,YAGOONYA,QLD
33935,YARRADEN,QLD
33278,STARCKE,QLD
33885,WUJAL WUJAL,QLD
41719,STURT STREET,SA
41770,THE UNIVERSITY OF ADELAIDE,SA
41830,UNIVERSITY OF ADELAIDE,SA
41922,WELLAND,SA
41931,WEST HINDMARSH,SA
41930,WEST CROYDON,SA
42029,WOODVILLE,SA
42032,WOODVILLE PARK,SA
42033,WOODVILLE SOUTH,SA
42034,WOODVILLE WEST,SA
42030,WOODVILLE GARDENS,SA
42031,WOODVILLE NORTH,SA
41993,WINGFIELD,SA
41796,TORRENS ISLAND,SA
41741,TAPEROO,SA
41933,WEST LAKES SHORE,SA
41932,WEST LAKES,SA
41759,TENNYSON,SA
41928,WEST BEACH,SA
41771,THEBARTON,SA
41799,TORRENSVILLE,SA
41800,TORRENSVILLE PLAZA,SA
41828,UNDERDALE,SA
41935,WEST RICHMOND,SA
41915,WAYVILLE,SA
41937,WESTBOURNE PARK,SA
41790,TONSLEY,SA
41891,WARRADALE,SA
41892,WARRADALE NORTH,SA
41718,STURT,SA
41831,UNLEY,SA
41832,UNLEY BC,SA
41833,UNLEY DC,SA
41834,UNLEY PARK,SA
41797,TORRENS PARK,SA
41841,URRBRAE,SA
41794,TOORAK GARDENS,SA
41816,TUSMORE,SA
41708,STONYFELL,SA
41903,WATERFALL GULLY,SA
41910,WATTLE PARK,SA
41808,TRINITY GARDENS,SA
41697,STEPNEY,SA
41762,TERINGIE,SA
42023,WOODFORDE,SA
41805,TRANMERE,SA
41806,TRANMERE NORTH,SA
41843,VALE PARK,SA
41860,WALKERVILLE,SA
41776,THORNGATE,SA
41992,WINDSOR GARDENS,SA
41755,TEA TREE GULLY,SA
41853,VISTA,SA
41844,VALLEY VIEW,SA
41765,THE LEVELS,SA
41861,WALKLEY HEIGHTS,SA
41905,WATERLOO CORNER,SA
41821,ULEYBURY,SA
42075,YATTALUNGA,SA
41884,WARD BELT,SA
41974,WILLASTON,SA
41852,VIRGINIA,SA
41729,SURREY DOWNS,SA
42073,YATALA VALE,SA
42052,WYNN VALE,SA
41837,UPPER HERMITAGE,SA
41723,SUMMERTOWN,SA
41839,URAIDLA,SA
41699,STIRLING,SA
41838,UPPER STURT,SA
41809,TROTT PARK,SA
42022,WOODCROFT,SA
41751,TATACHILLA,SA
41769,THE RANGE,SA
41949,WHITES VALLEY,SA
41986,WILLUNGA,SA
41987,WILLUNGA HILL,SA
41988,WILLUNGA SOUTH,SA
42090,YUNDI,SA
41798,TORRENS VALE,SA
41815,TUNKALILLA,SA
41909,WATTLE FLAT,SA
42066,YANKALILLA,SA
42005,WIRRINA COVE,SA
41849,VICTOR HARBOR,SA
41850,VICTOR HARBOR CENTRAL,SA
41858,WAITPINGA,SA
41981,WILLOW CREEK,SA
42080,YILKI,SA
41979,WILLOUGHBY,SA
41985,WILLSON RIVER,SA
41705,STOKES BAY,SA
41717,STUN’SAIL BOOM,SA
41716,STUN'SAIL BOOM,SA
41854,VIVONNE BAY,SA
41939,WESTERN RIVER,SA
42007,WISANGER,SA
41895,WARREN,SA
41752,TAUNTON,SA
41814,TUNGKILLO,SA
41756,TEAL FLAT,SA
41859,WALKER FLAT,SA
41862,WALL,SA
42017,WONGULLA,SA
42024,WOODLANE,SA
42085,YOUNGHUSBAND,SA
42086,YOUNGHUSBAND HOLDINGS,SA
42028,WOODSIDE,SA
41847,VERDUN,SA
41803,TOTNESS,SA
42008,WISTOW,SA
41727,SUNNYSIDE,SA
41733,SWANPORT,SA
41793,TOORA,SA
41942,WHITE HILL,SA
41945,WHITE SANDS,SA
41980,WILLOW BANKS,SA
42027,WOODS POINT,SA
41761,TEPKO,SA
41768,THE POINT,SA
41863,WALL FLAT,SA
41943,WHITE HILL,SA
42025,WOODLANE,SA
42093,ZADOWS LANDING,SA
41710,STRATHALBYN,SA
41792,TOOPERANG,SA
41989,WILLYAROO,SA
42021,WOODCHESTER,SA
41789,TOLDEROL,SA
41735,TAILEM BEND,SA
41923,WELLINGTON,SA
41924,WELLINGTON EAST,SA
41736,TAILEM BEND,SA
42088,YUMALI,SA
41871,WALTOWA,SA
41787,TINTINARA,SA
41972,WILLALOOKA,SA
42004,WIRREGA,SA
41938,WESTERN FLAT,SA
42014,WOLSELEY,SA
41734,SWEDE FLAT,SA
41698,STEWART RANGE,SA
41712,STRUAN,SA
41764,THE GAP,SA
41966,WILD DOG VALLEY,SA
42047,WRATTONBULLY,SA
42040,WOOLUMBOOL,SA
41744,TARATAP,SA
41786,TILLEY SWAMP,SA
41880,WANGOLINA,SA
41934,WEST RANGE,SA
42053,WYOMI,SA
41750,TARPEENA,SA
41925,WEPAR,SA
41807,TRIHI,SA
41912,WATTLE RANGE EAST,SA
41739,TANTANOOLA,SA
41777,THORNLEA,SA
41911,WATTLE RANGE,SA
41731,SUTTONTOWN,SA
41878,WANDILO,SA
42045,WORROLONG,SA
42050,WYE,SA
42056,YAHL,SA
41970,WILKAWATT,SA
42051,WYNARKA,SA
41873,WANBI,SA
41737,TALDRA,SA
41742,TAPLAN,SA
41845,VEITCH,SA
42026,WOODLEIGH,SA
42049,WUNKAR,SA
41714,STUART,SA
41940,WESTONS FLAT,SA
42015,WOMBATS REST,SA
41724,SUNLANDS,SA
41704,STOCKYARD PLAIN,SA
41753,TAYLORVILLE,SA
41754,TAYLORVILLE STATION,SA
41857,WAIKERIE,SA
41962,WIGLEY FLAT,SA
42036,WOOLPUNDA,SA
41882,WAPPILKA,SA
42081,YINKANIE,SA
41743,TAPLAN,SA
42020,WONUARRA,SA
42062,YAMBA,SA
42063,YAMBA,SA
41994,WINKIE,SA
41976,WILLIAMSTOWN,SA
