ssc,suburb_name,state
15044,URILA,NSW
15123,WAMBOIN,NSW
80166,WILLIAMSDALE,ACT
15550,YARROW,NSW
14812,TIANJARA,NSW
14845,TOLWONG,NSW
14850,TOMBOYE,NSW
14885,TOUGA,NSW
15177,WARRI,NSW
15388,WOG WOG,NSW
15486,WYANBENE,NSW
15348,WILSONS VALLEY,NSW
14804,THREDBO,NSW
14805,THREDBO VILLAGE,NSW
14684,TANTANGARA,NSW
14843,TOLBAR,NSW
15525,YAOUK,NSW
14758,THE BROTHERS,NSW
14949,TUROSS,NSW
15125,WAMBROOK,NSW
15372,WINIFRED,NSW
14849,TOMBONG,NSW
14648,TABLE TOP,NSW
14667,TALMALMO,NSW
14810,THURGOONA,NSW
15258,WEST ALBURY,NSW
15376,WIRLINGA,NSW
15496,WYMAH,NSW
14864,TOOMA,NSW
15085,WALBUNDRIE,NSW
15236,WELAREGANG,NSW
15480,WRATHALL,NSW
15573,YERONG CREEK,NSW
15138,WANTAGONG,NSW
15462,WOOMARGAMA,NSW
15526,YARARA,NSW
15037,URANA,NSW
15589,YULUMA,NSW
15243,WENTWORTH,NSW
14711,TATTON,NSW
14765,THE GAP,NSW
14844,TOLLAND,NSW
14954,TURVEY PARK,NSW
15071,WAGGA WAGGA,NSW
15072,WAGGA WAGGA BC,NSW
15073,WAGGA WAGGA NORTH,NSW
15075,WAGGA WAGGA SOUTH,NSW
15095,WALLACETOWN,NSW
15137,WANTABADGERY,NSW
15280,WESTBY,NSW
15282,WESTDALE,NSW
15533,YARRAGUNDRY,NSW
15557,YATHELLA,NSW
15074,WAGGA WAGGA RAAF,NSW
14647,TABBITA,NSW
14695,TARCUTTA,NSW
15040,URANQUINTY,NSW
14689,TARADALE,NSW
14930,TUMBARUMBA,NSW
15283,WESTDALE,NSW
15335,WILLIGOBUNG,NSW
14783,THE ROCK,NSW
14875,TOOTOOL,NSW
15038,URANGELINE,NSW
15039,URANGELINE EAST,NSW
15091,WALLA WALLA,NSW
15139,WANTIOOL,NSW
14688,TARA,NSW
15112,WALLEROOBIE,NSW
14722,TEMORA,NSW
14907,TRUNGLEY HALL,NSW
14661,TALLIMBA,NSW
14926,TULLIBIGEAL,NSW
14987,UNGARIE,NSW
15232,WEETHALLE,NSW
15235,WEJA,NSW
15506,YADDRA,NSW
15278,WEST WYALONG,NSW
15484,WYALONG,NSW
15151,WARGAMBEGAL,NSW
15104,WALLANTHERY,NSW
15306,WHITE TOP,NSW
14752,THARBOGANG,NSW
15145,WARBURN,NSW
15170,WARRAWIDGEE,NSW
15320,WIDGELLI,NSW
15330,WILLBRIGGIE,NSW
15582,YOOGALI,NSW
15568,YENDA,NSW
15047,UROLY,NSW
15321,WIDGIEWA,NSW
14877,TOOYAL,NSW
15518,YANCO,NSW
15126,WAMOON,NSW
15311,WHITTON,NSW
15083,WAKOOL,NSW
15131,WANDOOK,NSW
15134,WANGANELLA,NSW
15163,WARRAGOON,NSW
15345,WILLURAH,NSW
15512,YALLAKOOL,NSW
15214,WAUGORAH,NSW
15520,YANGA,NSW
14842,TOCUMWAL,NSW
14943,TUPPAL,NSW
14792,THE VALE,NSW
14656,TALBINGO,NSW
14934,TUMORRAMA,NSW
14935,TUMUT,NSW
14936,TUMUT PLAINS,NSW
15249,WEREBOLDERA,NSW
15250,WERMATONG,NSW
15361,WINDOWIE,NSW
15489,WYANGLE,NSW
15540,YARRANGOBILLY,NSW
14703,TARRABANDRA,NSW
15076,WAGRAGOBILLY,NSW
15334,WILLIE PLOMA,NSW
14767,THE GROVE,NSW
14932,TUMBLONG,NSW
15290,WESTWOOD,NSW
15418,WONDALGA,NSW
15560,YAVEN CREEK,NSW
14686,TANTONAN,NSW
14811,THYRA,NSW
15412,WOMBOOTA,NSW
14808,THULE,NSW
14922,TULLAKOOL,NSW
14869,TOORANIE,NSW
14917,TUELOGA,NSW
15295,WETUPPA,NSW
14860,TOOLEYBUC,NSW
14899,TRENTHAM CLIFFS,NSW
15096,WALLACIA,NSW
15254,WERRINGTON,NSW
15255,WERRINGTON COUNTY,NSW
15256,WERRINGTON DOWNS,NSW
15162,WARRAGAMBA,NSW
15538,YARRAMUNDI,NSW
14727,TENNYSON,NSW
14789,THE SLOPES,NSW
14999,UPPER COLO,NSW
15322,WILBERFORCE,NSW
15363,WINDSOR,NSW
15364,WINDSOR DOWNS,NSW
15413,WOMERAH,NSW
14760,THE DEVILS WILDERNESS,NSW
15299,WHEENY CREEK,NSW
14660,TALLAWONG,NSW
15064,VINEYARD,NSW
15427,WOODCROFT,NSW
14780,THE PONDS,NSW
14897,TREGEAR,NSW
15296,WHALAN,NSW
15337,WILLMOT,NSW
15182,WARRIMOO,NSW
15017,UPPER MACDONALD,NSW
15224,WEBBS CREEK,NSW
15384,WISEMANS FERRY,NSW
15482,WRIGHTS CREEK,NSW
15056,VALLEY HEIGHTS,NSW
15373,WINMALEE,NSW
15566,YELLOW ROCK,NSW
15430,WOODFORD,NSW
15584,YOSEMITE,NSW
15244,WENTWORTH FALLS,NSW
14692,TARANA,NSW
14775,THE MEADOWS,NSW
15574,YERRANDERIE,NSW
15051,VALE OF CLWYDD,NSW
15390,WOLGAN VALLEY,NSW
15391,WOLLANGAMBE,NSW
15444,WOODSTOCK,NSW
15206,WATTAMONDARA,NSW
15289,WESTVILLE,NSW
14673,TAMBAROORA,NSW
14683,TANNAS MOUNT,NSW
14773,THE LAGOON,NSW
14785,THE ROCKS,NSW
14903,TRIANGLE FLAT,NSW
14908,TRUNKEY,NSW
14909,TRUNKEY CREEK,NSW
14948,TURONDALE,NSW
14962,TWENTY FORESTS,NSW
15031,UPPER TURON,NSW
15084,WALANG,NSW
15124,WAMBOOL,NSW
15207,WATTLE FLAT,NSW
15212,WATTON,NSW
15261,WEST BATHURST,NSW
15305,WHITE ROCK,NSW
15315,WIAGDON,NSW
15350,WIMBLEDON,NSW
15352,WINBURNDALE,NSW
15362,WINDRADYNE,NSW
15383,WISEMANS CREEK,NSW
15542,YARRAS,NSW
15579,YETHOLME,NSW
14665,TALLWOOD,NSW
15066,VITTORIA,NSW
14887,TOWAC,NSW
15088,WALDEGRAVE,NSW
15176,WARRENDINE,NSW
15357,WINDERA,NSW
15380,WIRRIMAH,NSW
14893,TRAJERE,NSW
15488,WYANGALA,NSW
15160,WARRADERRY,NSW
14856,TONDERBURINE,NSW
14870,TOORAWEENAH,NSW
14737,TERRABELLA,NSW
15119,WALMER,NSW
15239,WELLINGTON,NSW
15483,WUULUMAN,NSW
15530,YARRAGAL,NSW
15487,WYANGA,NSW
14895,TRANGIE,NSW
14726,TENANDRA,NSW
15175,WARREN,NSW
15181,WARRIGAL,NSW
14857,TONDERBURINE,NSW
15186,WARRUMBUNGLE,NSW
14735,TERIDGERIE,NSW
14863,TOOLOON,NSW
15041,URAWILKIE,NSW
15367,WINGADEE,NSW
14657,TALBRAGAR,NSW
14741,TERRAMUNGAMINE,NSW
14867,TOONGI,NSW
14905,TROY JUNCTION,NSW
15121,WAMBANGALANG,NSW
15313,WHYLANDRA CROSSING,NSW
14738,TERRABELLA,NSW
14774,THE MARRA,NSW
14871,TOORAWEENAH,NSW
15284,WESTELLA,NSW
15419,WONGARBON,NSW
15089,WALGETT,NSW
14828,TINDAREY,NSW
15304,WHITE CLIFFS,NSW
15324,WILCANNIA,NSW
14655,TALAWANTA,NSW
15233,WEILMORINGLE,NSW
14823,TILPA,NSW
15045,URISINO,NSW
15127,WANAARING,NSW
15524,YANTABULLA,NSW
15532,YARRAGRIN,NSW
15111,WALLERAWANG,NSW
14997,UPPER BYLONG,NSW
15010,UPPER GROWEE,NSW
15023,UPPER NILE,NSW
15377,WIRRABA,NSW
14674,TAMBAROORA,NSW
14816,TICHULAR,NSW
14883,TOTNES VALLEY,NSW
14902,TRIAMBLE,NSW
14945,TURILL,NSW
14959,TWELVE MILE,NSW
14974,ULAN,NSW
14976,ULLAMALLA,NSW
15323,WILBETREE,NSW
15346,WILPINJONG,NSW
15360,WINDEYER,NSW
15392,WOLLAR,NSW
15471,WORLDS END,NSW
15529,YARRABIN,NSW
15547,YARRAWONGA,NSW
14659,TALLAWANG,NSW
14964,TWO MILE FLAT,NSW
14859,TOOGONG,NSW
14788,THE SHADES,NSW
15156,WARNECLIFFE,NSW
15588,YULLUNDRY,NSW
15572,YEOVAL,NSW
14853,TOMINGLEY,NSW
14901,TREWILGA,NSW
14815,TICHBORNE,NSW
15185,WARROO,NSW
15229,WEELONG,NSW
15382,WIRRINYA,NSW
15531,YARRAGONG,NSW
14884,TOTTENHAM,NSW
14923,TULLAMORE,NSW
15578,YETHERA,NSW
14790,THE TROFFS,NSW
14906,TRUNDLE,NSW
15528,YARRABANDAI,NSW
14904,TRIDA,NSW
14814,TIBOOBURRA,NSW
14632,SYDNEY GATEWAY FACILITY,NSW
80153,TUGGERANONG,ACT
80154,TUGGERANONG DC,ACT
80159,WANNIASSA,ACT
80149,THEODORE,ACT
80147,TAYLOR,ACT
80150,THROSBY,ACT
23326,WEST MELBOURNE,VIC
23450,WORLD TRADE CENTRE,VIC
23152,UNIVERSITY OF MELBOURNE,VIC
23087,TOTTENHAM,VIC
23325,WEST FOOTSCRAY,VIC
23506,YARRAVILLE,VIC
23507,YARRAVILLE WEST,VIC
23362,WILLIAMSTOWN,VIC
23363,WILLIAMSTOWN NORTH,VIC
23471,WYNDHAM VALE,VIC
23360,WILLIAMS LANDING,VIC
23361,WILLIAMS RAAF,VIC
22969,TARNEIT,VIC
23115,TRUGANINA,VIC
23319,WERRIBEE,VIC
23320,WERRIBEE SOUTH,VIC
23104,TRAVANCORE,VIC
22992,TAYLORS HILL,VIC
22993,TAYLORS LAKES,VIC
23278,WATERGARDENS,VIC
23120,TULLAMARINE,VIC
23330,WESTMEADOWS,VIC
23535,YUROKE,VIC
23034,THORNBURY,VIC
23030,THOMASTOWN,VIC
23176,VIEWBANK,VIC
23480,YALLAMBIE,VIC
23283,WATSONIA,VIC
23284,WATSONIA NORTH,VIC
23505,YARRAMBAT,VIC
23289,WATTLE GLEN,VIC
23285,WATSONS CREEK,VIC
23004,TEMPLESTOWE,VIC
23005,TEMPLESTOWE LOWER,VIC
23026,THE PINES,VIC
23122,TUNSTALL SQUARE PO,VIC
23258,WARRANDYTE,VIC
23402,WONGA PARK,VIC
23173,VICTORIA GARDENS,VIC
23291,WATTLE PARK,VIC
23169,VERMONT,VIC
23170,VERMONT SOUTH,VIC
23259,WARRANDYTE SOUTH,VIC
23260,WARRANWOOD,VIC
23222,WANDIN EAST,VIC
23223,WANDIN NORTH,VIC
23442,WOORI YALLOCK,VIC
23519,YELLINGBO,VIC
23077,TOORAK,VIC
23292,WATTLETREE ROAD PO,VIC
23079,TOORONGA,VIC
23335,WHEELERS HILL,VIC
23238,WANTIRNA,VIC
23239,WANTIRNA SOUTH,VIC
23019,THE BASIN,VIC
23156,UPPER FERNTREE GULLY,VIC
23162,UPWEY,VIC
22995,TECOMA,VIC
23296,WAVERLEY GARDENS,VIC
23376,WINDSOR,VIC
23316,WERE STREET PO,VIC
23391,WISHART,VIC
23281,WATERWAYS,VIC
23219,WANDANA HEIGHTS,VIC
23295,WAURN PONDS,VIC
23031,THOMSON,VIC
23343,WHITTINGTON,VIC
23211,WALLINGTON,VIC
23403,WONGARRA,VIC
23468,WYE RIVER,VIC
23212,WALLINGTON,VIC
23082,TORQUAY,VIC
23404,WONGARRA,VIC
23469,WYE RIVER,VIC
23290,WATTLE HILL,VIC
23302,WEEAPROINAH,VIC
23470,WYELANGTA,VIC
23536,YUULONG,VIC
23314,WENSLEYDALE,VIC
23373,WINCHELSEA,VIC
23374,WINCHELSEA SOUTH,VIC
23461,WURDIBOLUC,VIC
23249,WARNCOORT,VIC
23345,WHOOREL,VIC
22962,TANYBRYN,VIC
23265,WARRION,VIC
23430,WOOL WOOL,VIC
23522,YEO,VIC
23523,YEODENE,VIC
23304,WEERING,VIC
22953,TANDAROOK,VIC
23014,TESBURY,VIC
23305,WEERITE,VIC
23009,TERANG,VIC
22971,TAROON,VIC
23028,THE SISTERS,VIC
23020,THE COVE,VIC
23043,TIMBOON,VIC
23044,TIMBOON WEST,VIC
23184,WAARRE,VIC
23446,WOORNDOO,VIC
23435,WOOLSTHORPE,VIC
23236,WANGOOM,VIC
23266,WARRNAMBOOL,VIC
23267,WARRNAMBOOL EAST,VIC
23268,WARRNAMBOOL WEST,VIC
23385,WINSLOW,VIC
23417,WOODFORD,VIC
22981,TARRONE,VIC
23094,TOWER HILL,VIC
23270,WARRONG,VIC
23356,WILLATOOK,VIC
23493,YANGERY,VIC
23498,YARPTURK,VIC
23071,TOOLONG,VIC
23138,TYRENDARRA,VIC
23139,TYRENDARRA EAST,VIC
23485,YAMBUK,VIC
23252,WARRABKOOK,VIC
23174,VICTORIA POINT,VIC
23175,VICTORIA VALLEY,VIC
23419,WOODHOUSE,VIC
22980,TARRINGTON,VIC
23237,WANNON,VIC
23261,WARRAYURE,VIC
23516,YATCHAW,VIC
23533,YULECART,VIC
23202,WALLACEDALE,VIC
23383,WINNAP,VIC
23224,WANDO BRIDGE,VIC
23225,WANDO VALE,VIC
23269,WARROCK,VIC
23429,WOOHLPOOER,VIC
22977,TARRAYOUKYAN,VIC
22979,TARRENLEA,VIC
23449,WOOTONG VALE,VIC
23145,ULLSWATER,VIC
23378,WINGEEL,VIC
23179,VITE VITE,VIC
23180,VITE VITE NORTH,VIC
23000,TEESDALE,VIC
23035,THORNHILL PARK,VIC
23067,TOOLERN VALE,VIC
23307,WEIR VIEWS,VIC
23210,WALLINDUC,VIC
23331,WESTMERE,VIC
23201,WALLACE,VIC
23263,WARRENHEIP,VIC
23288,WATTLE FLAT,VIC
23294,WAUBRA,VIC
23298,WEATHERBOARD,VIC
23317,WERNETH,VIC
23375,WINDERMERE,VIC
23521,YENDON,VIC
23312,WENDOUREE,VIC
23313,WENDOUREE VILLAGE,VIC
23511,YARROWEE,VIC
23386,WINTER VALLEY,VIC
23366,WILLOWVALE,VIC
23090,TOURELLO,VIC
23143,ULLINA,VIC
23318,WERONA,VIC
23144,ULLINA,VIC
23105,TRAWALLA,VIC
23280,WATERLOO,VIC
23257,WARRAK,VIC
22988,TATYOON,VIC
23479,YALLA-Y-POORA,VIC
23282,WATGANIA,VIC
23350,WICKLIFFE,VIC
23357,WILLAURA,VIC
23358,WILLAURA NORTH,VIC
23379,WINJALLOK,VIC
23193,WAL WAL,VIC
23204,WALLALOO,VIC
23206,WALLALOO EAST,VIC
23118,TULKARA,VIC
23287,WATTLE CREEK,VIC
23194,WAL WAL,VIC
23205,WALLALOO,VIC
23207,WALLALOO EAST,VIC
23253,WARRACKNABEAL,VIC
23354,WILKUR,VIC
23359,WILLENABRINA,VIC
23515,YARTO,VIC
23271,WARTOOK,VIC
23409,WONWONDAH EAST,VIC
23410,WONWONDAH SOUTH,VIC
23001,TELANGATUK EAST,VIC
23060,TOOAN,VIC
23070,TOOLONDO,VIC
23166,VECTIS,VIC
23190,WAIL,VIC
23213,WALLUP,VIC
23272,WARTOOK,VIC
23398,WOMBELANO,VIC
23408,WONWONDAH,VIC
23538,ZUMSTEINS,VIC
23164,VASEY,VIC
23061,TOOAN,VIC
23399,WOMBELANO,VIC
22973,TARRANYURK,VIC
23513,YARRUNGA,VIC
23488,YANAC,VIC
23003,TELOPEA DOWNS,VIC
23474,YAAPEET,VIC
23353,WILDWOOD,VIC
23414,WOODEND,VIC
23415,WOODEND NORTH,VIC
23132,TYLDEN,VIC
23133,TYLDEN SOUTH,VIC
22963,TARADALE,VIC
22966,TARILTA,VIC
23165,VAUGHAN,VIC
23413,WOODBROOK,VIC
23496,YAPEEN,VIC
23110,TRENTHAM,VIC
23111,TRENTHAM EAST,VIC
23334,WHEATSHEAF,VIC
23491,YANDOIT,VIC
23492,YANDOIT HILLS,VIC
23309,WELSHMANS REEF,VIC
22978,TARRENGOWER,VIC
23214,WALMER,VIC
23427,WOODSTOCK WEST,VIC
23046,TIMOR,VIC
23047,TIMOR WEST,VIC
23246,WAREEK,VIC
23088,TOTTINGTON,VIC
23107,TRAYNORS LAGOON,VIC
23380,WINJALLOK,VIC
23530,YORK PLAINS,VIC
22961,TANWOOD,VIC
23089,TOTTINGTON,VIC
23108,TRAYNORS LAGOON,VIC
23119,TULKARA,VIC
23264,WARRENMANG,VIC
23517,YAWONG HILLS,VIC
23248,WARMUR,VIC
23273,WATCHEM,VIC
23274,WATCHEM WEST,VIC
23337,WHIRILY,VIC
23275,WATCHUPGA,VIC
23355,WILLANGIE,VIC
23436,WOOMELANG,VIC
23124,TURRIFF,VIC
23125,TURRIFF EAST,VIC
23006,TEMPY,VIC
23083,TORRITA,VIC
23127,TUTYE,VIC
23321,WERRIMULL,VIC
23247,WARGAN,VIC
23520,YELTA,VIC
23216,WALPEUP,VIC
23151,UNDERBOOL,VIC
23370,WILSONS HILL,VIC
23501,YARRABERB,VIC
23299,WEDDERBURN,VIC
23300,WEDDERBURN JUNCTION,VIC
23306,WEHLA,VIC
23434,WOOLSHED FLAT,VIC
23448,WOOSANG,VIC
23062,TOOBORAC,VIC
22996,TEDDYWADDY,VIC
22998,TEDDYWADDY WEST,VIC
23011,TERRAPPEE,VIC
23447,WOOROONOOK,VIC
23466,WYCHITELLA,VIC
23467,WYCHITELLA NORTH,VIC
23525,YEUNGROON,VIC
23526,YEUNGROON EAST,VIC
22997,TEDDYWADDY,VIC
22999,TEDDYWADDY WEST,VIC
23016,THALIA,VIC
23092,TOWANINNY,VIC
23093,TOWANINNY SOUTH,VIC
23464,WYCHEPROOF,VIC
23465,WYCHEPROOF SOUTH,VIC
23235,WANGIE,VIC
23250,WARNE,VIC
23130,TYENNA,VIC
23140,TYRRELL,VIC
23141,TYRRELL DOWNS,VIC
23490,YANDO,VIC
23051,TITTYBONG,VIC
23052,TITYBONG,VIC
23146,ULTIMA,VIC
23147,ULTIMA EAST,VIC
23192,WAITCHIE,VIC
23123,TUROAR,VIC
23382,WINNAMBOOL,VIC
23053,TOL TOL,VIC
23227,WANDOWN,VIC
23311,WEMEN,VIC
23142,TYSONS REEF,VIC
23323,WEST BENDIGO,VIC
23338,WHITE HILLS,VIC
22968,TARNAGULLA,VIC
23068,TOOLLEEN,VIC
23183,WAANYARRA,VIC
23308,WELLSFORD,VIC
23426,WOODSTOCK ON LODDON,VIC
23336,WHIPSTICK,VIC
23428,WOODVALE,VIC
23027,THE SETTLEMENT,VIC
23045,TIMMERING,VIC
23084,TORRUMBARRY,VIC
23333,WHARPARILLA,VIC
23301,WEE WEE RUP,VIC
22954,TANDARRA,VIC
23481,YALLOOK,VIC
23008,TENNYSON,VIC
23013,TERRICK TERRICK EAST,VIC
23012,TERRICK TERRICK,VIC
23508,YARRAWALLA,VIC
22994,TEAL POINT,VIC
23100,TRAGOWEL,VIC
23220,WANDELLA,VIC
23329,WESTBY,VIC
23112,TRESCO,VIC
23113,TRESCO WEST,VIC
23381,WINLATON,VIC
23136,TYNTYNDER,VIC
23137,TYNTYNDER SOUTH,VIC
23148,ULTIMA EAST,VIC
23445,WOORINEN SOUTH,VIC
23443,WOORINEN,VIC
23444,WOORINEN NORTH,VIC
23177,VINIFERA,VIC
23091,TOWAN,VIC
23412,WOOD WOOD,VIC
23189,WAHRING,VIC
23389,WIRRATE,VIC
23218,WANALTA,VIC
23240,WARANGA,VIC
23242,WARANGA SHORES,VIC
23349,WHROO,VIC
23063,TOOLAMBA,VIC
23064,TOOLAMBA WEST,VIC
22986,TATURA,VIC
22987,TATURA EAST,VIC
23065,TOOLAMBA WEST,VIC
23241,WARANGA,VIC
22967,TARIPTA,VIC
23472,WYUNA,VIC
23473,WYUNA EAST,VIC
23056,TONGALA,VIC
23486,YAMBUNA,VIC
23150,UNDERA,VIC
22952,TAMLEUGH WEST,VIC
23537,ZEERUST,VIC
23460,WUNGHNU,VIC
23182,WAAIA,VIC
23478,YALCA,VIC
23527,YIELIMA,VIC
23149,ULUPNA,VIC
23512,YARROWEYAH,VIC
23186,WAGGARANDALL,VIC
23293,WATTVILLE,VIC
23475,YABBA NORTH,VIC
23476,YABBA SOUTH,VIC
23531,YOUANMITE,VIC
23128,TYAAK,VIC
23277,WATERFORD PARK,VIC
23106,TRAWOOL,VIC
23339,WHITEHEADS CREEK,VIC
23161,UPTON HILL,VIC
22965,TARCOMBE,VIC
22950,TAMLEUGH,VIC
22951,TAMLEUGH NORTH,VIC
23154,UPOTIPOTPON,VIC
23178,VIOLET TOWN,VIC
22970,TARNOOK,VIC
23262,WARRENBAYNE,VIC
22985,TATONG,VIC
23155,UPOTIPOTPON,VIC
23158,UPPER LURG,VIC
23160,UPPER RYANS CREEK,VIC
23387,WINTON,VIC
23388,WINTON NORTH,VIC
22949,TAMINICK,VIC
23230,WANGARATTA,VIC
23231,WANGARATTA,VIC
23234,WANGARATTA WEST,VIC
23514,YARRUNGA,VIC
22976,TARRAWINGEE,VIC
23185,WABONGA,VIC
23195,WALDARA,VIC
23228,WANGANDARY,VIC
23232,WANGARATTA FORWARD,VIC
23233,WANGARATTA SOUTH,VIC
23342,WHITLANDS,VIC
23188,WAHGUNYAH,VIC
23392,WODONGA,VIC
23327,WEST WODONGA,VIC
23393,WODONGA,VIC
23395,WODONGA PLAZA,VIC
22955,TANGAMBALANGA,VIC
23029,THOLOGOLONG,VIC
23157,UPPER GUNDOWRING,VIC
23394,WODONGA FORWARD,VIC
22989,TAWONGA,VIC
22990,TAWONGA SOUTH,VIC
23039,THOWGLA VALLEY,VIC
23055,TOM GROGGIN,VIC
23095,TOWONG,VIC
23096,TOWONG UPPER,VIC
23050,TINTALDRA,VIC
23217,WALWA,VIC
23036,THORNTON,VIC
22991,TAYLOR BAY,VIC
23332,WHANREGARWEN,VIC
23416,WOODFIELD,VIC
23518,YEA,VIC
23010,TERIP TERIP,VIC
23497,YARCK,VIC
23054,TOLMIE,VIC
23421,WOODS POINT,VIC
23033,THOONA,VIC
23187,WAGGARANDALL,VIC
23534,YUNDOOL,VIC
23121,TUNGAMAH,VIC
23351,WILBY,VIC
23532,YOUARANG,VIC
23002,TELFORD,VIC
23509,YARRAWONGA,VIC
23510,YARRAWONGA SOUTH,VIC
23341,WHITFIELD,VIC
23346,WHOROULY,VIC
23347,WHOROULY EAST,VIC
23348,WHOROULY SOUTH,VIC
23406,WONNANGATTA,VIC
23221,WANDILIGONG,VIC
23433,WOOLSHED,VIC
23437,WOORAGEE,VIC
23477,YACKANDANDAH,VIC
23396,WOLLERT,VIC
23425,WOODSTOCK,VIC
23487,YAN YEAN,VIC
23159,UPPER PLENTY,VIC
23208,WALLAN,VIC
23209,WALLAN EAST,VIC
23344,WHITTLESEA,VIC
23226,WANDONG,VIC
22960,TANTARABOO,VIC
23365,WILLOWMAVIN,VIC
23524,YERING,VIC
22975,TARRAWARRA,VIC
23499,YARRA GLEN,VIC
23066,TOOLANGI,VIC
23109,TREMONT,VIC
23025,THE PATCH,VIC
23040,THREE BRIDGES,VIC
23500,YARRA JUNCTION,VIC
23245,WARBURTON,VIC
23322,WESBURN,VIC
23134,TYNONG,VIC
23135,TYNONG NORTH,VIC
23171,VERVALE,VIC
23059,TONIMBUK,VIC
22964,TARAGO,VIC
23254,WARRAGUL,VIC
23015,TETOORA ROAD,VIC
23085,TORWOOD,VIC
23255,WARRAGUL SOUTH,VIC
23256,WARRAGUL WEST,VIC
23502,YARRAGON,VIC
23503,YARRAGON SOUTH,VIC
23038,THORPDALE SOUTH,VIC
23097,TRAFALGAR,VIC
23098,TRAFALGAR EAST,VIC
23099,TRAFALGAR SOUTH,VIC
22956,TANJIL,VIC
22958,TANJIL SOUTH,VIC
23017,THALLOO,VIC
23018,THALOO,VIC
23032,THOMSON,VIC
23072,TOOMBON,VIC
23196,WALHALLA,VIC
23197,WALHALLA EAST,VIC
23328,WESTBURY,VIC
23364,WILLOW GROVE,VIC
23482,YALLOURN,VIC
23483,YALLOURN NORTH,VIC
22957,TANJIL BREN,VIC
23080,TOORONGO,VIC
23172,VESPER,VIC
23037,THORPDALE,VIC
23101,TRARALGON,VIC
23102,TRARALGON EAST,VIC
23103,TRARALGON SOUTH,VIC
23131,TYERS,VIC
23368,WILLUNG SOUTH,VIC
23367,WILLUNG,VIC
23369,WILLUNG SOUTH,VIC
23462,WURRUK,VIC
23023,THE HEART,VIC
23024,THE HONEYSUCKLES,VIC
23073,TOONGABBIE,VIC
22948,TAMBORITHA,VIC
23384,WINNINDOO,VIC
23452,WORROWING,VIC
23494,YANGOURA,VIC
23048,TINAMBA,VIC
23049,TINAMBA WEST,VIC
23069,TOOLOME,VIC
23163,VALENCIA CREEK,VIC
23432,WOOLENOOK,VIC
23453,WRATHUNG,VIC
23454,WRIXON,VIC
23276,WATERFORD,VIC
23405,WONGUNGARRA,VIC
23021,THE FINGERBOARD,VIC
23528,YINNAR,VIC
23529,YINNAR SOUTH,VIC
22983,TARWIN EAST,VIC
23422,WOODSIDE,VIC
23423,WOODSIDE BEACH,VIC
23424,WOODSIDE NORTH,VIC
23215,WALPA,VIC
23279,WATERHOLES,VIC
23315,WENTWORTH,VIC
23418,WOODGLEN,VIC
23456,WUK WUK,VIC
23463,WY YUNG,VIC
22946,TAMBO UPPER,VIC
23042,TIMBARRA,VIC
23181,W TREE,VIC
23390,WISELEIGH,VIC
23457,WULGULMERANG,VIC
23458,WULGULMERANG EAST,VIC
23459,WULGULMERANG WEST,VIC
23484,YALMY,VIC
23191,WAIREWA,VIC
23086,TOSTAREE,VIC
23116,TUBBUT,VIC
23297,WAYGARA,VIC
23397,WOMBAT CREEK,VIC
22947,TAMBOON,VIC
23057,TONGHI CREEK,VIC
23303,WEERAGUA,VIC
23203,WALLAGARAUGH,VIC
23229,WANGARABELL,VIC
23377,WINGAN RIVER,VIC
23455,WROXHAM,VIC
22945,TAMBO CROSSING,VIC
23058,TONGIO,VIC
23153,UPLANDS,VIC
23078,TOORLOO ARM,VIC
23129,TYABB,VIC
23117,TUERONG,VIC
22959,TANKERTON,VIC
23167,VENTNOR,VIC
23372,WIMBLEDON HEIGHTS,VIC
23081,TOOTGAROOK,VIC
23420,WOODLEIGH,VIC
23340,WHITELAW,VIC
23114,TRIDA,VIC
23352,WILD DOG VALLEY,VIC
23441,WOOREEN,VIC
22982,TARWIN,VIC
22984,TARWIN LOWER,VIC
23168,VENUS BAY,VIC
23198,WALKERVILLE,VIC
23199,WALKERVILLE NORTH,VIC
23200,WALKERVILLE SOUTH,VIC
23243,WARATAH BAY,VIC
23244,WARATAH NORTH,VIC
23041,TIDAL RIVER,VIC
23126,TURTONS CREEK,VIC
23371,WILSONS PROMONTORY,VIC
23401,WONGA,VIC
23440,WOORARRA WEST,VIC
23489,YANAKIE,VIC
23074,TOORA,VIC
23075,TOORA NORTH,VIC
23411,WONYIP,VIC
23438,WOORARRA,VIC
23439,WOORARRA EAST,VIC
23310,WELSHPOOL,VIC
22972,TARRA VALLEY,VIC
22974,TARRAVILLE,VIC
23400,WON WRON,VIC
23504,YARRAM,VIC
23076,TOORADIN,VIC
23251,WARNEET,VIC
23495,YANNATHAN,VIC
23007,TENBY POINT,VIC
23022,THE GURDIES,VIC
23324,WEST CREEK,VIC
23286,WATTLE BANK,VIC
23407,WONTHAGGI,VIC
23431,WOOLAMAI,VIC
33704,WATERFRONT PLACE,QLD
33808,WINTERGARDEN,QLD
33420,TENERIFFE,QLD
33766,WHINSTANES,QLD
33512,TOOMBUL,QLD
33714,WAVELL HEIGHTS,QLD
33715,WAVELL HEIGHTS NORTH,QLD
33636,VIRGINIA,QLD
33637,VIRGINIA BC,QLD
33638,VIRGINIA DC,QLD
33353,TAIGUM,QLD
33855,WOODY POINT,QLD
33382,TANGALOOMA,QLD
33805,WINDSOR,QLD
