Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
4183,1339,1339,55485,39868,0.68,904,51832,43492,0.16,216,4696,3232,1339,58226,41896,1339,2729,451,0.17,232,76477,25572,0.16,219,55696,11395,0.68,905,16350,7842,1566,212619,70451
4184,3672,3672,43126,32445,0.65,2375,47330,39481,0.11,415,3448,1504,3672,45437,33672,3672,2249,250,0.12,455,63187,27869,0.12,430,45063,10226,0.58,2126,11873,6463,4307,116733,45587
4205,3026,3026,50997,46546,0.81,2443,55116,51784,0.05,164,2919,958,3026,53004,48462,3026,1976,582,0.08,241,63179,23840,0.07,222,44042,9979,0.73,2218,11477,8557,3360,92709,40439
4207,40428,40428,56364,50416,0.84,33834,58019,54383,0.07,2939,2072,539,40428,58913,52640,40428,2486,685,0.09,3511,62935,30153,0.08,3326,43214,12921,0.77,31060,13462,9414,43828,94882,38456
4208,15213,15213,65985,55827,0.85,12944,66002,59344,0.1,1543,1537,207,15213,68939,58357,15213,2881,937,0.09,1394,82122,29982,0.09,1320,60678,14140,0.8,12114,17462,11704,16071,113582,55170
4209,47053,47053,60709,51352,0.86,40373,60379,54600,0.07,3464,1432,241,47053,63292,53492,47053,2538,812,0.11,5019,57534,26613,0.1,4716,37564,11450,0.78,36737,15471,9685,48813,80599,31156
4210,14592,14592,65856,53980,0.82,11972,65164,57454,0.11,1649,2640,1040,14592,68814,56506,14592,2870,875,0.11,1543,66889,30194,0.1,1466,44440,12898,0.79,11560,17606,11104,15577,115867,55120
4211,39214,39214,61092,50239,0.8,31413,60649,54126,0.11,4291,2944,1200,39214,63712,52450,39214,2582,746,0.12,4637,79547,29133,0.11,4413,56503,11515,0.77,30051,16030,9772,42628,114411,49438
4212,21917,21917,76062,52601,0.74,16128,70172,56483,0.15,3239,3004,1336,21917,79805,55235,21917,3605,724,0.1,2142,93519,32092,0.09,2004,66690,12751,0.75,16500,24981,12222,23190,214685,65324
4213,19373,19373,69679,51008,0.77,14955,64935,54237,0.14,2712,3778,1795,19373,72777,53520,19373,3021,754,0.12,2358,105131,31882,0.11,2213,79880,12770,0.76,14655,21206,11206,21033,146920,62054
4214,24592,24592,62385,47983,0.78,19299,60203,51979,0.12,2957,3598,2024,24592,65119,50036,24592,2668,606,0.11,2758,75741,30552,0.1,2564,47326,11868,0.74,18149,17992,9657,26533,123543,45542
4215,34667,34667,56755,44931,0.8,27650,54077,48000,0.09,3190,4517,2172,34667,59278,46617,34667,2430,502,0.12,4265,65191,24288,0.11,3889,43499,9102,0.73,25339,15248,7823,37677,109318,26621
4216,24616,24616,75591,49478,0.71,17524,64124,54148,0.14,3435,5319,2579,24616,79081,51778,24616,3215,600,0.1,2499,79852,28060,0.09,2320,54020,11188,0.74,18097,25977,10642,26969,206109,62394
4217,30516,30516,77045,46544,0.71,21791,61494,48773,0.14,4233,6938,3532,30516,81341,49004,30516,4106,507,0.14,4162,111420,25006,0.12,3761,88384,9275,0.73,22301,27395,9360,32588,229135,36940
4218,24754,24754,125459,52009,0.74,18308,66954,53913,0.17,4096,5608,2955,24754,129633,54906,24754,4038,771,0.13,3317,113524,27500,0.12,3088,85036,10626,0.77,19042,54315,11414,26961,207108,49751
4220,21577,21577,72616,53317,0.77,16556,68265,56565,0.16,3399,4513,2138,21577,75978,55997,21577,3304,893,0.13,2836,81128,30906,0.12,2625,56185,11617,0.78,16776,21743,11446,24479,168167,57695
4221,18659,18659,72295,51221,0.78,14519,65644,54422,0.15,2882,4361,2430,18659,75683,53886,18659,3306,870,0.13,2397,78845,31318,0.12,2244,48541,11994,0.78,14482,21915,10784,20519,161808,63747
4223,9652,9652,71710,50117,0.75,7280,65228,53872,0.15,1471,5551,3118,9652,75013,52518,9652,3246,782,0.14,1328,75269,31346,0.13,1237,48391,13170,0.76,7327,22266,10731,10641,181625,68975
4224,4698,4698,68470,52522,0.79,3731,64030,55021,0.14,647,4903,2811,4698,71438,54721,4698,2906,901,0.14,643,110384,31875,0.13,611,81752,11619,0.78,3687,19396,10639,5167,150027,57163
4225,6010,6010,67326,46448,0.72,4352,59025,48766,0.15,918,6761,3940,6010,70945,48787,6010,3559,682,0.14,825,68195,24185,0.13,756,45198,9532,0.74,4443,20800,8671,6691,226396,51917
4226,23544,23544,63247,49816,0.76,17983,62549,54233,0.12,2910,4168,1838,23544,66171,52024,23544,2843,664,0.12,2789,83860,27851,0.11,2600,59079,10778,0.75,17655,17827,10159,24965,144163,50379
4227,14853,14853,63877,51183,0.82,12209,63442,54079,0.12,1776,2606,1262,14853,66625,53559,14853,2702,798,0.13,1871,65626,26734,0.12,1722,41728,11264,0.78,11543,17154,9980,15772,107699,44996
4228,3605,3605,80912,50605,0.72,2608,66190,53394,0.17,615,5650,3244,3605,84902,53579,3605,3836,667,0.13,465,73594,36008,0.12,434,44885,15122,0.75,2696,28177,11803,3885,176585,72801
4230,117,117,69584,50640,0.67,78,79351,67512,0.21,24,6039,6375,117,73880,51983,117,4296,856,0.09,11,23146,14255,0.09,11,17575,19673,0.69,81,23409,13617,126,328930,115375
4270,2692,2692,65845,53065,0.79,2135,67608,59306,0.13,363,3006,1360,2692,68961,55962,2692,2946,820,0.11,286,95473,36087,0.11,283,75315,15098,0.77,2063,18452,11883,3032,139230,70962
4271,346,346,63281,47354,0.66,227,67477,53801,0.14,50,5376,4458,346,66937,49870,346,3656,653,0.16,57,44088,25845,0.15,52,26669,11874,0.71,245,18812,10520,499,201848,88172
4272,4530,4530,60865,44280,0.67,3014,63605,52909,0.14,654,4915,2571,4530,64014,46221,4530,2924,495,0.15,668,68351,29116,0.14,632,44860,12613,0.68,3062,19203,11100,4871,204008,82615
4275,2532,2532,59870,49039,0.76,1920,61773,54306,0.12,311,3377,2174,2532,62854,50824,2532,2824,666,0.13,328,84203,33773,0.12,312,69188,17588,0.74,1870,16646,9969,2809,154984,66693
4280,13348,13348,61336,54345,0.84,11265,64148,59280,0.09,1262,555,-35,13348,64220,57001,13348,2779,876,0.09,1148,95463,34004,0.08,1111,74339,17149,0.78,10435,15473,11314,14369,108149,55688
4285,12549,12549,59445,49424,0.79,9967,60489,54578,0.1,1194,2614,1160,12549,62465,51905,12549,2633,670,0.09,1178,88241,37128,0.09,1139,68755,18727,0.75,9407,15869,9929,13749,127407,61249
4287,374,374,46670,41028,0.66,247,57826,51870,0.11,43,5427,1800,374,49559,44041,374,2034,330,0.15,56,81492,32919,0.14,54,64004,20766,0.67,249,14008,8889,393,195687,74749
4300,42768,42768,64753,56868,0.88,37837,66299,60851,0.1,4109,-338,-391,42768,67289,59250,42768,2509,950,0.08,3517,72366,25014,0.08,3347,52667,10662,0.81,34484,16350,11754,45365,103785,46040
4301,21313,21313,52988,49791,0.89,18867,55161,53316,0.05,966,124,44,21313,55304,52100,21313,2309,710,0.07,1555,80724,24750,0.07,1433,67961,11453,0.77,16453,11616,8973,22635,68836,24507
4303,2064,2064,48673,45426,0.84,1735,50592,49148,0.05,103,2226,889,2064,50472,47245,2064,1797,479,0.06,133,59450,21890,0.06,126,43377,8118,0.72,1492,10666,8034,2348,72069,26179
4304,9720,9720,55214,50471,0.84,8205,58211,54840,0.06,629,1151,562,9720,57587,52134,9720,2348,639,0.07,720,70287,23412,0.07,672,54294,11390,0.75,7324,13265,9753,10951,111800,46816
4305,36369,36369,57942,51937,0.85,30785,60710,56782,0.08,2947,1327,441,36369,60250,53895,36369,2272,739,0.06,2359,84546,24402,0.06,2266,66167,11739,0.77,27838,14120,10369,40256,133342,58351
4306,28160,28160,68047,59502,0.86,24153,69415,63902,0.11,3232,1012,24,28160,70978,62110,28160,2833,1002,0.08,2321,86330,26522,0.08,2221,67926,13110,0.81,22699,17959,12808,30567,157344,74778
4307,1034,1034,57449,48563,0.78,803,62384,54792,0.12,123,1897,1324,1034,61592,51392,1034,3256,740,0.11,113,85470,40490,0.11,116,71935,30284,0.72,741,15824,10139,1149,172472,73032
4309,1991,1991,54496,44661,0.76,1504,58392,51915,0.11,227,3418,1649,1991,57774,47089,1991,2558,492,0.13,255,65042,27482,0.12,248,55616,21978,0.7,1390,15099,9647,2176,157595,76367
4310,3516,3516,52793,43718,0.72,2518,58896,52184,0.12,434,4165,2936,3516,55542,45813,3516,2257,368,0.13,444,81183,25539,0.12,427,75713,22209,0.7,2447,14822,8759,3922,181509,85181
4311,5737,5737,52103,46885,0.78,4459,57238,53605,0.1,551,1114,675,5737,54462,48924,5737,2165,500,0.09,500,87608,33598,0.09,509,69482,21737,0.71,4095,13006,9414,6251,108483,52212
4312,1370,1370,53871,40961,0.73,995,56566,48524,0.12,165,3820,1438,1370,56908,43597,1370,2521,486,0.12,158,96620,36898,0.11,153,89752,23370,0.67,916,15722,8735,1551,159032,75058
4313,1207,1207,46987,38525,0.72,868,52139,45366,0.14,168,4294,2522,1207,51386,41361,1207,2152,372,0.14,172,81383,28552,0.14,166,76632,20748,0.64,772,12951,7844,1336,154615,59368
4314,1248,1248,44315,34102,0.7,878,49810,44247,0.11,133,1803,520,1248,47006,35841,1248,2185,300,0.12,152,63835,20758,0.12,144,55583,14626,0.6,747,12054,7429,1249,112472,53121
4340,3390,3390,54110,46694,0.78,2637,59838,54009,0.1,344,3175,1384,3390,56584,48816,3390,2235,568,0.11,371,72465,33113,0.11,362,59952,24095,0.71,2395,14338,9718,3680,143164,67213
4341,8911,8911,56115,49262,0.82,7311,59873,55499,0.09,822,1442,495,8911,58785,51520,8911,2516,675,0.08,727,79121,29252,0.08,711,67097,16615,0.74,6581,14275,10205,9818,116080,56578
4342,1495,1495,53729,46487,0.79,1187,55428,52282,0.1,149,3463,2352,1495,56267,48721,1495,2256,467,0.09,140,76531,30072,0.09,142,63852,17370,0.72,1081,13972,8781,1655,115762,47887
4343,7432,7432,49609,41799,0.82,6118,51279,46778,0.08,621,2395,1008,7432,52719,45282,7432,2809,519,0.08,623,74888,24501,0.08,597,64688,15584,0.72,5372,11888,7137,8180,104468,25811
4344,1656,1656,57609,48952,0.8,1324,61277,55080,0.12,198,1476,1129,1656,60297,50956,1656,2378,540,0.09,155,60301,19647,0.09,157,51500,17878,0.75,1240,14992,9675,1782,126417,63690
4346,650,650,63900,54904,0.8,519,67822,63600,0.15,96,853,978,650,67191,57238,650,3096,894,0.1,67,55155,20365,0.1,63,43656,18563,0.76,496,16734,12420,699,153517,82269
4347,888,888,47502,41936,0.77,681,52718,50123,0.12,110,2557,1598,888,50091,44408,888,2288,488,0.11,95,97076,24963,0.1,93,90769,19330,0.71,628,11375,7724,1002,110661,45712
4350,67738,67738,63411,51607,0.82,55365,62387,55784,0.11,7780,2819,1296,67738,66491,54063,67738,2905,750,0.08,5753,74886,22680,0.08,5470,49225,10358,0.76,51571,17514,10489,73693,170883,59488
4352,19877,19877,65562,54235,0.79,15715,67199,60173,0.15,2888,1903,819,19877,69185,57489,19877,3162,863,0.09,1870,86933,25977,0.09,1816,69508,14037,0.76,15029,18804,12420,21339,194571,94141
4353,292,292,49122,42456,0.66,192,59922,51734,0.12,34,3218,1872,292,51782,44443,292,1981,296,0.17,51,49114,21130,0.15,45,48749,28487,0.63,183,14087,10156,281,136552,84688
4354,694,694,52022,43691,0.76,526,59024,53828,0.1,72,3283,1756,694,56320,47956,694,2905,470,0.11,76,67600,33074,0.11,73,62353,27490,0.67,462,14811,9575,733,150930,70088
4355,1423,1423,46666,37182,0.68,970,52450,45551,0.13,182,2470,1803,1423,49449,39363,1423,2085,306,0.13,180,56505,23308,0.13,182,43639,13010,0.62,889,12622,7680,1576,143840,66468
4356,3040,3040,61823,46788,0.76,2308,59073,53080,0.14,420,3347,1540,3040,66476,49956,3040,2922,582,0.11,343,109174,31432,0.11,346,96652,28932,0.7,2119,20192,9785,3228,162488,60268
4357,1564,1564,48139,41605,0.73,1139,57289,51727,0.11,179,2088,1687,1564,52675,44644,1564,2656,447,0.09,144,87368,36320,0.09,141,83414,33587,0.66,1040,12787,8346,1728,119773,46289
4358,1750,1750,57216,50878,0.82,1441,61024,55933,0.09,151,2004,857,1750,60676,53867,1750,2757,695,0.09,156,72070,30198,0.08,148,61622,22954,0.76,1337,14562,9682,1829,127839,56706
4359,808,808,50965,47550,0.75,609,61323,56208,0.1,82,2305,1568,808,59681,51321,808,3014,499,0.13,103,60148,25725,0.13,106,52458,25493,0.71,573,13571,10101,858,144815,64195
4360,432,432,43713,37938,0.68,292,55919,49664,0.14,61,4535,2671,432,47640,41077,432,2453,351,0.13,56,62985,34946,0.13,55,69468,38795,0.61,264,12263,7714,449,140593,58243
4361,1609,1609,46405,38368,0.7,1134,54083,48165,0.1,159,2974,1948,1609,50240,40842,1609,2770,343,0.13,203,107140,36000,0.13,204,105705,31156,0.63,1009,14003,7584,1660,141198,57891
4362,1438,1438,47987,39702,0.71,1017,53335,48166,0.13,191,3622,2474,1438,52270,43455,1438,2404,386,0.13,192,79846,37676,0.13,188,75133,31115,0.65,941,13349,7259,1521,145950,64224
4363,436,436,54725,44658,0.75,329,59275,52315,0.13,57,3058,1607,436,59898,47742,436,2425,512,0.11,49,76598,30000,0.11,50,69583,28098,0.69,300,16106,9125,441,151899,72057
4364,186,186,72095,49600,0.65,120,49845,47848,0.15,27,4718,4199,186,83266,54610,186,5148,396,0.08,15,89015,75000,0.09,16,59688,31954,0.74,138,23923,12555,179,186007,71229
4365,256,256,44244,39330,0.73,186,51046,50520,0.11,27,346,1313,256,46483,40981,256,1850,498,0.11,27,29596,23680,0.11,29,25623,11564,0.65,166,10191,7071,286,98015,36218
4370,10927,10927,50960,43987,0.78,8475,55058,50095,0.11,1246,3189,1651,10927,54308,46448,10927,2679,536,0.1,1087,93339,30740,0.1,1080,82052,21643,0.7,7675,13172,8075,11827,139302,55762
4371,435,435,41693,38548,0.68,297,55273,51000,0.13,58,3645,2156,435,45304,40808,435,2730,429,0.14,59,63379,32473,0.14,62,62586,36586,0.61,267,11303,7777,460,169462,84718
4372,91,91,42912,36763,0.67,61,50098,48881,0.13,12,2718,2127,91,45666,39038,91,2030,337,0.14,13,74234,18087,0.14,13,28569,12410,0.62,56,12349,6951,100,148320,84528
4373,588,588,53803,42732,0.72,422,52677,48567,0.14,81,3955,2924,588,57468,45581,588,2551,358,0.11,64,74387,27252,0.11,63,71459,31683,0.69,405,15882,7277,621,143306,60795
4374,277,277,50870,40561,0.7,194,52185,46626,0.12,34,354,832,277,53827,43597,277,1994,528,0.16,45,48400,36515,0.17,48,35406,17510,0.65,179,16746,8469,289,170992,82498
4375,111,111,43049,33706,0.61,68,45786,41247,0.19,21,3957,1866,111,48928,38420,111,2828,250,0.14,16,56874,13711,0.14,15,71357,31558,0.59,65,13791,5687,126,121893,41649
4376,193,193,57707,33274,0.77,149,36534,33023,0.06,12,-991,1242,193,60114,34041,193,2325,300,0.12,24,66561,23841,0.11,22,57851,17815,0.68,131,19722,3995,222,72893,24295
4377,359,359,40190,34901,0.65,232,46760,42812,0.11,40,2810,2264,359,42662,36766,359,2237,251,0.15,54,50130,25738,0.14,49,38224,21186,0.6,214,9826,6525,368,129008,51295
4378,270,270,46187,41766,0.81,219,47750,44606,0.15,40,3981,2876,270,48872,44290,270,2615,489,0.09,23,84081,30305,0.08,22,62546,25152,0.7,189,10758,5768,315,127837,34673
4380,4604,4604,47217,38664,0.74,3413,48408,42842,0.14,649,4341,2337,4604,50231,41194,4604,2544,480,0.11,514,76612,26140,0.11,508,63198,16860,0.67,3101,11986,6411,5161,157981,61202
4381,317,317,41921,35925,0.68,217,47616,42725,0.14,43,4744,1828,317,44519,39037,317,2265,437,0.13,42,50906,30065,0.14,43,35859,13228,0.63,200,10124,5780,341,156911,56253
4382,303,303,44831,36803,0.65,196,43300,41110,0.16,47,4734,2826,303,47913,39600,303,2652,260,0.11,32,72152,31216,0.11,34,56263,13542,0.65,197,10636,7232,327,252167,87430
4383,284,284,40053,32628,0.72,204,42687,39134,0.08,22,664,618,284,42034,33558,284,1760,300,0.13,36,43688,22699,0.12,33,35572,13778,0.6,169,8548,5513,311,104100,48086
4385,619,619,41745,34549,0.68,423,54305,50607,0.14,84,1745,338,619,45987,38923,619,2101,300,0.13,82,122144,33300,0.14,85,101664,25094,0.59,366,12158,8186,663,117823,49563
4387,705,705,45226,39039,0.79,556,53021,46521,0.13,91,7894,1755,705,51239,42545,705,3043,831,0.12,83,89362,30278,0.12,88,101870,28472,0.68,479,10646,6374,755,119687,51330
4388,223,223,62936,38609,0.69,154,52687,48686,0.1,23,1308,713,223,72419,41900,223,4120,441,0.1,23,74321,30740,0.1,22,66716,17560,0.65,146,25559,7402,230,113834,44830
4390,4500,4500,62213,51168,0.78,3509,60791,54999,0.13,591,3386,1869,4500,69480,55308,4500,3329,776,0.1,442,130237,48160,0.09,426,115530,24828,0.76,3410,17744,10375,4854,177552,56142
4400,1322,1322,59987,53026,0.86,1138,61760,57816,0.1,130,2348,935,1322,62804,55970,1322,2643,908,0.08,101,49885,16984,0.07,97,40231,9173,0.79,1039,15248,10271,1419,110697,61000
4401,3283,3283,50670,46868,0.8,2620,56716,53223,0.09,304,2787,1512,3283,53796,49724,3283,2304,487,0.08,257,80105,29895,0.08,253,71771,20269,0.72,2364,12263,8654,3567,120244,55709
4402,154,154,41607,30576,0.66,102,56355,42084,0.14,22,3620,2902,154,44498,31637,154,2489,300,0.12,19,69155,43190,0.12,18,70263,36420,0.56,87,12315,7399,165,125433,56967
4403,462,462,54002,46386,0.64,296,57465,51270,0.1,45,3555,2469,462,65046,52254,462,3196,313,0.11,52,119447,36716,0.11,50,100053,42735,0.68,315,15357,9341,463,130125,48319
4404,291,291,54153,46850,0.7,205,56175,55328,0.13,38,54012,2182,291,61384,51728,291,4381,435,0.13,38,115183,49179,0.13,37,98671,34715,0.7,203,16701,9324,303,136188,57278
4405,8641,8641,58188,50017,0.81,6975,61072,54974,0.12,1040,2857,984,8641,61897,52629,8641,2792,636,0.08,668,102028,36142,0.08,664,84005,18288,0.74,6430,15370,10135,9391,144773,57207
4406,719,719,43290,40123,0.67,480,53602,50668,0.12,87,4563,2568,719,54710,47046,719,3243,275,0.12,86,89109,28864,0.12,84,67722,24774,0.64,457,13236,8882,736,154347,49845
4407,351,351,49306,46951,0.68,238,55298,56116,0.14,49,6309,4064,351,53538,50505,351,3847,700,0.11,40,94643,25907,0.11,39,64775,18240,0.71,248,12233,9979,361,127991,54737
4408,397,397,44730,37738,0.61,244,60253,51523,0.13,50,5112,3638,397,51665,42968,397,2132,228,0.19,77,110821,50000,0.19,75,102703,39357,0.6,239,14637,8340,404,165331,68540
4410,694,694,43938,36185,0.58,404,52899,47302,0.09,61,2672,870,694,49343,38968,694,2781,211,0.14,96,121129,40893,0.14,97,94549,28741,0.61,420,12916,7134,709,152201,60734
4411,169,169,47885,42182,0.59,99,56460,51718,0.08,14,8554,4984,169,58980,51470,169,4608,352,0.18,30,84654,31929,0.17,29,71283,27151,0.65,110,13089,8605,167,257787,58094
4412,144,144,50168,45602,0.64,92,55978,48804,0.17,24,3517,3304,144,61959,51104,144,3080,300,0.18,26,162230,73408,0.19,27,145231,58537,0.74,107,11264,6723,143,146253,61571
4413,4819,4819,61719,49604,0.8,3851,67223,55895,0.13,620,1717,590,4819,65836,53255,4819,2811,632,0.1,495,79168,30156,0.1,477,68148,20044,0.73,3504,17921,11624,5122,126933,54776
4415,1191,1191,55357,47527,0.76,908,60250,53148,0.09,113,3491,1452,1191,59441,51061,1191,3033,500,0.1,118,67362,35962,0.1,115,56746,23260,0.71,845,15084,9948,1273,131447,52876
4416,298,298,60543,54296,0.71,211,59762,52666,0.13,40,2451,1990,298,72636,62577,298,4860,720,0.14,41,197099,60000,0.12,37,198811,52162,0.77,228,15210,10990,333,194688,45763
4417,335,335,52541,45485,0.73,244,58111,51788,0.13,42,1552,812,335,60349,48887,335,3815,590,0.16,54,116886,55122,0.14,46,112540,61326,0.74,248,17851,8728,358,189563,65055
4418,63,63,42321,35778,0.52,33,41366,36736,0.1,6,3111,5415,63,49776,42965,63,1478,123,0.19,12,104000,37046,0.19,12,95108,45595,0.65,41,7859,3703,59,93117,51334
4419,543,543,39617,43762,0.61,331,56359,54401,0.13,73,2627,3137,543,54040,51137,543,4374,299,0.19,103,145046,68357,0.17,95,125399,43228,0.68,368,12600,8445,518,135107,56471
4420,738,738,67990,49782,0.61,448,52341,48468,0.11,78,2005,970,738,82629,56338,738,5366,408,0.2,151,158241,47481,0.2,148,139104,27674,0.73,542,20480,9894,726,169255,68848
4421,1050,1050,40356,36998,0.68,716,49149,44716,0.09,96,3833,1916,1050,44890,39234,1050,2211,259,0.11,115,109940,36913,0.1,109,97621,34744,0.61,641,12474,7741,1180,99450,33813
4422,305,305,56138,41272,0.64,195,48032,46592,0.1,32,-2702,2030,305,66667,48763,305,3144,294,0.14,42,615795,63098,0.13,41,614545,42437,0.62,189,21707,9430,292,189525,71388
4423,132,132,27875,23762,0.52,68,53981,40050,0.11,14,2071,-264,132,49007,33742,132,2532,18,0.2,26,300791,32755,0.17,22,370483,23736,0.47,62,17960,9717,124,114164,39633
4424,125,125,55617,36598,0.55,69,57343,53292,0.16,20,19219,2784,125,72425,45577,125,5044,250,0.26,32,311890,57118,0.24,30,275228,47248,0.63,79,18673,8471,118,232141,69739
4425,145,145,71038,34210,0.6,87,52189,50000,0.18,26,2646,1536,145,83071,42580,145,3565,165,0.22,32,161780,45658,0.22,32,131799,36462,0.58,84,38390,9510,137,102336,62565
4426,70,70,44123,40238,0.53,37,51714,47960,0.03,2,-858,-858,70,48431,46829,70,1271,0,0.29,20,49513,34778,0.29,20,37984,16846,0.6,42,11494,7505,70,112085,56153
4427,195,195,46735,44863,0.65,127,57559,51675,0.12,24,-2038,-249,195,67021,54144,195,2670,300,0.18,35,138698,27912,0.18,36,93096,18086,0.65,126,13808,8637,196,134803,77621
4428,396,396,34698,37522,0.63,251,55988,50483,0.11,44,5064,4184,396,47905,47572,396,2946,300,0.19,75,120135,53013,0.2,78,93706,34842,0.63,251,15124,9766,393,163288,80635
4454,475,475,59788,49509,0.59,281,52407,47750,0.12,57,1055,2194,475,71400,54709,475,4113,340,0.23,111,125748,51278,0.22,103,91117,23495,0.76,362,16010,8169,471,162808,49199
4455,5480,5480,63572,54538,0.8,4393,65779,58827,0.14,770,1591,648,5480,70163,57992,5480,2993,798,0.12,659,136976,40320,0.12,649,106816,25069,0.79,4302,17046,11486,5883,157902,62849
4462,54,54,45349,26195,0.52,28,48568,36816,0.15,8,-8570,-14578,54,68795,45360,54,2827,198,0.24,13,145429,81119,0.2,11,122247,45959,0.54,29,14873,12066,57,161857,56751
4465,746,746,54631,43075,0.66,495,54018,47436,0.09,69,1343,1343,746,63206,48426,746,2778,325,0.19,141,99869,45000,0.18,137,82572,23525,0.69,516,15983,7874,802,135574,49289
4467,107,107,45552,48787,0.61,65,55258,54000,0.07,7,3929,4254,107,68694,50983,107,3315,300,0.21,23,125748,45147,0.25,27,91368,19452,0.66,71,13163,7696,103,101611,34298
4468,218,218,50892,36926,0.58,126,39749,38310,0.11,25,-779,200,218,66690,45942,218,3518,144,0.16,34,130715,34982,0.14,31,93823,15847,0.62,135,15807,7077,211,85295,38724
4470,2032,2032,58027,52907,0.81,1651,57861,54584,0.12,236,2345,1202,2032,62064,55688,2032,2709,520,0.11,217,123954,39378,0.11,215,96770,21277,0.76,1550,14302,9842,2222,128413,52640
4472,817,817,58846,47714,0.73,598,56960,52143,0.13,104,1242,312,817,68426,52860,817,3788,429,0.16,130,115984,37471,0.16,130,100530,19270,0.71,584,16723,10096,879,152031,64150
